OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SE_ANNO_CAD_DATA,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT,x,y
11998181,20241,1286356.03795,184290.20734,38411,13,316531,SE,54TH AVE S AND DEAD END 5 ,0,System.Byte[], ,NONE,-122.265655221959,47.4961891461108,1286356.03795402,184290.207344651
11998182,17827,1264489.21195,196420.10278,35008,13,77519,DLRD,16TH AVE SW AND SW THISTLE ST,2,System.Byte[], ,NONE,-122.355063403369,47.5282865284871,1264489.21194762,196420.102781072
11998183,15876,1283820.87482,205874.19277,33468,13,66157,SE,BOWEN PL S AND S DAWSON ST,0,System.Byte[], ,NONE,-122.277547044896,47.5552212423826,1283820.87481542,205874.192774758
11998184,15618,1283054.0327,206968.19777,33434,13,66122,SE,42ND AVE S AND S FERDINAND N ST,0,System.Byte[], ,NONE,-122.280735348836,47.5581804246069,1283054.03270262,206968.197767869
11998185,17544,1259525.59389,197841.69766,34066,13,69739,DLRD,34TH AVE SW AND SW KENYON ST,0,System.Byte[], ,NONE,-122.375265751599,47.5319122017598,1259525.59389454,197841.697662532
11998186,14413,1260775.42122,212207.08213,164879,13,55665,SW,ADMIRAL AVALON RP AND SW MANNING ST,1,System.Byte[], ,NONE,-122.37136962163,47.5713554600623,1260775.42122382,212207.082125232
11998187,5692,1254581.59645,252033.96293,23834,13,1320,BLRD,33RD AVE NW AND NW 71ST ST,0,System.Byte[], ,NONE,-122.399739467569,47.6801757069536,1254581.59644948,252033.962934017
11998188,11625,1275940.70278,227893.78166,30160,13,41651,E,E MADISON ST AND E PINE ST,1,System.Byte[], ,CITY,-122.311166348135,47.6151667481601,1275940.70277534,227893.781661302
11998189,10323,1260523.98826,234367.74698,28708,13,34656,MGNL-QA,MAGNOLIA BR WB AND W GALER ST FLYOVER,2,System.Byte[], ,NONE,-122.374185328178,47.6320827583703,1260523.98826356,234367.746979937
11998190,5094,1276466.05778,254549.50905,24754,13,6652,N,16TH AVE NE AND LAKE CITY WAY NE,1,System.Byte[], ,NONE,-122.311111911346,47.6882572417745,1276466.05778389,254549.509048596
11998191,7027,1280001.02099,247281.12811,25932,13,15307,NE,29TH AVE NE AND NE 55TH ST,3,System.Byte[], ,NONE,-122.296201151939,47.6685198753052,1280001.02098751,247281.128113151
11998192,3987,1264662.09284,259604.33581,37123,13,231130,NW,2ND AVE NW AND NW 100TH ST,0,System.Byte[], ,NONE,-122.359435118514,47.7014807906702,1264662.0928438,259604.335805774
11998193,12360,1272172.94546,223504.50729,491481,13,44659,E,I5 NB AND I5 EXPRESS,5,System.Byte[], ,NONE,-122.326094406571,47.6029364916024,1272172.94545949,223504.507288814
11998194,16265,1280587.28684,204187.32839,160718,13,66857,GRDWM,33RD AVE S AND S MEAD ST,0,System.Byte[], ,NONE,-122.290510621695,47.5504304393937,1280587.2868441,204187.328389034
11998195,6893,1276423.15782,247686.81592,26011,13,15551,NE,16TH AVE NE AND NE 56TH ST,0,System.Byte[], ,NONE,-122.310751167688,47.6694444907984,1276423.15781584,247686.815921575
11998196,3611,1282935.51981,261742.96621,36842,13,228719,N,40TH AVE NE AND NE 110TH ST,3,System.Byte[], ,NONE,-122.285400764761,47.7083119917344,1282935.5198065,261742.966207966
11998197,11843,1275185.14719,226589.67798,29776,13,40155,CNTRL,14TH AVE AND E SPRING ST,3,System.Byte[], ,NONE,-122.314127394644,47.6115524077447,1275185.14719057,226589.677979961
11998198,7905,1284756.4729,244292.80837,27313,13,25112,NE,48TH AVE NE AND NE 44TH ST,3,System.Byte[], ,NONE,-122.276676653952,47.6605750530499,1284756.47289637,244292.80836609
11998199,14119,1275113.70783,213289.31009,31325,13,51344,GRDWM,15TH AVE S AND S HANFORD ST,2,System.Byte[], ,HALFPED,-122.313379997698,47.5750925547173,1275113.7078305,213289.310094342
11998200,2779,1283946.87264,268311.28442,36175,13,222702,N,NE 135TH ST AND DEAD END 3,0,System.Byte[], ,NONE,-122.281795788795,47.7263679449692,1283946.87263955,268311.284422696
11998201,3221,1274622.38495,264645.74893,36454,13,226129,N-NW,9TH AVE NE AND NE 120TH ST,0,System.Byte[], ,NONE,-122.319387591341,47.7158334328733,1274622.38495,264645.748930931
11998202,6426,1271494.12331,249320.44895,25822,13,14513,LKUN-NW,CORLISS AVE N AND N 62ND ST,0,System.Byte[], ,NONE,-122.330881687879,47.6736610618271,1271494.1233148,249320.448947236
11998203,4878,1286244.87712,255540.45561,37837,13,235342,NE,53RD CT NE AND DEAD END,0,System.Byte[], ,NONE,-122.271490722473,47.6914812812529,1286244.8771219,255540.45560962
11998204,4519,1257893.08522,257063.55219,36961,13,230329,BLRD,NW 89TH PL AND NW 90TH ST,0,System.Byte[], ,NONE,-122.386711316952,47.6941454101909,1257893.08522087,257063.552187175
11998205,12678,1274321.97023,221479.37065,30436,13,44151,DWNTN,12TH AVE S AND S WELLER ST,2,System.Byte[], ,CITY,-122.317226728573,47.5974995715712,1274321.97022969,221479.37064673
11998206,9190,1263570.19217,239000.31146,27774,13,28118,MGNL-QA,4TH AVE W AND W ARMOUR ST,0,System.Byte[], ,NONE,-122.362206371072,47.6449468989919,1263570.19217068,239000.311464682
11998207,4846,1271572.39941,255689.39769,37605,13,233744,NW,CORLISS AVE N AND N 86TH ST,0,System.Byte[], ,NONE,-122.331067117647,47.6911222974957,1271572.39941087,255689.39768976
11998208,15847,1285732.80595,205962.92724,33458,13,66147,SE,51ST AVE S AND S FARRAR ST,0,System.Byte[], ,NONE,-122.269812230434,47.5555625613347,1285732.80595337,205962.927238852
11998209,10788,1266403.03774,232137.85488,28877,13,35570,MGNL-QA,NOB HILL AVE N AND VALLEY ST,0,System.Byte[], ,NONE,-122.350167769378,47.6262909122165,1266403.03774159,232137.854881644
11998210,15073,1272439.28684,209867.07521,32379,13,57714,GRDWM,7TH AVE S AND S INDUSTRIAL WB WAY,2,System.Byte[], ,NONE,-122.323944340851,47.5655707715243,1272439.28683576,209867.07521084
11998211,16308,1275196.32057,203965.58042,33382,13,65739,GRDWM,16TH AVE S AND SWIFT AVE S,2,System.Byte[], ,NONE,-122.312319470364,47.54954070621,1275196.32056658,203965.580420807
11998212,5866,1253983.3119,251334.92882,23842,13,1331,BLRD,35TH AVE NW AND NW 68TH ST,0,System.Byte[], ,NONE,-122.402109856154,47.678226305996,1253983.31190486,251334.92882131
11998213,12012,1277735.31782,225617.31164,30172,13,41712,CNTRL,22ND AVE AND E COLUMBIA ST,0,System.Byte[], ,NONE,-122.303715196229,47.6090212097753,1277735.31781718,225617.311642975
11998214,14435,1258827.7594,212189.6516,31848,13,54137,SW,BELVIDERE AVE SW AND SW MANNING ST,0,System.Byte[], ,NONE,-122.379256626443,47.5712007036705,1258827.75939782,212189.651597217
11998215,6298,1253318.9599,249777.48908,25022,13,10111,BLRD,37TH AVE NW AND NW 62ND ST,0,System.Byte[], ,NONE,-122.404677049576,47.6739203429218,1253318.95990418,249777.489075705
11998216,13615,1268601.35557,215878.03355,31214,13,50303,GRDWM,EAST MARGINAL WAY S AND S STACY ST,2,System.Byte[], ,NONE,-122.339963810016,47.5818417557272,1268601.35556783,215878.033553004
11998217,14790,1271762.11128,211201.89633,32368,13,57665,GRDWM,6TH AVE S AND DIAGONAL AVE S,2,System.Byte[], ,NONE,-122.326791690866,47.5691934934849,1271762.11128306,211201.896332204
11998218,4490,1255228.43319,257219.55116,37048,13,230735,BLRD,FOREST HILL PL NW AND DEAD END,0,System.Byte[], ,NONE,-122.397542023312,47.6944250327453,1255228.43318614,257219.551163331
11998219,14926,1251829.92182,210579.1794,31753,13,53325,SW,CHILBERG AVE SW AND SW DOUGLAS PL,0,System.Byte[], ,NONE,-122.407465547116,47.5663976424885,1251829.92182265,210579.179403573
11998220,14410,1254141.72522,212235.3627,31721,13,53149,SW,SW ORLEANS ST AND DEAD END 3,0,System.Byte[], ,NONE,-122.398239624301,47.5710663598626,1254141.72521703,212235.362701267
11998221,16443,1284701.17997,203303.26772,33558,13,66452,SE,47TH AVE S AND S RAYMOND PL,0,System.Byte[], ,NONE,-122.273787769902,47.5482195391835,1284701.17996831,203303.267716125
11998222,11750,1267526.47761,227123.16432,29703,13,39558,DWNTN,1ST AVE AND BLANCHARD ST,2,System.Byte[], ,CITY,-122.345213272747,47.6126064569942,1267526.47761473,227123.16431652
11998223,2675,1279041.0599,269136.59002,36024,13,221138,N,25TH AVE NE AND NE 137TH ST,0,System.Byte[], ,NONE,-122.301789012768,47.728375225593,1279041.05989853,269136.590023533
11998224,17088,1285346.42566,200220.97114,34441,13,73149,SE,RAINIER AVE S AND S FRONTENAC ST,1,System.Byte[], ,CITY,-122.270942344698,47.5398040015282,1285346.42566498,200220.971136972
11998225,8095,1270066.34501,243628.93611,26829,13,22144,LKUN,WALLINGFORD AVE N AND N 42ND ST,3,System.Byte[], ,NONE,-122.33622479611,47.6579845285077,1270066.34500933,243628.936109409
11998226,18326,1263598.71083,193790.27059,34886,13,76331,DLRD,DELRIDGE WAY SW AND SW BARTON ST,1,System.Byte[], ,NONE,-122.358456209428,47.52102995321,1263598.71082671,193790.270586386
11998227,16440,1280053.16076,203308.94042,33282,13,65339,GRDWM,31ST AVE S AND S RAYMOND ST,0,System.Byte[], ,NONE,-122.292605675181,47.547995033412,1280053.16076356,203308.940420121
11998228,4477,1256071.04234,257262.21126,37051,13,230738,BLRD,NW 90TH PL AND DEAD END 1,0,System.Byte[], ,NONE,-122.394124728948,47.6945888586568,1256071.042339,257262.21125938
11998229,18694,1255403.43632,191798.8599,38056,13,300516,SW,46TH AVE SW AND MARINE VIEW DR SW,3,System.Byte[], ,NONE,-122.391453408893,47.5151215706403,1255403.43632232,191798.859896347
11998230,13311,1256846.0936,217407.40264,31128,13,48530,SW,44TH AVE SW AND SW HILL ST,0,System.Byte[], ,NONE,-122.387709631678,47.5853927953221,1256846.09360379,217407.402642563
11998231,9408,1277958.20729,238068.30737,28396,13,31515,NE,22ND AVE E AND E ROANOKE ST,2,System.Byte[], ,NONE,-122.30377618045,47.6431609162226,1277958.20728941,238068.307367727
11998232,8745,1251941.50147,241242.31672,26428,13,19728,MGNL-QA,W BERTONA ST AND WEST VIEWMONT WAY W,3,System.Byte[], ,NONE,-122.409557462517,47.6504489643355,1251941.50147077,241242.316714972
11998233,6283,1284970.03168,249835.10725,26094,13,16103,NE,ANN ARBOR AVE NE AND NE 65TH ST,2,System.Byte[], ,NONE,-122.276231851661,47.6757774881296,1284970.0316806,249835.107251763
11998234,10515,1284338.08006,233487.96407,29397,13,38104,E,KNOX PL E AND E LEE ST,0,System.Byte[], ,NONE,-122.277551391594,47.6309374078455,1284338.08006394,233487.964067027
11998235,3772,1262061.36427,260671.64512,37198,13,231512,BLRD,11TH AVE NW AND DEAD END 3,0,System.Byte[], ,NONE,-122.370081554018,47.704264345647,1262061.36426513,260671.645118862
11998236,5443,1287318.39597,253028.6005,24988,13,8512,NE,57TH AVE NE AND NE 77TH ST,0,System.Byte[], ,NONE,-122.26694259349,47.6846511819335,1287318.395971,253028.600503042
11998237,7164,1283686.39827,246646.02718,26260,13,16853,NE,MITHUN PL NE AND NE 52ND ST,0,System.Byte[], ,NONE,-122.281197867205,47.6669701263279,1283686.39827128,246646.027184501
11998238,10195,1260968.10167,234889.66519,27965,13,28739,MGNL-QA,12TH AVE W AND W GARFIELD ST,0,System.Byte[], ,NONE,-122.372426807713,47.6335376667577,1260968.10167201,234889.665188462
11998239,9654,1265454.64657,237140.22545,28100,13,29571,MGNL-QA,MCGRAW ST AND WARREN AVE N,0,System.Byte[], ,NONE,-122.354413962909,47.639950865095,1265454.6465726,237140.225446776
11998240,7067,1278226.73107,247134.70712,337099,13,15861,NE,RAVENNA AVE NE AND NE 54TH E ST,3,System.Byte[], ,NONE,-122.303389604208,47.6680258523744,1278226.73106569,247134.707121
11998241,15806,1266386.99729,206170.46823,286956,13,63654,GRDWM-DLRD,DUWAMISH RIVER TRL AND NP RR,0,System.Byte[], ,NONE,-122.348160089916,47.555114512003,1266386.99729356,206170.468231052
11998242,5199,1273540.19666,254069.6647,24392,13,5121,N,5TH AVE NE AND NE 80TH ST,2,System.Byte[], ,CITY,-122.322951361561,47.6867873648765,1273540.19666089,254069.664696112
11998243,5102,1282295.9655,254501.55743,24889,13,7508,NE,38TH AVE NE AND NE 82ND ST,0,System.Byte[], ,NONE,-122.28744225903,47.6884302403896,1282295.96550186,254501.557432547
11998244,14561,1271976.73989,212005.6603,32343,13,57520,GRDWM,6TH AVE S AND S SPOKANE SR ST,2,System.Byte[], ,CITY,-122.325985574,47.5714080058135,1271976.73989129,212005.66030103
11998245,16034,1281892.20153,205257.39482,33600,13,66548,SE,S BRANDON ST AND DEAD END 2,0,System.Byte[], ,NONE,-122.285309201143,47.5534311072216,1281892.20153344,205257.394822121
11998246,9833,1257040.38352,236489.06461,27700,13,27723,MGNL-QA,THORNDYKE AVE W AND W CROCKETT ST,2,System.Byte[], ,NONE,-122.388484916757,47.6377050556876,1257040.38352399,236489.064614102
11998247,5242,1282292.00006,253858.72786,24905,13,7524,NE,38TH AVE NE AND NE 80TH ST,0,System.Byte[], ,NONE,-122.287409044421,47.6866680434998,1282292.00006185,253858.727863893
11998248,7862,1270694.24363,244460.16069,27189,13,23511,LKUN,MERIDIAN AVE N AND N 44TH ST,0,System.Byte[], ,NONE,-122.333743169978,47.6602964720001,1270694.24363397,244460.160686269
11998249,6481,1253820.86045,249134.8638,25036,13,10128,BLRD,35TH PL NW AND NW 60TH ST,0,System.Byte[], ,NONE,-122.402587066653,47.6721870368969,1253820.8604487,249134.863795057
11998250,18467,1281774.35475,192967.7815,35374,13,80722,GRDWM,38TH AVE S AND S BENEFIT ST,0,System.Byte[], ,NONE,-122.284847703978,47.5197391337587,1281774.35474932,192967.781497538
11998251,18196,1256294.1169,194460.07718,34805,13,75711,SW,43RD PL SW AND SW DIRECTOR ST,0,System.Byte[], ,NONE,-122.388067420907,47.5224651648334,1256294.11689922,194460.077179059
11998252,7104,1264917.41726,246967.16536,25329,13,12330,NW,1ST AVE NW AND NW 52ND ST,0,System.Byte[], ,NONE,-122.357382099761,47.6668568765028,1264917.41726007,246967.165360838
11998253,15395,1275002.1205,207989.49134,33308,13,65507,GRDWM,15TH AVE S AND S ANGELINE ST,2,System.Byte[], ,NONE,-122.313419064572,47.5605599508453,1275002.12050238,207989.491336927
11998254,7903,1284091.30963,244306.57297,27318,13,25117,NE,NE 44TH ST AND DEAD END 2,0,System.Byte[], ,NONE,-122.279376440096,47.6605785509787,1284091.30963169,244306.572974116
11998255,18621,1255356.89347,192190.68607,38073,13,300651,SW,46TH AVE SW AND DEAD END 1 ,0,System.Byte[], ,NONE,-122.391673818095,47.5161929552002,1255356.89347427,192190.686072737
11998256,3164,1269286.23442,265068.06368,36327,13,225108,NW,N 121ST ST AND N 122ND ST,0,System.Byte[], ,NONE,-122.34109402401,47.7167064465865,1269286.23441653,265068.063683376
11998257,2649,1271064.09451,269398.70228,35927,13,220529,NW,MERIDIAN AVE N AND ROOSEVELT WAY N,3,System.Byte[], ,NONE,-122.33421618164,47.7286717962208,1271064.09451436,269398.702279806
11998258,13935,1277107.70668,214140.90203,31636,13,52749,GRDWM,21ST AVE S AND S FOREST S ST,0,System.Byte[], ,NONE,-122.305369157787,47.5775315996557,1277107.70668054,214140.902031213
11998259,3824,1260411.29476,260377.73817,37206,13,231521,BLRD,15TH AVE NW AND NW 103RD ST,0,System.Byte[], ,NONE,-122.376757833458,47.7033682441581,1260411.29475944,260377.738174573
11998260,16276,1275196.45445,204111.54548,33376,13,65726,GRDWM,16TH AVE S AND S JUNEAU ST,0,System.Byte[], ,NONE,-122.312330286933,47.5499408013648,1275196.45445459,204111.545476943
11998261,17776,1281569.37555,196599.28512,35329,13,80510,GRDWM,37TH AVE S AND S ROSE ST,0,System.Byte[], ,NONE,-122.28595450521,47.5296824961785,1281569.37554911,196599.285117254
11998262,8757,1253732.73552,241205.03108,26374,13,19321,MGNL-QA,35TH AVE W AND W BERTONA ST,0,System.Byte[], ,NONE,-122.402288528773,47.6504471084212,1253732.7355206,241205.031082928
11998263,6579,1260961.67505,248786.9429,25401,13,12524,BLRD,14TH AVE NW AND NW 59TH ST,3,System.Byte[], ,NONE,-122.373580917949,47.6716288864887,1260961.67504801,248786.942898691
11998264,17192,1284248.25632,199690.93875,34460,13,73313,SE,46TH AVE S AND S ORCHARD ST,0,System.Byte[], ,NONE,-122.275347368556,47.5382948527798,1284248.25631985,199690.938752428
11998265,10390,1267403.76632,234092.85751,28891,13,35597,MGNL-QA,TAYLOR AVE N AND TAYLOR UPPER AVE N,2,System.Byte[], ,NONE,-122.346266155486,47.6317034926052,1267403.7663186,234092.857507646
11998266,12391,1276096.03769,223334.2527,30723,13,45507,CNTRL,17TH AVE AND E FIR ST,0,System.Byte[], ,NONE,-122.310181927297,47.6026773240696,1276096.03768751,223334.252696633
11998267,12623,1270372.13087,221844.42998,30522,13,44557,DWNTN,OCCIDENTAL AVE S AND S KING W ST,2,System.Byte[], ,NONE,-122.333261435366,47.598290278882,1270372.13086565,221844.429975107
11998268,14038,1252055.70537,213717.05281,31726,13,53154,SW,58TH AVE SW AND 58TH AV SW ACCESS RD,0,System.Byte[], ,NONE,-122.406811033785,47.5750109542227,1252055.70537488,213717.052814782
11998269,14563,1273268.4757,211997.63931,32264,13,57211,GRDWM,W SEATTLE BR - I5 NB RP AND WEST SEATTLE BR EB,1,System.Byte[], ,NONE,-122.320753071811,47.5714545825578,1273268.47570062,211997.639309019
11998270,3184,1275135.4517,264931.76903,36473,13,226254,N-NW,10TH PL NE AND DEAD END 2,0,System.Byte[], ,NONE,-122.317326157703,47.7166445454687,1275135.45170252,264931.769027233
11998271,18470,1285765.31591,192935.19603,35461,13,81727,SE,RAINIER AVE S AND STURTEVANT AVE S,1,System.Byte[], ,NONE,-122.268696601921,47.5198550232496,1285765.31590541,192935.196025506
11998272,7340,1265383.41508,246027.98994,25665,13,13729,LKUN-NW,GREENWOOD AVE N AND N 49TH ST,0,System.Byte[], ,NONE,-122.355415852816,47.6643079274534,1265383.41508454,246027.989935875
11998273,17270,1259559.13783,199172.95859,34044,13,69717,DLRD,34TH AVE SW AND SW WEBSTER ST,0,System.Byte[], ,NONE,-122.375237959087,47.5355629525646,1259559.13783057,199172.958591893
11998274,14838,1264307.45067,211035.42158,32055,13,55316,DLRD,18TH AVE SW AND DEAD END 1 ,0,System.Byte[], ,NONE,-122.356970140884,47.5683366022397,1264307.45066744,211035.421580046
11998275,8789,1258395.09559,241067.39678,26466,13,20315,MGNL-QA,21ST AVE W AND W BERTONA ST,0,System.Byte[], ,NONE,-122.383365082586,47.6503288632541,1258395.09558938,241067.396778792
11998276,2703,1279337.45695,268882.38433,36022,13,221136,N,26TH AVE NE AND NE 136TH ST,0,System.Byte[], ,NONE,-122.300565198576,47.7276939509586,1279337.45695482,268882.384327278
11998277,16141,1281647.24512,204728.24026,33613,13,66711,SE,37TH AVE S AND S FINDLAY ST,0,System.Byte[], ,NONE,-122.286260551303,47.5519680189761,1281647.24511719,204728.240261585
11998278,17136,1270233.35071,199952.79296,34252,13,71708,GRDWM,OCCIDENTAL AVE S AND DEAD END,0,System.Byte[], ,NONE,-122.332095889283,47.5382785242779,1270233.3507055,199952.792960688
11998279,6241,1257533.60208,249925.28632,25113,13,11106,BLRD,24TH AVE NW AND NW 63RD ST,2,System.Byte[], ,NONE,-122.3875853672,47.6745600676833,1257533.6020845,249925.28632386
11998280,3289,1267318.98168,264171.76339,36384,13,225522,NW,NORTH PARK AVE N AND N 117TH ST,0,System.Byte[], ,NONE,-122.349012449064,47.7141437966758,1267318.98167852,264171.763394445
11998281,14273,1251900.52534,212713.67361,31686,13,53110,SW,58TH AVE SW AND SW SPOKANE W ST,3,System.Byte[], ,NONE,-122.407356446625,47.5722520747805,1251900.52534273,212713.673613757
11998282,3499,1271634.44741,262553.57971,36582,13,226718,NW,CORLISS AVE N AND DEAD END 3,0,System.Byte[], ,NONE,-122.331357726631,47.7099400676908,1271634.44741094,262553.579712793
11998283,18264,1271068.40632,194096.38438,35193,13,78709,GRDWM,5TH AVE S AND S DIRECTOR ST,0,System.Byte[], ,NONE,-122.328255310531,47.5222707902666,1271068.40632236,194096.384378687
11998284,5632,1262326.22878,252339.72012,24171,13,3721,BLRD,9TH AVE NW AND NW 73RD ST,0,System.Byte[], ,NONE,-122.368331131612,47.6814415635978,1262326.22877741,252339.720118329
11998285,18370,1286887.57408,193534.01766,35446,13,81708,SE,SEWARD PARK AVE S AND S FISHER PL,2,System.Byte[], ,NONE,-122.264200645881,47.5215536945667,1286887.57408255,193534.017658114
11998286,11776,1270998.08159,227029.33545,29883,13,40538,DWNTN,PIKE ST AND CONVENTION PL,1,System.Byte[], ,STATE,-122.331133853215,47.6125353697687,1270998.08158629,227029.335452422
11998287,13252,1282051.40742,217730.73986,30849,13,46653,SE,S MASSACHUSETTS ST AND DEAD END,0,System.Byte[], ,NONE,-122.28561777765,47.5876288223104,1282051.4074216,217730.739858896
11998288,14190,1259975.27223,213083.93281,32092,13,55515,SW,SW CITY VIEW ST AND DEAD END E,0,System.Byte[], ,NONE,-122.374681530556,47.573714972457,1259975.272231,213083.932814136
11998289,9038,1263588.93137,239700.22187,26704,13,21344,MGNL-QA,4TH AVE W AND HUMES PL W,0,System.Byte[], ,NONE,-122.362186770077,47.6468663361636,1263588.93137071,239700.221865386
11998290,9966,1254203.21642,235889.96317,27527,13,26343,MGNL-QA,34TH AVE W AND W HOWE ST,0,System.Byte[], ,NONE,-122.399941146017,47.635905215878,1254203.21641709,235889.963173494
11998291,2761,1280352.97568,268431.35789,36034,13,221304,N,30TH AVE NE AND NE 135TH ST,3,System.Byte[], ,NONE,-122.296404832942,47.7265106972724,1280352.97567587,268431.357894808
11998292,13976,1274807.69311,213944.6381,31314,13,51333,GRDWM,14TH AVE S AND S STEVENS ST,0,System.Byte[], ,NONE,-122.31467063012,47.5768726574899,1274807.69311018,213944.638095021
11998293,4644,1279025.12825,256558.56326,37657,13,234317,NE,25TH PL NE AND NE 90TH ST,0,System.Byte[], ,NONE,-122.300879178123,47.6938982646392,1279025.12825051,256558.563258648
11998294,5997,1265740.12497,250951.5765,24352,13,4741,NW,PHINNEY AVE N AND N 67TH N ST,0,System.Byte[], ,NONE,-122.354363411475,47.6778225592137,1265740.12497289,250951.576500908
11998295,15313,1273716.79007,208426.77262,32314,13,57343,GRDWM,11TH AVE S AND S SNOQUALMIE ST,0,System.Byte[], ,NONE,-122.318658094776,47.5616906447784,1273716.79006907,208426.77261737
11998296,19500,1290442.45921,187649.37356,38256,13,306337,SE,68TH AVE S AND S BANGOR CT,0,System.Byte[], ,NONE,-122.249377728665,47.5056040062849,1290442.45920619,187649.373556092
11998297,17315,1270693.97202,198956.72614,34259,13,71717,GRDWM,3RD AVE S AND S WEBSTER ST,0,System.Byte[], ,NONE,-122.33015301235,47.5355729082884,1270693.97201797,198956.726143673
11998298,15401,1254210.50935,207972.26766,32851,13,61509,SW,51ST AVE SW AND SW EDMUNDS ST,0,System.Byte[], ,NONE,-122.397610023568,47.5593853698847,1254210.5093451,207972.267656907
11998299,4756,1256336.4954,256059.4526,37084,13,230775,BLRD,28TH AVE NW AND NW 86TH ST,3,System.Byte[], ,NONE,-122.392948072142,47.6913069481123,1256336.49539527,256059.452602148
11998300,11450,1273766.20473,228815.09776,29073,13,36389,E,NAGLE PL AND E HOWELL ST,0,System.Byte[], ,NONE,-122.320053212191,47.6175772420043,1273766.20472512,228815.097758248
11998301,7945,1268015.36363,244111.19813,26817,13,22132,LKUN,WOODLAND PARK AVE N AND N 43RD S ST,0,System.Byte[], ,NONE,-122.344584026121,47.6591962843262,1268015.36363123,244111.198125914
11998302,11792,1281585.35737,226951.30742,30265,13,42558,CNTRL,35TH AVE AND E UNION ST,0,System.Byte[], ,NONE,-122.288212345931,47.6128782771297,1281585.35737313,226951.307420343
11998303,9995,1278316.87942,235839.31332,28475,13,31854,NE,23RD ER AVE E AND E NEWTON ST,0,System.Byte[], ,NONE,-122.302148881003,47.6370700478021,1278316.87941778,235839.313317433
11998304,4209,1273755.17471,258485.12608,37501,13,233134,N,NE 96TH PL AND DEAD END,0,System.Byte[], ,NONE,-122.322425568835,47.6989014108194,1273755.17470911,258485.126076624
11998305,4157,1258833.61796,258808.9799,36926,13,230158,BLRD,21ST AVE NW AND NW 96TH ST,3,System.Byte[], ,NONE,-122.383035684026,47.6989814766663,1258833.61795783,258808.979900956
11998306,2831,1278990.57414,267814.90733,36049,13,221319,N,25TH AVE NE AND NE 133RD ST,0,System.Byte[], ,NONE,-122.301891636808,47.7247498814387,1278990.57413846,267814.907334179
11998307,19350,1288452.77549,188498.90905,38242,13,306323,SE,61ST AVE S AND S PRENTICE ST,0,System.Byte[], ,NONE,-122.257490037491,47.5078319527369,1288452.77549216,188498.909044966
11998308,8704,1269414.66424,241455.33995,26883,13,22328,LKUN,WOODLAWN AVE N AND N 37TH ST,0,System.Byte[], ,NONE,-122.338696142355,47.6519918662558,1269414.66424066,241455.339947194
11998309,14238,1277331.2423,212865.06587,32511,13,58502,GRDWM,22ND AVE S AND S HORTON ST,0,System.Byte[], ,NONE,-122.304364868078,47.5740462628358,1277331.24229677,212865.065869913
11998310,10007,1260353.90417,235783.33149,27954,13,28728,MGNL-QA,14TH AVE W AND W HOWE ST,0,System.Byte[], ,NONE,-122.374990013723,47.6359534501618,1260353.90416738,235783.331493378
11998311,8630,1266982.13509,241771.47256,27018,13,22714,LKUN,FREMONT WAY N AND N 38TH ST,2,System.Byte[], ,CITY,-122.348588985672,47.6527275038245,1266982.13508618,241771.472555518
11998312,10087,1267514.73822,235422.98359,28160,13,29763,MGNL-QA,TAYLOR AVE N AND DEAD END,0,System.Byte[], ,NONE,-122.345922196408,47.6353552927784,1267514.73822272,235422.983589008
11998313,7922,1275190.44793,244200.23365,27075,13,23115,NE,12TH AVE NE AND NE 43RD ST,3,System.Byte[], ,NONE,-122.315480872219,47.6598228653101,1275190.44792658,244200.233646005
11998314,15360,1286173.06682,208220.56539,35576,13,160710,SE,52ND AVE S AND S SNOQUALMIE ST,0,System.Byte[], ,NONE,-122.268200037762,47.5617732959131,1286173.06681782,208220.565385163
11998315,14767,1254644.68867,211287.0578,31966,13,54537,SW,50TH AVE SW AND SW ANDOVER ST,0,System.Byte[], ,NONE,-122.396124533964,47.5684951452338,1254644.68867354,211287.057804301
11998316,7471,1254807.14935,245610.64542,25086,13,10328,MGNL-QA,32ND AVE W AND GILMAN AVE W,0,System.Byte[], ,NONE,-122.398293800535,47.6625825055588,1254807.14934571,245610.645423442
11998317,4472,1281578.49555,257273.9591,37913,13,235714,NE,35TH AVE NE AND NE 93RD ST,2,System.Byte[], ,NONE,-122.290567904925,47.6959921667745,1281578.49554911,257273.959099382
11998318,11781,1279295.27891,227015.66915,30023,13,41147,CNTRL,27TH AVE AND E UNION ST,2,System.Byte[], ,NONE,-122.297500183759,47.6129356296891,1279295.27890678,227015.6691484
11998319,5031,1269904.41682,254844.13305,24222,13,4108,NW,DENSMORE AVE N AND N 82ND ST,0,System.Byte[], ,NONE,-122.337771337652,47.6887162717511,1269904.41681716,254844.133048892
11998320,3715,1262013.5194,261006.52307,37190,13,231504,BLRD,11TH AVE NW AND NW 105TH ST,0,System.Byte[], ,NONE,-122.370302992944,47.7051796046438,1262013.51940109,261006.523071215
11998321,14252,1278971.06028,212827.41185,32407,13,58110,GRDWM,27TH AVE S AND S HORTON ST,0,System.Byte[], ,NONE,-122.297719891153,47.5740287868597,1278971.06028245,212827.41185388
