OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SE_ANNO_CAD_DATA,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT,x,y
12004440,2697,1272929.66712,268932.71367,35943,13,220548,NW,3RD AVE NE AND NE 136TH ST,0,System.Byte[], ,NONE,-122.32660050244,47.7274940280423,1272929.66712426,268932.713671327
12004441,4239,1259937.11082,258387.87065,36937,13,230301,BLRD,17TH AVE NW AND DEAD END,0,System.Byte[], ,NONE,-122.378521000527,47.6978880737241,1259937.11082296,258387.870652527
12004442,5939,1286639.52544,251121.47551,24853,13,7343,NE,54TH AVE NE AND NE 70TH E ST,3,System.Byte[], ,NONE,-122.269553736258,47.6793890396822,1286639.5254423,251121.475509092
12004443,8359,1268239.47704,242715.88344,26850,13,22165,LKUN,MIDVALE AVE N AND N 40TH ST,3,System.Byte[], ,NONE,-122.343563673338,47.6553838464011,1268239.47703946,242715.883436486
12004444,15002,1279808.38124,210297.09992,32507,13,58391,SE,30TH AVE S AND DEAD END 1,0,System.Byte[], ,NONE,-122.294133753458,47.5671368357558,1279808.3812433,210297.099915281
12004445,11919,1276462.57106,226131.06422,30157,13,41553,CNTRL,18TH AVE AND E MARION ST,0,System.Byte[], ,NONE,-122.308913832856,47.6103626181341,1276462.57106388,226131.06421949
12004446,2907,1267546.51269,267146.37229,35829,13,219721,NW,LINDEN AVE N AND N 128TH ST,0,System.Byte[], ,NONE,-122.348326222486,47.7223093236524,1267546.51268674,267146.372293502
12004447,3131,1274957.49381,265297.44532,36443,13,226118,N-NW,ROOSEVELT WAY NE AND NE 123RD ST,3,System.Byte[], ,NONE,-122.318077609202,47.7176374431089,1274957.49381433,265297.445315599
12004448,12884,1277438.49196,219798.56655,30802,13,45736,CNTRL,21ST AVE S AND S NORMAN ST,0,System.Byte[], ,NONE,-122.30446738624,47.5930565395232,1277438.49196088,219798.566549018
12004449,13321,1275518.78047,217391.47535,31541,13,52533,GRDWM,16TH AVE S AND S HOLGATE ST,0,System.Byte[], ,NONE,-122.312058543831,47.5863578727414,1275518.78047091,217391.47534655
12004450,6910,1264459.84004,247647.43109,25306,13,12306,NW,BAKER AVE NW AND NW 55TH ST,0,System.Byte[], ,NONE,-122.359293534572,47.6686965916495,1264459.84004359,247647.431089535
12004451,9314,1258276.00925,238370.36586,27582,13,27117,MGNL-QA,W RAYE ST AND DEAD END 2,0,System.Byte[], ,NONE,-122.38362771974,47.642929912389,1258276.00925326,238370.365864024
12004452,18198,1263775.1299,194456.39744,34869,13,76312,DLRD,18TH AVE SW AND SW HENDERSON ST,2,System.Byte[], ,NONE,-122.357795762773,47.5228653582763,1263775.12989889,194456.397435069
12004453,7191,1277571.86438,246572.22366,26045,13,15716,NE,NE 52ND ST AND DEAD END 1,0,System.Byte[], ,NONE,-122.306003245281,47.6664497712293,1277571.86437702,246572.223664433
12004454,2531,1281382.72339,270393.66062,36001,13,221115,N,LAKE CITY WAY NE AND NE 143RD ST,1,System.Byte[], ,NONE,-122.292372746889,47.7319429282618,1281382.72338893,270393.660616815
12004455,10527,1262590.22238,233422.62288,28579,13,34137,MGNL-QA,WILLARD AVE W AND W HIGHLAND DR,0,System.Byte[], ,NONE,-122.365730541058,47.629605327259,1262590.22237767,233422.622882962
12004456,7489,1266035.66033,245493.70872,25681,13,13745,LKUN-NW,DAYTON AVE N AND N 47TH ST,0,System.Byte[], ,NONE,-122.352726580314,47.6628788220271,1266035.6603332,245493.708719328
12004457,10862,1279078.10412,231754.91037,29231,13,37150,CNTRL-E,26TH AVE E AND E VALLEY ST,0,System.Byte[], ,NONE,-122.298746360191,47.6259145224214,1279078.10412256,231754.910369262
12004458,12313,1281987.35417,223737.43094,30347,13,42851,CNTRL,RANDOLPH AVE AND DEAD END,0,System.Byte[], ,NONE,-122.286336840579,47.6040898602652,1281987.35417354,223737.430937052
12004459,10416,1264854.49144,233996.72336,28568,13,34126,MGNL-QA,QUEEN ANNE AVE N AND W LEE ST,2,System.Byte[], ,NONE,-122.356595554835,47.6313021363687,1264854.49143599,233996.723363549
12004460,4151,1280913.15667,258828.71161,37627,13,234123,N,32ND AVE NE AND NE 98TH ST,0,System.Byte[], ,NONE,-122.293388959222,47.7002191555055,1280913.15666844,258828.711612985
12004461,19505,1260208.17975,187632.68312,38129,13,301854,SW,30TH PL SW AND SW 111TH ST,0,System.Byte[], ,NONE,-122.371677194363,47.5039673265522,1260208.17975123,187632.68312408
12004462,3636,1282595.97881,261493.11686,36848,13,228726,N,39TH AVE NE AND NE 109TH ST,0,System.Byte[], ,NONE,-122.286760467608,47.7076095858605,1282595.97881415,261493.116863713
12004463,18657,1288144.78778,191957.83615,35403,13,81311,SE,WATERS AVE S AND S REDWING ST,3,System.Byte[], ,NONE,-122.25899521965,47.5172973139726,1288144.78777984,191957.836152509
12004464,4055,1256118.21546,259266.01133,36996,13,230508,BLRD,29TH AVE NW AND NW ESPLANADE,0,System.Byte[], ,NONE,-122.394098225461,47.7000837320756,1256118.21545905,259266.011325434
12004465,16756,1283601.14541,201868.66855,34404,13,73110,SE,44TH AVE S AND S MORGAN ST,0,System.Byte[], ,NONE,-122.278132214023,47.5442307587811,1283601.14540718,201868.668546647
12004466,6620,1279193.00947,248620.80939,25902,13,15116,NE,26TH AVE NE AND NE 60TH ST,0,System.Byte[], ,NONE,-122.299583533797,47.6721497719086,1279193.00946668,248620.809394524
12004467,10159,1255588.89731,235084.00554,27739,13,27769,MGNL-QA,29TH AVE W AND W GARFIELD ST,0,System.Byte[], ,NONE,-122.394255615244,47.6337733360581,1255588.8973145,235084.005540669
12004468,7339,1254662.85367,246029.77477,25089,13,10337,MGNL-QA,GAY AVE W AND DEAD END,0,System.Byte[], ,NONE,-122.398913849405,47.6637232593541,1254662.85366556,246029.774767876
12004469,11346,1268895.82546,229261.11913,29512,13,39109,DWNTN,BELL ST AND DENNY WAY,1,System.Byte[], ,CITY,-122.339832353803,47.618540125943,1268895.82545613,229261.119134709
12004470,16295,1254742.60867,204026.0233,32909,13,61726,SW,49TH AVE SW AND SW RAYMOND ST,0,System.Byte[], ,NONE,-122.395131080538,47.5485986310798,1254742.60867365,204026.023300856
12004471,10695,1283547.1271,232628.0657,29405,13,38112,E,E PROSPECT ST AND DEAD END W,0,System.Byte[], ,NONE,-122.280693073346,47.6285396872628,1283547.12710313,232628.065698147
12004472,5303,1262612.02308,253667.75186,24142,13,3527,BLRD,DIBBLE AVE NW AND NW 77TH ST,0,System.Byte[], ,NONE,-122.367278606503,47.6850972379836,1262612.0230817,253667.751863688
12004473,2609,1281385.16844,269726.34132,36007,13,221121,N,LAKE CITY WAY NE AND NE 140TH ST,1,System.Byte[], ,NONE,-122.292311406828,47.7301139439749,1281385.16844492,269726.341320142
12004474,7580,1283839.96525,245227.74776,26249,13,16736,NE,44TH AVE NE AND NE 47TH ST,0,System.Byte[], ,NONE,-122.280466497099,47.6630905403834,1283839.96524744,245227.747759059
12004475,6622,1279452.86995,248615.78488,25901,13,15115,NE,27TH AVE NE AND NE 60TH ST,0,System.Byte[], ,NONE,-122.298528595624,47.6721495674631,1279452.86994694,248615.784882516
12004476,7159,1283386.73542,246688.42027,26261,13,16854,NE,MITHUN PL NE AND DEAD END N,0,System.Byte[], ,NONE,-122.282417063816,47.6670708640351,1283386.73542297,246688.420272544
12004477,18753,1285147.7607,191406.36863,38152,13,305121,SE,S PILGRIM ST AND DEAD END 3 ,0,System.Byte[], ,NONE,-122.271079836367,47.5156328839973,1285147.76070477,191406.368631944
12004478,3891,1266320.68126,260090.12013,37394,13,232515,NW,DAYTON AVE N AND N 102ND ST,0,System.Byte[], ,NONE,-122.352739576932,47.7029022644573,1266320.68126149,260090.120126277
12004479,10709,1279583.81395,232555.20656,29213,13,37129,CNTRL-E,28TH AVE E AND E HELEN ST,0,System.Byte[], ,NONE,-122.296757654257,47.628134508409,1279583.81394708,232555.206562072
12004480,9564,1261445.94692,237504.29662,27909,13,28563,MGNL-QA,WESTVIEW DR W AND W WHEELER ST,0,System.Byte[], ,NONE,-122.370700954566,47.6407303979722,1261445.9469205,237504.296615139
12004481,17704,1265066.3916,197076.53645,34996,13,77507,DLRD,14TH AVE SW AND SW ELMGROVE ST,0,System.Byte[], ,NONE,-122.352780082488,47.5301170480353,1265066.39159621,197076.536445752
12004482,6003,1266840.66565,250920.82373,24354,13,4743,NW,FREMONT AVE N AND N 67TH ST,0,System.Byte[], ,NONE,-122.349894374958,47.6777978085145,1266840.66564603,250920.823732883
12004483,6766,1274803.47628,248195.33355,25736,13,14141,NE,ROOSEVELT WAY NE AND NE 58TH ST,1,System.Byte[], ,NONE,-122.317363485158,47.6707528947802,1274803.47627819,248195.333554089
12004484,5702,1276279.81804,251983.08063,24450,13,5328,NE,15TH AVE NE AND NE 73RD ST,2,System.Byte[], ,NONE,-122.311667773588,47.6812129140841,1276279.8180397,251983.080629975
12004485,15857,1274034.51781,205948.70081,33091,13,64134,GRDWM,12TH AVE S AND S BENNETT ST,0,System.Byte[], ,NONE,-122.317177937393,47.5549150982003,1274034.5178134,205948.700806826
12004486,18597,1254732.10781,192304.98956,38054,13,300512,SW,48TH AVE SW AND DEAD END 1 ,0,System.Byte[], ,NONE,-122.394211019824,47.516471542642,1254732.10780963,192304.989560857
12004487,10084,1275698.54726,235478.70301,28260,13,30338,E,E HOWE ST AND DEAD END 3,0,System.Byte[], ,NONE,-122.312739116073,47.635944131231,1275698.5472551,235478.703013062
12004488,47191,1287700.12884,254042.28857,567740,13,8521,NE,SAND POINT WAY NE AND BURKE GILMAN SAND POINT TRL,2,System.Byte[], ,NONE,-122.265469665483,47.6874491927623,1287700.12883539,254042.288568079
12004489,3999,1282580.60294,259628.14253,37877,13,235520,N,39TH AVE NE AND DEAD END 2,0,System.Byte[], ,NONE,-122.286679862986,47.7024969111754,1282580.60294214,259628.142525792
12004490,7060,1278343.99622,247175.88293,26034,13,15702,NE,RAVENNA PL NE AND NE 55TH ST,3,System.Byte[], ,NONE,-122.302916955269,47.6681448543299,1278343.9962178,247175.882929042
12004491,14091,1260672.26986,213483.91029,32084,13,55502,SW,30TH AVE SW AND 31ST AVE SW,0,System.Byte[], ,NONE,-122.371890809792,47.5748495217434,1260672.26986371,213483.910286546
12004492,4347,1281597.66739,257808.66937,37899,13,235546,N,35TH AVE NE AND NE 95TH ST,2,System.Byte[], ,CITY,-122.290531179201,47.6974587974379,1281597.66738914,257808.669371933
12004493,2932,1271807.795,266945.72436,35973,13,220729,NW,CORLISS AVE N AND N 128TH ST,3,System.Byte[], ,NONE,-122.331000920264,47.7219880072732,1271807.79499511,266945.724357292
12004494,22589,1265663.37464,246324.34629,163180,13,13813,NW,PHINNEY AVE N AND N 50TH W ST,2,System.Byte[], ,NONE,-122.354303693872,47.6651353987339,1265663.37463683,246324.346288174
12004495,9515,1264852.61956,237693.11479,27800,13,28144,MGNL-QA,QUEEN ANNE AVE N AND SMITH ST,2,System.Byte[], ,NONE,-122.356899921511,47.6414336613842,1264852.619564,237693.114791334
12004496,14978,1262729.513,210410.57883,32052,13,55313,DLRD,DELRIDGE WAY SW AND SW DAKOTA ST,1,System.Byte[], ,NONE,-122.363310445054,47.5665381187287,1262729.51300181,210410.578827396
12004497,5851,1273785.51199,251410.83308,24459,13,5337,NW,6TH AVE NE AND NE 70TH S ST,0,System.Byte[], ,NONE,-122.321746792695,47.6795125990299,1273785.51198915,251410.833077386
12004498,7021,1279172.75679,247298.51794,25938,13,15313,NE,26TH AVE NE AND NE 55TH ST,3,System.Byte[], ,NONE,-122.299563472098,47.6685243304042,1279172.75679466,247298.517937168
12004499,2506,1278366.89644,270640.5442,36081,13,221510,N,23RD PL NE AND NE 143RD ST,0,System.Byte[], ,NONE,-122.304644646865,47.7324622298247,1278366.89644183,270640.544201076
12004500,18603,1259336.37303,192277.87711,38085,13,301506,SW,34TH AVE SW AND SW 97TH ST,0,System.Byte[], ,NONE,-122.375580232109,47.5166517017713,1259336.37303035,192277.877112836
12004501,10718,1265767.65598,232474.23837,28868,13,35561,MGNL-QA,2ND AVE N AND ALOHA ST,0,System.Byte[], ,NONE,-122.352770860534,47.6271785639158,1265767.65598093,232474.238369986
12004502,7652,1262712.39505,245042.38174,26605,13,21114,BLRD,8TH AVE NW AND NW 45TH ST,2,System.Byte[], ,NONE,-122.366173737604,47.6614610980546,1262712.3950498,245042.381742865
12004503,3044,1277629.01868,265876.44052,36693,13,227507,N,20TH AVE NE AND NE 125TH ST,1,System.Byte[], ,NONE,-122.307271765142,47.719365232238,1277629.01868108,265876.440516204
12004504,7458,1264489.342,245649.39384,25361,13,12362,LKUN,2ND AVE NW AND NW 47TH N ST,0,System.Byte[], ,NONE,-122.35901306459,47.6632216824815,1264489.34199563,245649.393839478
12004505,10183,1258544.52586,234920.63044,27613,13,27310,MGNL-QA,MAGNOLIA BR AND MAGNOLIA EB W BR,2,System.Byte[], ,NONE,-122.38225703253,47.6334892444222,1258544.52586153,234920.630436495
12004506,16662,1273885.25753,202272.17037,34179,13,71109,GRDWM,S ELIZABETH ST AND DEAD END,0,System.Byte[], ,NONE,-122.317495163697,47.5448299039818,1273885.25752524,202272.170371071
12004507,9911,1255252.56938,236153.93885,27711,13,27734,MGNL-QA,30TH AVE W AND W NEWTON ST,0,System.Byte[], ,NONE,-122.395707534821,47.6366872321329,1255252.56937817,236153.938853756
12004508,15622,1283675.752,206963.9579,33432,13,66120,SE,44TH AVE S AND S FERDINAND ST,0,System.Byte[], ,NONE,-122.278217510552,47.5582008304283,1283675.75199927,206963.957895875
12004509,17771,1257170.12176,196635.18067,34679,13,75122,SW,41ST AVE SW AND SW THISTLE ST,3,System.Byte[], ,NONE,-122.384700207068,47.5284754411334,1257170.12176412,196635.180669293
12004510,7317,1262729.77259,246107.21528,25451,13,12734,BLRD,8TH AVE NW AND NW 49TH ST,2,System.Byte[], ,NONE,-122.366189297466,47.6643806934089,1262729.77258582,246107.215279952
12004511,14233,1270194.68549,212876.41973,32335,13,57511,GRDWM,OCCIDENTAL AVE S AND S HINDS ST,0,System.Byte[], ,NONE,-122.333272094794,47.5736997497208,1270194.68548946,212876.419725925
12004512,17700,1272462.60613,197081.50387,35076,13,78107,GRDWM,8TH AVE S AND S ELMGROVE ST,3,System.Byte[], ,NONE,-122.322847579217,47.5305270413497,1272462.60613179,197081.503869757
12004513,9216,1277165.20377,238803.62308,28388,13,31506,NE,19TH AVE E AND DEAD END 3,0,System.Byte[], ,NONE,-122.307049617031,47.645134822609,1277165.2037686,238803.623080477
12004514,12182,1277946.86828,224575.0911,30187,13,41729,CNTRL,23RD AVE AND E JEFFERSON ST,1,System.Byte[], ,CITY,-122.302777066142,47.6061755708921,1277946.86828139,224575.091097906
12004515,4279,1266297.00485,258240.48787,37427,13,232704,NW,DAYTON AVE N AND N 95TH ST,0,System.Byte[], ,NONE,-122.352687417554,47.6978312396994,1266297.00484547,258240.487868384
12004516,10775,1274055.2318,232181.35082,28976,13,36136,E,FEDERAL AVE E AND E ALOHA ST,2,System.Byte[], ,NONE,-122.319145040464,47.6268193683208,1274055.23179741,232181.350817695
12004517,11083,1278139.59455,230584.76432,29355,13,37717,CNTRL-E,23RD AVE E AND E HARRISON ST,1,System.Byte[], ,NONE,-122.302460990905,47.6226581105583,1278139.5945536,230584.764320061
12004518,9058,1250452.51561,239651.13335,27545,13,26508,MGNL-QA,46TH AVE W AND DEAD END,0,System.Byte[], ,NONE,-122.415464558442,47.6460039156067,1250452.51561324,239651.133353338
12004519,7611,1269374.9955,245153.46014,25570,13,13372,LKUN,WOODLAWN AVE N AND N 46TH ST,0,System.Byte[], ,NONE,-122.33915063298,47.6621261431807,1269374.99550462,245153.46014297
12004520,17076,1273431.19212,200312.66573,34193,13,71301,GRDWM,S MYRTLE ST AND DEAD END 4 ,0,System.Byte[], ,NONE,-122.319180136345,47.5394349188892,1273431.19211678,200312.665729061
12004521,4920,1255338.77687,255336.39724,23963,13,2509,BLRD,31ST AVE NW AND LOYAL WAY NW,3,System.Byte[], ,NONE,-122.396938696357,47.6892696131301,1255338.77686626,255336.397241399
12004522,12309,1280689.7872,223793.67183,30091,13,41351,CNTRL,32ND AVE AND E ALDER S ST,0,System.Byte[], ,NONE,-122.291599990483,47.6041767348329,1280689.7871962,223793.671833098
12004523,18298,1273027.55589,193903.37062,35131,13,78321,GRDWM,10TH AVE S AND DEAD END 5,0,System.Byte[], ,NONE,-122.320312618597,47.5218457945359,1273027.55589236,193903.370618492
12004524,11475,1279363.07564,228726.47005,29984,13,41106,CNTRL,27TH AVE AND E HOWELL ST,0,System.Byte[], ,NONE,-122.297357311237,47.6176284591965,1279363.07564285,228726.470046148
12004525,7428,1265377.11108,245768.31864,25666,13,13730,LKUN-NW,GREENWOOD AVE N AND N 48TH ST,0,System.Byte[], ,NONE,-122.355420589586,47.6635958398599,1265377.11108454,245768.318639606
12004526,11580,1270729.84555,228112.0232,29867,13,40522,DWNTN,HOWELL ST AND TERRY AVE,1,System.Byte[], ,CITY,-122.332306629243,47.6154886671039,1270729.84555401,228112.023197532
12004527,16821,1288049.43008,201571.81811,34613,13,74508,SE,HAMPTON RD S AND S OAKLAWN PL,0,System.Byte[], ,NONE,-122.260102321709,47.5436445957365,1288049.43008375,201571.818114355
12004528,46425,1268849.60645,236401.45629,28038,13,29452,LKUN,CROCKETT ST AND WESTLAKE EAST RDWY AVE N,0,System.Byte[], ,NONE,-122.340586729596,47.6381090442399,1268849.60644808,236401.456294015
12004529,6850,1253932.8223,247825.59071,25087,13,10333,BLRD,NW MARKET ST AND DEAD END,0,System.Byte[], ,NONE,-122.402024404408,47.6686046882729,1253932.82230482,247825.590705708
12004530,15251,1279624.64211,208728.41947,32489,13,58365,GRDWM,M L KING JR WR WAY S AND S COLUMBIAN WAY,1,System.Byte[], ,CITY,-122.29475722851,47.5628275235779,1279624.64210711,208728.419465676
12004531,15358,1279783.06208,208344.77198,32503,13,58387,GRDWM,M L KING JR WR WAY S AND S SNOQUALMIE ST,1,System.Byte[], ,NONE,-122.29408619311,47.5617841919768,1279783.06207529,208344.771977291
12004532,15397,1279918.16787,207990.96487,32505,13,58389,GRDWM,M L KING JR WR WAY S AND S ALASKA ST,1,System.Byte[], ,CITY,-122.293511887571,47.5608214362205,1279918.16786742,207990.964872926
12004533,17711,1273294.45202,197055.90694,338553,13,78252,GRDWM,S ELMGROVE ST AND S MONROE ST ACCESS RD,0,System.Byte[], ,NONE,-122.319479022514,47.5305009676401,1273294.45202063,197055.906941727
12004534,3900,1272185.34789,260047.08832,492129,13,233662,N,I5 EXPRESS NE 103RD RP AND I5 EXPRESS ON RP,5,System.Byte[], ,NONE,-122.328922640709,47.7030992442713,1272185.34789149,260047.088318229
12004535,2597,1273467.08152,269836.28078,492227,13,220654,NW,I5 SB AND 145TH ST ON RP,5,System.Byte[], ,NONE,-122.324488423906,47.7299992367412,1273467.08152482,269836.280776247
12004536,7055,1259622.40209,247186.09375,25158,13,11310,BLRD,17TH AVE NW AND NW 53RD ST,0,System.Byte[], ,NONE,-122.378885223292,47.6671674583313,1259622.40208663,247186.093745053
12004537,18094,1266834.38136,195040.90944,35029,13,77701,DLRD,8TH AVE SW AND SW TRENTON ST,0,System.Byte[], ,NONE,-122.345463075447,47.524632937939,1266834.38135803,195040.90943566
12004538,13499,1273196.53279,216474.42523,31271,13,51252,GRDWM,AIRPORT WAY S AND S WALKER S ST,1,System.Byte[], ,NONE,-122.32139511436,47.5837215455804,1273196.53278853,216474.425233603
12004539,18309,1285112.87251,193851.75897,35278,13,80319,SE,50TH AVE S AND S DIRECTOR ST,0,System.Byte[], ,NONE,-122.271405902156,47.5223339440366,1285112.87251274,193851.758970439
12004540,6284,1285060.93907,249832.59282,24873,13,7364,NE,NE 65TH ST AND NE PRINCETON W WAY,2,System.Byte[], ,NONE,-122.275862717732,47.6757752679669,1285060.93907268,249832.592819765
12004541,5321,1269554.4341,253543.28313,24242,13,4130,NW,WINONA AVE N AND WEST GREEN LAKE DR N,2,System.Byte[], ,NONE,-122.339088718426,47.6851319323886,1269554.43409681,253543.283127561
12004542,6121,1260995.18954,250364.57439,24206,13,3758,BLRD,14TH AVE NW AND NW 65TH ST,2,System.Byte[], ,NONE,-122.37357306586,47.6759549108651,1260995.18954404,250364.57438831
12004543,9528,1273616.80543,237608.3153,28210,13,30132,E,BROADWAY E AND DEAD END 2,0,System.Byte[], ,NONE,-122.321348193375,47.641671327446,1273616.80542897,237608.315303251
12004544,9976,1268493.59058,235874.48439,28019,13,29320,MGNL-QA,NEWTON ST AND WAVERLY PL N,0,System.Byte[], ,NONE,-122.341988629088,47.6366455109507,1268493.59057572,235874.484389469
12004545,6914,1288077.78951,247645.58917,26309,13,17546,NE,60TH AVE NE AND NE 57TH ST,0,System.Byte[], ,NONE,-122.263453997528,47.6699350311051,1288077.78950778,247645.589169532
12004546,3694,1281920.64518,261124.01683,36849,13,228728,N,36TH AVE NE AND DEAD END 3,0,System.Byte[], ,NONE,-122.289474577638,47.7065628893498,1281920.64518148,261124.016831324
12004547,8330,1274099.24767,242774.8707,27132,13,23195,NE,8TH AVE NE AND NE 40 UPPER ST,2,System.Byte[], ,NONE,-122.319796326611,47.6558582843843,1274099.24766946,242774.870700538
12004548,6551,1289129.78183,248876.1228,26286,13,17519,NE,NE RADFORD NR DR AND NE RADFORD SR E DR,0,System.Byte[], ,NONE,-122.259277543914,47.6733614528855,1289129.78182885,248876.122802794
12004549,11214,1281709.56499,230023.36477,29472,13,38738,CNTRL,35TH AVE E AND DEAD END,0,System.Byte[], ,NONE,-122.287944271561,47.6213052210424,1281709.56498925,230023.364767477
12004550,10039,1284487.13248,235677.93553,28483,13,32304,E,43RD AVE E AND E NEWTON ST,3,System.Byte[], ,NONE,-122.277113613101,47.6369477983912,1284487.1324801,235677.935525268
12004551,14458,1254071.00957,212169.44193,31730,13,53253,SW,52ND AVE SW AND DEAD END 3,0,System.Byte[], ,NONE,-122.398520602964,47.5708817336796,1254071.00956896,212169.4419332
12004552,8673,1275663.95372,241617.78833,27175,13,23462,NE,UNIVERSITY WAY NE AND DEAD END 2,0,System.Byte[], ,NONE,-122.313358257162,47.6527694201683,1275663.95371906,241617.78833136
12004553,2805,1279333.22655,268064.26746,36041,13,221311,N,26TH AVE NE AND NE 134TH ST,0,System.Byte[], ,NONE,-122.300519012398,47.7254512887817,1279333.22655483,268064.267462432
12004554,5531,1278183.45299,252615.83481,24758,13,6703,NE,RAVENNA AVE NE AND NE 75TH ST,1,System.Byte[], ,NONE,-122.303990307593,47.6830472668769,1278183.45298564,252615.834806621
12004555,17543,1280874.10489,197843.90797,268932,13,73866,GRDWM,BEACON ER AVE S AND S PORTLAND ST,3,System.Byte[], ,NONE,-122.288863585038,47.5330579977305,1280874.1048924,197843.907966524
12004556,10565,1264189.57214,233223.84247,28624,13,34183,MGNL-QA,2ND AVE W AND DEAD END,0,System.Byte[], ,NONE,-122.359229581463,47.6291475979289,1264189.57213931,233223.842466757
12004557,12568,1271115.06155,222161.38255,30507,13,44540,DWNTN,3RD AVE S AND S JACKSON ST,1,System.Byte[], ,CITY,-122.330275808389,47.5991986917223,1271115.0615544,222161.382551432
12004558,9126,1252510.08362,239239.84887,27460,13,26127,MGNL-QA,39TH AVE W AND W ARMOUR ST,0,System.Byte[], ,NONE,-122.407084973738,47.6449922739754,1252510.08361535,239239.848872915
12004559,17616,1283643.90125,197585.36589,34498,13,73355,SE,S CHICAGO ST AND DEAD END 2 ,0,System.Byte[], ,NONE,-122.277633666033,47.5324923883908,1283643.90124723,197585.365886271
12004560,8212,1270348.2709,243195.13157,26840,13,22155,LKUN,BURKE AVE N AND N 41ST ST,0,System.Byte[], ,NONE,-122.335046676401,47.6568105731133,1270348.27089763,243195.131564975
12004561,17506,1256543.12349,198035.52883,33927,13,68747,SW,CALIFORNIA AVE SW AND SW KENYON ST,3,System.Byte[], ,NONE,-122.387352034013,47.5322790240226,1256543.12349148,198035.528830722
12004562,17773,1257617.8184,196610.41549,34680,13,75123,SW,40TH AVE SW AND SW THISTLE ST,3,System.Byte[], ,NONE,-122.382886420566,47.5284322874789,1257617.81840459,196610.415485263
12004563,7286,1269401.53093,246213.98648,25530,13,13332,LKUN-NW,WOODLAWN AVE N AND N 50TH W ST,1,System.Byte[], ,NONE,-122.339127174858,47.6650344273312,1269401.53092866,246213.986480057
12004564,12625,1271751.70719,221841.52079,30517,13,44552,DWNTN,5TH AVE S AND S KING ST,2,System.Byte[], ,NONE,-122.327670678776,47.5983558780299,1271751.70718706,221841.520791098
12004565,14592,1260541.40266,211952.76277,32101,13,55530,SW,WEST SEATTLE BR EB AND POINT A,1,System.Byte[], ,NONE,-122.372296844296,47.5706455599883,1260541.40266357,211952.762764975
12004566,10757,1271170.36139,232252.93507,29098,13,36532,LKUN,ALOHA ST AND YALE AVE N,0,System.Byte[], ,NONE,-122.330847598367,47.6268622901577,1271170.36139446,232252.935073763
12004567,9620,1277938.61305,237278.52151,28405,13,31524,NE,22ND AVE E AND E CALHOUN ST,0,System.Byte[], ,NONE,-122.303794437732,47.6409950971883,1277938.61304939,237278.521510914
12004568,15268,1282847.61632,208677.29166,32727,13,59749,SE,41ST AVE S AND S OREGON ST,0,System.Byte[], ,NONE,-122.281701450945,47.5628544157371,1282847.61631842,208677.291657627
12004569,16380,1287493.81639,203616.71232,33725,13,67735,SE,OAKHURST RD S AND S HAWTHORN RD,0,System.Byte[], ,NONE,-122.262505289312,47.5492214290051,1287493.81638718,203616.71232444
12004570,6334,1256199.11428,249654.07583,25202,13,11508,BLRD,28TH AVE NW AND NW 62ND ST,0,System.Byte[], ,NONE,-122.392978715418,47.6737426891046,1256199.11427513,249654.075827584
12004571,11620,1277813.80486,227907.28054,30126,13,41515,CNTRL,22ND AVE AND E PINE ST,0,System.Byte[], ,NONE,-122.303574418802,47.6153021005401,1277813.80485727,227907.280541316
12004572,8215,1253452.33027,243185.40203,26344,13,19122,MGNL-QA,36TH AVE W AND W THURMAN ST,0,System.Byte[], ,NONE,-122.403589879243,47.6558594612523,1253452.33027232,243185.402028963
12004573,11350,1282059.93555,229251.3599,29502,13,38852,CNTRL,36TH AVE E AND 37TH AVE E,0,System.Byte[], ,NONE,-122.28646469808,47.6192073013268,1282059.93554962,229251.359902695
12004574,13743,1258389.15818,215149.81262,31077,13,48337,SW,39TH AVE SW AND SW LANDER ST,0,System.Byte[], ,NONE,-122.381274232517,47.5792901510464,1258389.15818137,215149.812624246
12004575,17246,1280630.66297,199303.02528,34557,13,73706,GRDWM,33RD AVE S AND S OTHELLO ST,0,System.Byte[], ,NONE,-122.289960663936,47.5370448130517,1280630.66297215,199303.025280029
12004576,18345,1284401.39962,193692.8311,35281,13,80322,SE,46TH AVE S AND DEAD END 5 ,0,System.Byte[], ,NONE,-122.274272834375,47.5218618380777,1284401.39961602,193692.831098273
12004577,12197,1280712.46675,224513.45193,30079,13,41339,CNTRL,32ND AVE AND E JEFFERSON ST,0,System.Byte[], ,NONE,-122.291563356787,47.6061508285775,1280712.46674824,224513.451929837
12004578,10011,1261175.51415,235767.28695,27950,13,28724,MGNL-QA,11TH AVE W AND W HOWE ST,2,System.Byte[], ,NONE,-122.371656887542,47.6359545438089,1261175.51415223,235767.286949366
12004579,18340,1266183.60683,193722.96639,35048,13,77720,DLRD,10TH AVE SW AND SW BARTON ST,0,System.Byte[], ,NONE,-122.34799152097,47.5209854237348,1266183.60682936,193722.966394305
