hour,start_edge,start_edge_vph,route_probability_sum,route_count
19,-C0_0,509.473857885456,0.999999999999998,37
19,-C0_1,509.473857885456,0.999999999999998,37
19,-C1_1,509.4738578854558,0.9999999999999976,37
19,-C2_0,509.473857885456,0.999999999999998,37
19,-C2_1,509.473857885456,0.999999999999998,37
20,-A0_0,411.83380275624864,0.9999999999999982,37
20,-A0_1,411.83380275624864,0.9999999999999981,37
20,-A1_1,411.8338027562484,0.9999999999999976,37
20,-A2_0,411.83380275624864,0.9999999999999982,37
20,-A2_1,411.83380275624864,0.9999999999999981,37
20,-B0_0,411.8338027562485,0.9999999999999978,37
20,-B2_0,411.8338027562485,0.9999999999999978,37
20,-C0_0,411.8338027562486,0.999999999999998,37
20,-C0_1,411.8338027562486,0.999999999999998,37
20,-C1_1,411.8338027562484,0.9999999999999976,37
20,-C2_0,411.8338027562486,0.999999999999998,37
20,-C2_1,411.8338027562486,0.999999999999998,37
21,-A0_0,357.6755260447195,0.9999999999999982,37
21,-A0_1,357.67552604471945,0.9999999999999981,37
21,-A1_1,357.6755260447193,0.9999999999999976,37
21,-A2_0,357.6755260447195,0.9999999999999982,37
21,-A2_1,357.67552604471945,0.9999999999999981,37
21,-B0_0,357.67552604471933,0.9999999999999978,37
21,-B2_0,357.67552604471933,0.9999999999999978,37
21,-C0_0,357.67552604471945,0.999999999999998,37
21,-C0_1,357.67552604471945,0.999999999999998,37
21,-C1_1,357.6755260447193,0.9999999999999976,37
21,-C2_0,357.67552604471945,0.999999999999998,37
21,-C2_1,357.67552604471945,0.999999999999998,37
22,-A0_0,259.40034729966027,0.9999999999999982,37
22,-A0_1,259.40034729966027,0.9999999999999981,37
22,-A1_1,259.4003472996601,0.9999999999999976,37
22,-A2_0,259.40034729966027,0.9999999999999982,37
22,-A2_1,259.4003472996602,0.9999999999999981,37
22,-B0_0,259.40034729966015,0.9999999999999978,37
22,-B2_0,259.40034729966015,0.9999999999999978,37
22,-C0_0,259.4003472996602,0.999999999999998,37
22,-C0_1,259.4003472996602,0.999999999999998,37
22,-C1_1,259.4003472996601,0.9999999999999976,37
22,-C2_0,259.4003472996602,0.999999999999998,37
22,-C2_1,259.4003472996602,0.999999999999998,37
23,-A0_0,162.97102400605579,0.9999999999999982,37
23,-A0_1,162.97102400605576,0.9999999999999981,37
23,-A1_1,162.9710240060557,0.9999999999999976,37
23,-A2_0,162.97102400605579,0.9999999999999982,37
23,-A2_1,162.97102400605576,0.9999999999999981,37
23,-B0_0,162.9710240060557,0.9999999999999978,37
23,-B2_0,162.9710240060557,0.9999999999999978,37
23,-C0_0,162.97102400605576,0.999999999999998,37
23,-C0_1,162.97102400605576,0.999999999999998,37
23,-C1_1,162.9710240060557,0.9999999999999976,37
23,-C2_0,162.97102400605576,0.999999999999998,37
23,-C2_1,162.97102400605576,0.999999999999998,37
