run,hour,gamma,beta,p,wins,calibration_decisions
4,17,3.14159265359,0.523598775598,2,11,25
4,18,3.14159265359,0.523598775598,2,10,25
4,19,3.14159265359,0.523598775598,2,7,25
4,20,3.14159265359,0.523598775598,2,11,25
4,21,0.698131700798,1.221730476396,2,4,25
4,22,0.698131700798,0.698131700798,1,4,25
4,23,0.698131700798,1.221730476396,2,6,25
5,0,0.698131700798,1.221730476396,2,6,25
5,1,1.745329251994,1.047197551197,1,6,25
5,2,0.698131700798,1.221730476396,2,8,25
5,3,1.396263401595,0.872664625997,2,19,25
5,4,1.396263401595,0.872664625997,2,16,25
5,5,0.698131700798,0.872664625997,1,5,25
5,6,2.443460952792,0.698131700798,1,4,25
5,7,3.14159265359,0.523598775598,2,9,25
5,8,3.14159265359,0.523598775598,2,9,25
5,9,2.443460952792,0.698131700798,1,2,25
5,10,3.14159265359,0.523598775598,2,8,25
5,11,3.14159265359,0.523598775598,2,13,25
5,12,3.14159265359,0.523598775598,2,8,25
5,13,3.14159265359,0.523598775598,2,9,25
5,14,3.14159265359,0.523598775598,2,6,25
5,15,3.14159265359,0.523598775598,2,12,25
5,16,3.14159265359,0.523598775598,2,12,25
5,17,3.14159265359,0.523598775598,2,4,25
5,18,3.14159265359,0.523598775598,2,13,25
5,19,3.14159265359,0.523598775598,2,6,25
5,20,3.14159265359,0.523598775598,2,7,25
5,21,0.698131700798,1.221730476396,2,10,25
5,22,0.698131700798,0.872664625997,1,7,25
5,23,0.698131700798,1.221730476396,2,6,25
6,0,0.698131700798,0.523598775598,2,3,25
6,1,1.396263401595,0.698131700798,1,7,25
6,2,0.698131700798,0.872664625997,1,3,25
6,3,1.745329251994,1.047197551197,1,9,25
6,4,0.698131700798,1.221730476396,2,7,25
6,5,0.698131700798,1.221730476396,2,5,25
6,6,0.698131700798,1.221730476396,2,6,25
6,7,3.14159265359,0.523598775598,2,15,25
6,8,3.14159265359,1.047197551197,2,5,25
6,9,3.14159265359,0.523598775598,2,5,25
6,10,3.14159265359,0.523598775598,2,7,25
6,11,3.14159265359,0.523598775598,2,10,25
6,12,0.698131700798,0.698131700798,1,3,25
6,13,3.14159265359,0.523598775598,2,6,25
6,14,3.14159265359,0.523598775598,2,10,25
6,15,0.698131700798,0.698131700798,1,4,25
6,16,3.14159265359,0.523598775598,2,6,25
6,17,0.698131700798,0.698131700798,1,5,25
6,18,3.14159265359,0.523598775598,2,5,25
6,19,3.14159265359,0.523598775598,2,5,25
6,20,0.698131700798,0.698131700798,1,3,25
6,21,0.698131700798,1.221730476396,2,3,25
6,22,0.698131700798,1.221730476396,2,5,25
6,23,0.698131700798,1.221730476396,2,4,25
7,0,0.698131700798,0.698131700798,1,4,25
7,1,2.443460952792,0.872664625997,1,5,25
7,2,2.443460952792,0.698131700798,1,3,25
7,3,1.396263401595,0.872664625997,2,18,25
7,4,1.396263401595,0.872664625997,2,21,25
7,5,2.443460952792,0.698131700798,1,4,25
7,6,0.698131700798,0.698131700798,1,3,25
7,7,3.14159265359,0.523598775598,2,8,25
7,8,0.698131700798,0.698131700798,1,6,25
7,9,2.443460952792,0.872664625997,1,3,25
7,10,3.14159265359,0.523598775598,2,7,25
7,11,3.14159265359,0.523598775598,2,6,25
7,12,0.698131700798,0.872664625997,1,3,25
7,13,3.14159265359,0.523598775598,2,7,25
7,14,3.14159265359,0.523598775598,2,4,25
7,15,3.14159265359,0.872664625997,1,3,25
7,16,3.14159265359,0.523598775598,2,7,25
7,17,2.443460952792,0.872664625997,1,3,25
7,18,3.14159265359,0.523598775598,2,4,25
7,19,3.14159265359,0.523598775598,2,10,25
7,20,2.443460952792,0.698131700798,1,4,25
7,21,2.443460952792,0.523598775598,2,3,25
7,22,0.698131700798,1.221730476396,2,5,25
7,23,0.698131700798,1.221730476396,2,6,25
8,0,2.443460952792,0.523598775598,2,3,25
8,1,0.698131700798,0.698131700798,1,5,25
8,2,0.698131700798,1.221730476396,2,6,25
8,3,1.396263401595,0.872664625997,2,20,25
8,4,1.396263401595,0.872664625997,2,21,25
8,5,2.443460952792,0.698131700798,2,3,25
8,6,3.14159265359,0.523598775598,2,5,25
8,7,3.14159265359,0.523598775598,2,7,25
8,8,3.14159265359,0.523598775598,2,6,25
8,9,3.14159265359,0.872664625997,1,4,25
8,10,1.396263401595,0.698131700798,1,4,25
8,11,3.14159265359,0.523598775598,2,10,25
8,12,2.443460952792,0.872664625997,1,3,25
8,13,3.14159265359,0.523598775598,2,5,25
8,14,2.443460952792,0.698131700798,1,5,25
8,15,3.14159265359,1.221730476396,2,3,25
8,16,3.14159265359,0.523598775598,2,11,25
8,17,0.698131700798,0.698131700798,1,4,25
8,18,3.14159265359,0.523598775598,2,18,25
8,19,3.14159265359,0.523598775598,2,6,25
8,20,2.443460952792,0.872664625997,1,5,25
8,21,0.698131700798,1.221730476396,2,5,25
8,22,2.443460952792,0.872664625997,1,9,25
8,23,0.698131700798,1.221730476396,2,11,25
9,0,0.698131700798,0.872664625997,1,3,25
9,1,2.443460952792,0.872664625997,1,12,25
9,2,2.443460952792,0.872664625997,1,6,25
9,3,1.396263401595,1.047197551197,2,16,25
9,4,1.396263401595,0.872664625997,2,21,25
9,5,0.698131700798,1.047197551197,2,7,25
9,6,0.698131700798,0.872664625997,2,4,25
9,7,3.14159265359,0.523598775598,2,7,25
9,8,3.14159265359,0.349065850399,2,2,25
9,9,3.14159265359,0.523598775598,2,9,25
9,10,3.14159265359,0.523598775598,2,11,25
9,11,0.698131700798,0.872664625997,1,4,25
9,12,3.14159265359,0.523598775598,2,13,25
9,13,3.14159265359,0.523598775598,2,9,25
9,14,3.14159265359,0.349065850399,2,3,25
9,15,0.698131700798,1.221730476396,2,4,25
9,16,3.14159265359,0.523598775598,2,5,25
9,17,3.14159265359,0.523598775598,2,6,25
9,18,3.14159265359,0.523598775598,2,4,25
9,19,2.443460952792,0.698131700798,1,4,25
9,20,3.14159265359,0.523598775598,2,9,25
9,21,0.698131700798,0.872664625997,1,5,25
9,22,0.698131700798,1.221730476396,2,5,25
9,23,0.698131700798,0.872664625997,1,3,25
10,0,0.698131700798,1.047197551197,2,7,25
10,1,0.698131700798,1.047197551197,2,9,25
10,2,0.698131700798,0.872664625997,1,4,25
10,3,0.698131700798,0.698131700798,1,15,25
10,4,1.396263401595,0.872664625997,2,16,25
10,5,0.698131700798,0.698131700798,1,6,25
10,6,0.698131700798,1.221730476396,2,6,25
10,7,3.14159265359,0.523598775598,2,6,25
10,8,3.14159265359,0.523598775598,2,5,25
10,9,3.14159265359,0.523598775598,2,13,25
10,10,3.14159265359,0.523598775598,2,3,25
10,11,3.14159265359,0.523598775598,2,10,25
10,12,3.14159265359,0.523598775598,2,12,25
10,13,3.14159265359,0.523598775598,2,9,25
10,14,3.14159265359,0.698131700798,1,3,25
10,15,3.14159265359,0.523598775598,2,11,25
10,16,3.14159265359,0.523598775598,2,3,25
10,17,3.14159265359,0.698131700798,1,3,25
10,18,3.14159265359,0.698131700798,1,4,25
10,19,3.14159265359,0.523598775598,2,5,25
10,20,0.698131700798,0.698131700798,1,6,25
10,21,0.698131700798,1.047197551197,2,6,25
10,22,0.698131700798,1.047197551197,2,6,25
10,23,0.698131700798,1.221730476396,2,8,25
11,0,2.443460952792,0.523598775598,2,4,25
11,1,0.698131700798,1.221730476396,2,12,25
11,2,0.698131700798,1.047197551197,2,3,25
11,3,1.396263401595,0.872664625997,2,25,25
11,4,0.698131700798,1.221730476396,2,13,25
11,5,2.443460952792,0.698131700798,1,2,25
11,6,3.14159265359,0.523598775598,2,4,25
11,7,3.14159265359,0.523598775598,2,4,25
11,8,3.14159265359,0.523598775598,2,12,25
11,9,3.14159265359,0.523598775598,2,4,25
11,10,3.14159265359,0.523598775598,2,9,25
11,11,3.14159265359,0.523598775598,2,4,25
11,12,3.14159265359,0.523598775598,2,7,25
11,13,3.14159265359,0.523598775598,2,11,25
11,14,3.14159265359,0.523598775598,2,10,25
11,15,3.14159265359,0.523598775598,2,8,25
11,16,3.14159265359,0.872664625997,1,3,25
11,17,2.443460952792,0.872664625997,1,6,25
11,18,3.14159265359,0.523598775598,2,7,25
11,19,3.14159265359,0.523598775598,2,7,25
11,20,3.14159265359,0.523598775598,2,5,25
11,21,3.14159265359,0.523598775598,2,7,25
11,22,0.698131700798,0.698131700798,1,8,25
11,23,0.698131700798,0.872664625997,1,7,25
12,0,0.698131700798,1.221730476396,2,13,25
12,1,2.443460952792,0.523598775598,2,9,25
12,2,1.396263401595,1.047197551197,2,4,25
12,3,1.745329251994,1.047197551197,1,15,25
12,4,1.396263401595,0.872664625997,2,24,25
12,5,2.443460952792,0.698131700798,1,5,25
12,6,0.698131700798,0.698131700798,1,4,25
12,7,3.14159265359,0.523598775598,2,5,25
12,8,3.14159265359,0.523598775598,2,5,25
12,9,3.14159265359,0.523598775598,2,5,25
12,10,0.698131700798,1.221730476396,2,5,25
12,11,2.443460952792,0.872664625997,1,3,25
12,12,0.698131700798,1.047197551197,2,4,25
12,13,3.14159265359,0.872664625997,1,4,25
12,14,0.698131700798,0.698131700798,1,4,25
12,15,2.443460952792,0.872664625997,1,4,25
12,16,3.14159265359,0.523598775598,2,7,25
12,17,0.698131700798,0.698131700798,1,4,25
12,18,3.14159265359,0.872664625997,1,4,25
12,19,3.14159265359,0.523598775598,2,5,25
12,20,3.14159265359,0.523598775598,2,5,25
12,21,0.698131700798,1.221730476396,2,6,25
12,22,0.698131700798,1.221730476396,2,14,25
12,23,0.698131700798,0.872664625997,1,4,25
13,0,0.698131700798,1.221730476396,2,6,25
13,1,0.698131700798,1.221730476396,2,6,25
13,2,0.698131700798,1.047197551197,2,6,25
13,3,1.396263401595,0.872664625997,2,22,25
13,4,1.396263401595,0.872664625997,2,21,25
13,5,0.698131700798,1.047197551197,2,4,25
13,6,0.698131700798,0.872664625997,1,5,25
13,7,3.14159265359,0.523598775598,2,8,25
13,8,3.14159265359,0.523598775598,2,10,25
13,9,3.14159265359,0.523598775598,2,10,25
13,10,3.14159265359,0.523598775598,2,8,25
13,11,3.14159265359,0.523598775598,2,7,25
13,12,3.14159265359,0.523598775598,2,7,25
13,13,3.14159265359,0.872664625997,1,4,25
13,14,3.14159265359,0.523598775598,2,14,25
13,15,3.14159265359,0.698131700798,1,4,25
13,16,3.14159265359,0.523598775598,2,10,25
13,17,0.698131700798,0.698131700798,1,3,25
13,18,3.14159265359,0.523598775598,2,8,25
13,19,3.14159265359,0.523598775598,2,4,25
13,20,0.698131700798,1.047197551197,2,4,25
13,21,2.443460952792,0.872664625997,1,6,25
13,22,0.698131700798,1.221730476396,2,7,25
13,23,0.698131700798,0.698131700798,1,6,25
