route_id,start_edge,route_edges,movement_sequence,turns,intersections,raw_probability,normalized_probability
r205,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0C0 C0C1 C1C2 C2_0,straight right straight left left straight straight,3,7,0.0008103375000000001,0.0008252745148172085
r206,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0_0,straight right straight straight,1,4,0.051449999999999996,0.05239838189315608
r207,-A2_1,-A2_1 A2B2 B2_0,straight left,1,2,0.10500000000000001,0.10693547325133895
r208,-A2_1,-A2_1 A2A1 A1_1,right right,2,2,0.022500000000000006,0.022914744268144067
r209,-A2_1,-A2_1 A2A1 A1B1 B1C1 C1_1,right left straight straight,2,4,0.011025000000000002,0.01122822469139059
r210,-A2_1,-A2_1 A2A1 A1B1 B1C1 C1C0 C0_0,right left straight right straight,3,5,0.0016537500000000005,0.0016842337037085888
r211,-A2_1,-A2_1 A2A1 A1B1 B1C1 C1C2 C2_0,right left straight left straight,3,5,0.0016537500000000005,0.0016842337037085888
r212,-A2_1,-A2_1 A2A1 A1B1 B1B0 B0_0,right left right straight,3,4,0.002362500000000001,0.002406048148155127
r213,-A2_1,-A2_1 A2A1 A1B1 B1B2 B2_0,right left left straight,3,4,0.002362500000000001,0.002406048148155127
r214,-A2_1,-A2_1 A2A1 A1A0 A0_1,right straight right,2,3,0.015750000000000004,0.016040320987700845
r215,-A2_1,-A2_1 A2A1 A1A0 A0B0 B0C0 C0_1,right straight left straight straight,2,5,0.0077175,0.007859757283973413
r216,-A2_1,-A2_1 A2A1 A1A0 A0B0 B0C0 C0_0,right straight left straight right,3,5,0.0016537500000000005,0.0016842337037085888
r217,-A2_1,-A2_1 A2A1 A1A0 A0B0 B0C0 C0C1 C1C2 C2_0,right straight left straight left straight straight,3,7,0.0008103375000000001,0.0008252745148172085
r218,-A2_1,-A2_1 A2A1 A1A0 A0B0 B0_0,right straight left right,3,4,0.002362500000000001,0.002406048148155127
r219,-A2_1,-A2_1 A2A1 A1A0 A0B0 B0B1 B1B2 B2_0,right straight left left straight straight,3,6,0.0011576250000000002,0.001178963592596012
r220,-A2_1,-A2_1 A2A1 A1A0 A0_0,right straight straight,1,3,0.0735,0.07485483127593726
r221,-A2_1,-A2_1 A2_0,left,1,1,0.15000000000000002,0.15276496178762708
r222,-A2_0,-A2_0 A2_1,right,1,1,0.15000000000000002,0.15276496178762708
r223,-A2_0,-A2_0 A2B2 B2C2 C2_1,left straight straight,1,3,0.0735,0.07485483127593726
r224,-A2_0,-A2_0 A2B2 B2C2 C2C1 C1B1 B1A1 A1_1,left straight right right straight straight,3,6,0.0011576250000000002,0.001178963592596012
r225,-A2_0,-A2_0 A2B2 B2C2 C2C1 C1_1,left straight right left,3,4,0.002362500000000001,0.002406048148155127
r226,-A2_0,-A2_0 A2B2 B2C2 C2C1 C1C0 C0B0 B0A0 A0_1,left straight right straight right straight straight,3,7,0.0008103375000000001,0.0008252745148172085
r227,-A2_0,-A2_0 A2B2 B2C2 C2C1 C1C0 C0_1,left straight right straight left,3,5,0.0016537500000000005,0.0016842337037085888
r228,-A2_0,-A2_0 A2B2 B2C2 C2C1 C1C0 C0_0,left straight right straight straight,2,5,0.0077175,0.007859757283973413
r229,-A2_0,-A2_0 A2B2 B2C2 C2_0,left straight left,2,3,0.015750000000000004,0.016040320987700845
r230,-A2_0,-A2_0 A2B2 B2B1 B1A1 A1_1,left right right straight,3,4,0.002362500000000001,0.002406048148155127
r231,-A2_0,-A2_0 A2B2 B2B1 B1C1 C1_1,left right left straight,3,4,0.002362500000000001,0.002406048148155127
r232,-A2_0,-A2_0 A2B2 B2B1 B1B0 B0A0 A0_1,left right straight right straight,3,5,0.0016537500000000005,0.0016842337037085888
r233,-A2_0,-A2_0 A2B2 B2B1 B1B0 B0C0 C0_1,left right straight left straight,3,5,0.0016537500000000005,0.0016842337037085888
r234,-A2_0,-A2_0 A2B2 B2B1 B1B0 B0_0,left right straight straight,2,4,0.011025000000000002,0.01122822469139059
r235,-A2_0,-A2_0 A2B2 B2_0,left left,2,2,0.022500000000000006,0.022914744268144067
r236,-A2_0,-A2_0 A2A1 A1_1,straight right,1,2,0.10500000000000001,0.10693547325133895
r237,-A2_0,-A2_0 A2A1 A1B1 B1C1 C1_1,straight left straight straight,1,4,0.051449999999999996,0.05239838189315608
r238,-A2_0,-A2_0 A2A1 A1B1 B1C1 C1C0 C0B0 B0A0 A0_1,straight left straight right right straight straight,3,7,0.0008103375000000001,0.0008252745148172085
r239,-A2_0,-A2_0 A2A1 A1B1 B1C1 C1C0 C0_1,straight left straight right left,3,5,0.0016537500000000005,0.0016842337037085888
r240,-A2_0,-A2_0 A2A1 A1B1 B1C1 C1C0 C0_0,straight left straight right straight,2,5,0.0077175,0.007859757283973413
r241,-A2_0,-A2_0 A2A1 A1B1 B1C1 C1C2 C2_1,straight left straight left right,3,5,0.0016537500000000005,0.0016842337037085888
r242,-A2_0,-A2_0 A2A1 A1B1 B1C1 C1C2 C2_0,straight left straight left straight,2,5,0.0077175,0.007859757283973413
r243,-A2_0,-A2_0 A2A1 A1B1 B1B0 B0A0 A0_1,straight left right right straight,3,5,0.0016537500000000005,0.0016842337037085888
r244,-A2_0,-A2_0 A2A1 A1B1 B1B0 B0C0 C0_1,straight left right left straight,3,5,0.0016537500000000005,0.0016842337037085888
r245,-A2_0,-A2_0 A2A1 A1B1 B1B0 B0_0,straight left right straight,2,4,0.011025000000000002,0.01122822469139059
r246,-A2_0,-A2_0 A2A1 A1B1 B1B2 B2C2 C2_1,straight left left right straight,3,5,0.0016537500000000005,0.0016842337037085888
r247,-A2_0,-A2_0 A2A1 A1B1 B1B2 B2_0,straight left left straight,2,4,0.011025000000000002,0.01122822469139059
r248,-A2_0,-A2_0 A2A1 A1A0 A0_1,straight straight right,1,3,0.0735,0.07485483127593726
r249,-A2_0,-A2_0 A2A1 A1A0 A0B0 B0C0 C0_1,straight straight left straight straight,1,5,0.03601499999999999,0.03667886732520925
r250,-A2_0,-A2_0 A2A1 A1A0 A0B0 B0C0 C0_0,straight straight left straight right,2,5,0.0077175,0.007859757283973413
r251,-A2_0,-A2_0 A2A1 A1A0 A0B0 B0C0 C0C1 C1_1,straight straight left straight left right,3,6,0.0011576250000000002,0.001178963592596012
r252,-A2_0,-A2_0 A2A1 A1A0 A0B0 B0C0 C0C1 C1C2 C2_1,straight straight left straight left straight right,3,7,0.0008103375000000001,0.0008252745148172085
r253,-A2_0,-A2_0 A2A1 A1A0 A0B0 B0C0 C0C1 C1C2 C2_0,straight straight left straight left straight straight,2,7,0.0037815749999999997,0.003851281069146972
r254,-A2_0,-A2_0 A2A1 A1A0 A0B0 B0_0,straight straight left right,2,4,0.011025000000000002,0.01122822469139059
r255,-A2_0,-A2_0 A2A1 A1A0 A0B0 B0B1 B1C1 C1_1,straight straight left left right straight,3,6,0.0011576250000000002,0.001178963592596012
r256,-A2_0,-A2_0 A2A1 A1A0 A0B0 B0B1 B1B2 B2C2 C2_1,straight straight left left straight right straight,3,7,0.0008103375000000001,0.0008252745148172085
r257,-A2_0,-A2_0 A2A1 A1A0 A0B0 B0B1 B1B2 B2_0,straight straight left left straight straight,2,6,0.00540225,0.0055018300987813885
r258,-A2_0,-A2_0 A2A1 A1A0 A0_0,straight straight straight,0,3,0.3429999999999999,0.3493225459543738
r259,-B2_0,-B2_0 B2A2 A2_1,right straight,1,2,0.10500000000000001,0.10699107719890227
r260,-B2_0,-B2_0 B2A2 A2A1 A1_1,right left right,3,3,0.0033750000000000013,0.0034389989099647173
r261,-B2_0,-B2_0 B2A2 A2A1 A1B1 B1C1 C1_1,right left left straight straight,3,5,0.0016537500000000005,0.0016851094658827113
r262,-B2_0,-B2_0 B2A2 A2A1 A1A0 A0_1,right left straight right,3,4,0.002362500000000001,0.002407299236975302
r263,-B2_0,-B2_0 B2A2 A2A1 A1A0 A0B0 B0C0 C0_1,right left straight left straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r264,-B2_0,-B2_0 B2A2 A2A1 A1A0 A0_0,right left straight straight,2,4,0.011025000000000002,0.011234063105884741
r265,-B2_0,-B2_0 B2A2 A2_0,right right,2,2,0.022500000000000006,0.02292665939976478
r266,-B2_0,-B2_0 B2C2 C2_1,left straight,1,2,0.10500000000000001,0.10699107719890227
r267,-B2_0,-B2_0 B2C2 C2C1 C1B1 B1A1 A1_1,left right right straight straight,3,5,0.0016537500000000005,0.0016851094658827113
r268,-B2_0,-B2_0 B2C2 C2C1 C1_1,left right left,3,3,0.0033750000000000013,0.0034389989099647173
r269,-B2_0,-B2_0 B2C2 C2C1 C1C0 C0B0 B0A0 A0_1,left right straight right straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r270,-B2_0,-B2_0 B2C2 C2C1 C1C0 C0_1,left right straight left,3,4,0.002362500000000001,0.002407299236975302
r271,-B2_0,-B2_0 B2C2 C2C1 C1C0 C0_0,left right straight straight,2,4,0.011025000000000002,0.011234063105884741
r272,-B2_0,-B2_0 B2C2 C2_0,left left,2,2,0.022500000000000006,0.02292665939976478
r273,-B2_0,-B2_0 B2B1 B1A1 A1_1,straight right straight,1,3,0.0735,0.07489375403923158
r274,-B2_0,-B2_0 B2B1 B1A1 A1A0 A0_1,straight right left right,3,4,0.002362500000000001,0.002407299236975302
r275,-B2_0,-B2_0 B2B1 B1A1 A1A0 A0B0 B0C0 C0_1,straight right left left straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r276,-B2_0,-B2_0 B2B1 B1A1 A1A0 A0_0,straight right left straight,2,4,0.011025000000000002,0.011234063105884741
r277,-B2_0,-B2_0 B2B1 B1A1 A1A2 A2_1,straight right right left,3,4,0.002362500000000001,0.002407299236975302
r278,-B2_0,-B2_0 B2B1 B1A1 A1A2 A2_0,straight right right straight,2,4,0.011025000000000002,0.011234063105884741
r279,-B2_0,-B2_0 B2B1 B1C1 C1_1,straight left straight,1,3,0.0735,0.07489375403923158
r280,-B2_0,-B2_0 B2B1 B1C1 C1C0 C0B0 B0A0 A0_1,straight left right right straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r281,-B2_0,-B2_0 B2B1 B1C1 C1C0 C0_1,straight left right left,3,4,0.002362500000000001,0.002407299236975302
r282,-B2_0,-B2_0 B2B1 B1C1 C1C0 C0_0,straight left right straight,2,4,0.011025000000000002,0.011234063105884741
r283,-B2_0,-B2_0 B2B1 B1C1 C1C2 C2_1,straight left left right,3,4,0.002362500000000001,0.002407299236975302
r284,-B2_0,-B2_0 B2B1 B1C1 C1C2 C2_0,straight left left straight,2,4,0.011025000000000002,0.011234063105884741
r285,-B2_0,-B2_0 B2B1 B1B0 B0A0 A0_1,straight straight right straight,1,4,0.051449999999999996,0.05242562782746211
r286,-B2_0,-B2_0 B2B1 B1B0 B0A0 A0_0,straight straight right left,2,4,0.011025000000000002,0.011234063105884741
r287,-B2_0,-B2_0 B2B1 B1B0 B0A0 A0A1 A1_1,straight straight right right left,3,5,0.0016537500000000005,0.0016851094658827113
r288,-B2_0,-B2_0 B2B1 B1B0 B0A0 A0A1 A1A2 A2_1,straight straight right right straight left,3,6,0.0011576250000000002,0.0011795766261178977
r289,-B2_0,-B2_0 B2B1 B1B0 B0A0 A0A1 A1A2 A2_0,straight straight right right straight straight,2,6,0.00540225,0.005504690921883521
r290,-B2_0,-B2_0 B2B1 B1B0 B0C0 C0_1,straight straight left straight,1,4,0.051449999999999996,0.05242562782746211
r291,-B2_0,-B2_0 B2B1 B1B0 B0C0 C0_0,straight straight left right,2,4,0.011025000000000002,0.011234063105884741
r292,-B2_0,-B2_0 B2B1 B1B0 B0C0 C0C1 C1_1,straight straight left left right,3,5,0.0016537500000000005,0.0016851094658827113
r293,-B2_0,-B2_0 B2B1 B1B0 B0C0 C0C1 C1C2 C2_1,straight straight left left straight right,3,6,0.0011576250000000002,0.0011795766261178977
r294,-B2_0,-B2_0 B2B1 B1B0 B0C0 C0C1 C1C2 C2_0,straight straight left left straight straight,2,6,0.00540225,0.005504690921883521
r295,-B2_0,-B2_0 B2B1 B1B0 B0_0,straight straight straight,0,3,0.3429999999999999,0.349504185516414
r296,-C2_0,-C2_0 C2B2 B2A2 A2_1,right straight straight,1,3,0.0735,0.07485483127593724
r297,-C2_0,-C2_0 C2B2 B2A2 A2A1 A1_1,right straight left right,3,4,0.002362500000000001,0.0024060481481551267
r298,-C2_0,-C2_0 C2B2 B2A2 A2A1 A1B1 B1C1 C1_1,right straight left left straight straight,3,6,0.0011576250000000002,0.0011789635925960119
r299,-C2_0,-C2_0 C2B2 B2A2 A2A1 A1A0 A0_1,right straight left straight right,3,5,0.0016537500000000005,0.0016842337037085886
r300,-C2_0,-C2_0 C2B2 B2A2 A2A1 A1A0 A0B0 B0C0 C0_1,right straight left straight left straight straight,3,7,0.0008103375000000001,0.0008252745148172083
r301,-C2_0,-C2_0 C2B2 B2A2 A2A1 A1A0 A0_0,right straight left straight straight,2,5,0.0077175,0.007859757283973411
r302,-C2_0,-C2_0 C2B2 B2A2 A2_0,right straight right,2,3,0.015750000000000004,0.01604032098770084
r303,-C2_0,-C2_0 C2B2 B2B1 B1A1 A1_1,right left right straight,3,4,0.002362500000000001,0.0024060481481551267
r304,-C2_0,-C2_0 C2B2 B2B1 B1C1 C1_1,right left left straight,3,4,0.002362500000000001,0.0024060481481551267
r305,-C2_0,-C2_0 C2B2 B2B1 B1B0 B0A0 A0_1,right left straight right straight,3,5,0.0016537500000000005,0.0016842337037085886
r306,-C2_0,-C2_0 C2B2 B2B1 B1B0 B0C0 C0_1,right left straight left straight,3,5,0.0016537500000000005,0.0016842337037085886
r307,-C2_0,-C2_0 C2B2 B2B1 B1B0 B0_0,right left straight straight,2,4,0.011025000000000002,0.011228224691390589
r308,-C2_0,-C2_0 C2B2 B2_0,right right,2,2,0.022500000000000006,0.02291474426814406
r309,-C2_0,-C2_0 C2_1,left,1,1,0.15000000000000002,0.15276496178762705
r310,-C2_0,-C2_0 C2C1 C1B1 B1A1 A1_1,straight right straight straight,1,4,0.051449999999999996,0.05239838189315607
r311,-C2_0,-C2_0 C2C1 C1B1 B1A1 A1A0 A0_1,straight right straight left right,3,5,0.0016537500000000005,0.0016842337037085886
r312,-C2_0,-C2_0 C2C1 C1B1 B1A1 A1A0 A0B0 B0C0 C0_1,straight right straight left left straight straight,3,7,0.0008103375000000001,0.0008252745148172083
r313,-C2_0,-C2_0 C2C1 C1B1 B1A1 A1A0 A0_0,straight right straight left straight,2,5,0.0077175,0.007859757283973411
r314,-C2_0,-C2_0 C2C1 C1B1 B1A1 A1A2 A2_1,straight right straight right left,3,5,0.0016537500000000005,0.0016842337037085886
r315,-C2_0,-C2_0 C2C1 C1B1 B1A1 A1A2 A2_0,straight right straight right straight,2,5,0.0077175,0.007859757283973411
r316,-C2_0,-C2_0 C2C1 C1B1 B1B0 B0A0 A0_1,straight right left right straight,3,5,0.0016537500000000005,0.0016842337037085886
r317,-C2_0,-C2_0 C2C1 C1B1 B1B0 B0C0 C0_1,straight right left left straight,3,5,0.0016537500000000005,0.0016842337037085886
r318,-C2_0,-C2_0 C2C1 C1B1 B1B0 B0_0,straight right left straight,2,4,0.011025000000000002,0.011228224691390589
r319,-C2_0,-C2_0 C2C1 C1B1 B1B2 B2A2 A2_1,straight right right left straight,3,5,0.0016537500000000005,0.0016842337037085886
r320,-C2_0,-C2_0 C2C1 C1B1 B1B2 B2_0,straight right right straight,2,4,0.011025000000000002,0.011228224691390589
r321,-C2_0,-C2_0 C2C1 C1_1,straight left,1,2,0.10500000000000001,0.10693547325133894
r322,-C2_0,-C2_0 C2C1 C1C0 C0B0 B0A0 A0_1,straight straight right straight straight,1,5,0.03601499999999999,0.036678867325209245
r323,-C2_0,-C2_0 C2C1 C1C0 C0B0 B0A0 A0_0,straight straight right straight left,2,5,0.0077175,0.007859757283973411
r324,-C2_0,-C2_0 C2C1 C1C0 C0B0 B0A0 A0A1 A1_1,straight straight right straight right left,3,6,0.0011576250000000002,0.0011789635925960119
r325,-C2_0,-C2_0 C2C1 C1C0 C0B0 B0A0 A0A1 A1A2 A2_1,straight straight right straight right straight left,3,7,0.0008103375000000001,0.0008252745148172083
r326,-C2_0,-C2_0 C2C1 C1C0 C0B0 B0A0 A0A1 A1A2 A2_0,straight straight right straight right straight straight,2,7,0.0037815749999999997,0.003851281069146971
r327,-C2_0,-C2_0 C2C1 C1C0 C0B0 B0_0,straight straight right left,2,4,0.011025000000000002,0.011228224691390589
r328,-C2_0,-C2_0 C2C1 C1C0 C0B0 B0B1 B1A1 A1_1,straight straight right right left straight,3,6,0.0011576250000000002,0.0011789635925960119
r329,-C2_0,-C2_0 C2C1 C1C0 C0B0 B0B1 B1B2 B2A2 A2_1,straight straight right right straight left straight,3,7,0.0008103375000000001,0.0008252745148172083
r330,-C2_0,-C2_0 C2C1 C1C0 C0B0 B0B1 B1B2 B2_0,straight straight right right straight straight,2,6,0.00540225,0.005501830098781388
r331,-C2_0,-C2_0 C2C1 C1C0 C0_1,straight straight left,1,3,0.0735,0.07485483127593724
r332,-C2_0,-C2_0 C2C1 C1C0 C0_0,straight straight straight,0,3,0.3429999999999999,0.34932254595437373
r333,-C0_1,-C0_1 C0B0 B0A0 A0_1,straight straight straight,0,3,0.3429999999999999,0.3493225459543738
r334,-C0_1,-C0_1 C0B0 B0A0 A0_0,straight straight left,1,3,0.0735,0.07485483127593726
r335,-C0_1,-C0_1 C0B0 B0A0 A0A1 A1_1,straight straight right left,2,4,0.011025000000000002,0.01122822469139059
r336,-C0_1,-C0_1 C0B0 B0A0 A0A1 A1B1 B1C1 C1_1,straight straight right right straight straight,2,6,0.00540225,0.0055018300987813885
r337,-C0_1,-C0_1 C0B0 B0A0 A0A1 A1B1 B1C1 C1C2 C2_0,straight straight right right straight left straight,3,7,0.0008103375000000001,0.0008252745148172085
r338,-C0_1,-C0_1 C0B0 B0A0 A0A1 A1B1 B1B2 B2_0,straight straight right right left straight,3,6,0.0011576250000000002,0.001178963592596012
r339,-C0_1,-C0_1 C0B0 B0A0 A0A1 A1A2 A2_1,straight straight right straight left,2,5,0.0077175,0.007859757283973413
r340,-C0_1,-C0_1 C0B0 B0A0 A0A1 A1A2 A2B2 B2C2 C2_1,straight straight right straight right straight straight,2,7,0.0037815749999999997,0.003851281069146972
r341,-C0_1,-C0_1 C0B0 B0A0 A0A1 A1A2 A2B2 B2C2 C2_0,straight straight right straight right straight left,3,7,0.0008103375000000001,0.0008252745148172085
r342,-C0_1,-C0_1 C0B0 B0A0 A0A1 A1A2 A2B2 B2_0,straight straight right straight right left,3,6,0.0011576250000000002,0.001178963592596012
r343,-C0_1,-C0_1 C0B0 B0A0 A0A1 A1A2 A2_0,straight straight right straight straight,1,5,0.03601499999999999,0.03667886732520925
r344,-C0_1,-C0_1 C0B0 B0_0,straight left,1,2,0.10500000000000001,0.10693547325133895
r345,-C0_1,-C0_1 C0B0 B0B1 B1A1 A1_1,straight right left straight,2,4,0.011025000000000002,0.01122822469139059
r346,-C0_1,-C0_1 C0B0 B0B1 B1A1 A1A0 A0_0,straight right left left straight,3,5,0.0016537500000000005,0.0016842337037085888
r347,-C0_1,-C0_1 C0B0 B0B1 B1A1 A1A2 A2_0,straight right left right straight,3,5,0.0016537500000000005,0.0016842337037085888
r348,-C0_1,-C0_1 C0B0 B0B1 B1C1 C1_1,straight right right straight,2,4,0.011025000000000002,0.01122822469139059
r349,-C0_1,-C0_1 C0B0 B0B1 B1C1 C1C2 C2_0,straight right right left straight,3,5,0.0016537500000000005,0.0016842337037085888
r350,-C0_1,-C0_1 C0B0 B0B1 B1B2 B2A2 A2_1,straight right straight left straight,2,5,0.0077175,0.007859757283973413
r351,-C0_1,-C0_1 C0B0 B0B1 B1B2 B2A2 A2A1 A1A0 A0_0,straight right straight left left straight straight,3,7,0.0008103375000000001,0.0008252745148172085
r352,-C0_1,-C0_1 C0B0 B0B1 B1B2 B2A2 A2_0,straight right straight left right,3,5,0.0016537500000000005,0.0016842337037085888
r353,-C0_1,-C0_1 C0B0 B0B1 B1B2 B2C2 C2_1,straight right straight right straight,2,5,0.0077175,0.007859757283973413
r354,-C0_1,-C0_1 C0B0 B0B1 B1B2 B2C2 C2_0,straight right straight right left,3,5,0.0016537500000000005,0.0016842337037085888
r355,-C0_1,-C0_1 C0B0 B0B1 B1B2 B2_0,straight right straight straight,1,4,0.051449999999999996,0.05239838189315608
r356,-C0_1,-C0_1 C0_0,left,1,1,0.15000000000000002,0.15276496178762708
r357,-C0_1,-C0_1 C0C1 C1B1 B1A1 A1_1,right left straight straight,2,4,0.011025000000000002,0.01122822469139059
r358,-C0_1,-C0_1 C0C1 C1B1 B1A1 A1A0 A0_0,right left straight left straight,3,5,0.0016537500000000005,0.0016842337037085888
r359,-C0_1,-C0_1 C0C1 C1B1 B1A1 A1A2 A2_0,right left straight right straight,3,5,0.0016537500000000005,0.0016842337037085888
r360,-C0_1,-C0_1 C0C1 C1B1 B1B0 B0_0,right left left straight,3,4,0.002362500000000001,0.002406048148155127
r361,-C0_1,-C0_1 C0C1 C1B1 B1B2 B2_0,right left right straight,3,4,0.002362500000000001,0.002406048148155127
r362,-C0_1,-C0_1 C0C1 C1_1,right right,2,2,0.022500000000000006,0.022914744268144067
r363,-C0_1,-C0_1 C0C1 C1C2 C2B2 B2A2 A2_1,right straight left straight straight,2,5,0.0077175,0.007859757283973413
r364,-C0_1,-C0_1 C0C1 C1C2 C2B2 B2A2 A2A1 A1A0 A0_0,right straight left straight left straight straight,3,7,0.0008103375000000001,0.0008252745148172085
r365,-C0_1,-C0_1 C0C1 C1C2 C2B2 B2A2 A2_0,right straight left straight right,3,5,0.0016537500000000005,0.0016842337037085888
r366,-C0_1,-C0_1 C0C1 C1C2 C2B2 B2B1 B1B0 B0_0,right straight left left straight straight,3,6,0.0011576250000000002,0.001178963592596012
r367,-C0_1,-C0_1 C0C1 C1C2 C2B2 B2_0,right straight left right,3,4,0.002362500000000001,0.002406048148155127
r368,-C0_1,-C0_1 C0C1 C1C2 C2_1,right straight right,2,3,0.015750000000000004,0.016040320987700845
r369,-C0_1,-C0_1 C0C1 C1C2 C2_0,right straight straight,1,3,0.0735,0.07485483127593726
r370,-C1_1,-C1_1 C1B1 B1A1 A1_1,straight straight straight,0,3,0.3429999999999999,0.349504185516414
r371,-C1_1,-C1_1 C1B1 B1A1 A1A0 A0_1,straight straight left right,2,4,0.011025000000000002,0.011234063105884741
r372,-C1_1,-C1_1 C1B1 B1A1 A1A0 A0B0 B0C0 C0_1,straight straight left left straight straight,2,6,0.00540225,0.005504690921883521
r373,-C1_1,-C1_1 C1B1 B1A1 A1A0 A0B0 B0C0 C0_0,straight straight left left straight right,3,6,0.0011576250000000002,0.0011795766261178977
r374,-C1_1,-C1_1 C1B1 B1A1 A1A0 A0B0 B0_0,straight straight left left right,3,5,0.0016537500000000005,0.0016851094658827113
r375,-C1_1,-C1_1 C1B1 B1A1 A1A0 A0_0,straight straight left straight,1,4,0.051449999999999996,0.05242562782746211
r376,-C1_1,-C1_1 C1B1 B1A1 A1A2 A2_1,straight straight right left,2,4,0.011025000000000002,0.011234063105884741
r377,-C1_1,-C1_1 C1B1 B1A1 A1A2 A2B2 B2C2 C2_1,straight straight right right straight straight,2,6,0.00540225,0.005504690921883521
r378,-C1_1,-C1_1 C1B1 B1A1 A1A2 A2B2 B2C2 C2_0,straight straight right right straight left,3,6,0.0011576250000000002,0.0011795766261178977
r379,-C1_1,-C1_1 C1B1 B1A1 A1A2 A2B2 B2_0,straight straight right right left,3,5,0.0016537500000000005,0.0016851094658827113
r380,-C1_1,-C1_1 C1B1 B1A1 A1A2 A2_0,straight straight right straight,1,4,0.051449999999999996,0.05242562782746211
r381,-C1_1,-C1_1 C1B1 B1B0 B0A0 A0_1,straight left right straight,2,4,0.011025000000000002,0.011234063105884741
r382,-C1_1,-C1_1 C1B1 B1B0 B0A0 A0_0,straight left right left,3,4,0.002362500000000001,0.002407299236975302
r383,-C1_1,-C1_1 C1B1 B1B0 B0A0 A0A1 A1A2 A2_0,straight left right right straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r384,-C1_1,-C1_1 C1B1 B1B0 B0C0 C0_1,straight left left straight,2,4,0.011025000000000002,0.011234063105884741
r385,-C1_1,-C1_1 C1B1 B1B0 B0C0 C0_0,straight left left right,3,4,0.002362500000000001,0.002407299236975302
r386,-C1_1,-C1_1 C1B1 B1B0 B0_0,straight left straight,1,3,0.0735,0.07489375403923158
r387,-C1_1,-C1_1 C1B1 B1B2 B2A2 A2_1,straight right left straight,2,4,0.011025000000000002,0.011234063105884741
r388,-C1_1,-C1_1 C1B1 B1B2 B2A2 A2A1 A1A0 A0_0,straight right left left straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r389,-C1_1,-C1_1 C1B1 B1B2 B2A2 A2_0,straight right left right,3,4,0.002362500000000001,0.002407299236975302
r390,-C1_1,-C1_1 C1B1 B1B2 B2C2 C2_1,straight right right straight,2,4,0.011025000000000002,0.011234063105884741
r391,-C1_1,-C1_1 C1B1 B1B2 B2C2 C2_0,straight right right left,3,4,0.002362500000000001,0.002407299236975302
r392,-C1_1,-C1_1 C1B1 B1B2 B2_0,straight right straight,1,3,0.0735,0.07489375403923158
r393,-C1_1,-C1_1 C1C0 C0B0 B0A0 A0_1,left right straight straight,2,4,0.011025000000000002,0.011234063105884741
r394,-C1_1,-C1_1 C1C0 C0B0 B0A0 A0_0,left right straight left,3,4,0.002362500000000001,0.002407299236975302
r395,-C1_1,-C1_1 C1C0 C0B0 B0A0 A0A1 A1A2 A2_0,left right straight right straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r396,-C1_1,-C1_1 C1C0 C0B0 B0_0,left right left,3,3,0.0033750000000000013,0.0034389989099647173
r397,-C1_1,-C1_1 C1C0 C0B0 B0B1 B1B2 B2_0,left right right straight straight,3,5,0.0016537500000000005,0.0016851094658827113
r398,-C1_1,-C1_1 C1C0 C0_1,left left,2,2,0.022500000000000006,0.02292665939976478
r399,-C1_1,-C1_1 C1C0 C0_0,left straight,1,2,0.10500000000000001,0.10699107719890227
r400,-C1_1,-C1_1 C1C2 C2B2 B2A2 A2_1,right left straight straight,2,4,0.011025000000000002,0.011234063105884741
r401,-C1_1,-C1_1 C1C2 C2B2 B2A2 A2A1 A1A0 A0_0,right left straight left straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r402,-C1_1,-C1_1 C1C2 C2B2 B2A2 A2_0,right left straight right,3,4,0.002362500000000001,0.002407299236975302
r403,-C1_1,-C1_1 C1C2 C2B2 B2B1 B1B0 B0_0,right left left straight straight,3,5,0.0016537500000000005,0.0016851094658827113
r404,-C1_1,-C1_1 C1C2 C2B2 B2_0,right left right,3,3,0.0033750000000000013,0.0034389989099647173
r405,-C1_1,-C1_1 C1C2 C2_1,right right,2,2,0.022500000000000006,0.02292665939976478
r406,-C1_1,-C1_1 C1C2 C2_0,right straight,1,2,0.10500000000000001,0.10699107719890227
r407,-C2_1,-C2_1 C2B2 B2A2 A2_1,straight straight straight,0,3,0.3429999999999999,0.3493225459543738
r408,-C2_1,-C2_1 C2B2 B2A2 A2A1 A1_1,straight straight left right,2,4,0.011025000000000002,0.01122822469139059
r409,-C2_1,-C2_1 C2B2 B2A2 A2A1 A1B1 B1C1 C1_1,straight straight left left straight straight,2,6,0.00540225,0.0055018300987813885
r410,-C2_1,-C2_1 C2B2 B2A2 A2A1 A1B1 B1C1 C1C0 C0_0,straight straight left left straight right straight,3,7,0.0008103375000000001,0.0008252745148172084
r411,-C2_1,-C2_1 C2B2 B2A2 A2A1 A1B1 B1B0 B0_0,straight straight left left right straight,3,6,0.0011576250000000002,0.001178963592596012
