route_id,start_edge,route_edges,movement_sequence,turns,intersections,raw_probability,normalized_probability
r90,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1A0 A0_0,straight left straight left straight,2,5,0.0077175,0.007859757283973413
r91,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1A2 A2_1,straight left straight right left,3,5,0.0016537500000000005,0.0016842337037085888
r92,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1A2 A2B2 B2C2 C2_1,straight left straight right right straight straight,3,7,0.0008103375000000001,0.0008252745148172085
r93,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1A2 A2_0,straight left straight right straight,2,5,0.0077175,0.007859757283973413
r94,-C0_0,-C0_0 C0C1 C1B1 B1B0 B0A0 A0_1,straight left left right straight,3,5,0.0016537500000000005,0.0016842337037085888
r95,-C0_0,-C0_0 C0C1 C1B1 B1B0 B0_0,straight left left straight,2,4,0.011025000000000002,0.01122822469139059
r96,-C0_0,-C0_0 C0C1 C1B1 B1B2 B2A2 A2_1,straight left right left straight,3,5,0.0016537500000000005,0.0016842337037085888
r97,-C0_0,-C0_0 C0C1 C1B1 B1B2 B2C2 C2_1,straight left right right straight,3,5,0.0016537500000000005,0.0016842337037085888
r98,-C0_0,-C0_0 C0C1 C1B1 B1B2 B2_0,straight left right straight,2,4,0.011025000000000002,0.01122822469139059
r99,-C0_0,-C0_0 C0C1 C1_1,straight right,1,2,0.10500000000000001,0.10693547325133895
r100,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2_1,straight straight left straight straight,1,5,0.03601499999999999,0.03667886732520925
r101,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2A1 A1_1,straight straight left straight left right,3,6,0.0011576250000000002,0.001178963592596012
r102,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2A1 A1A0 A0_1,straight straight left straight left straight right,3,7,0.0008103375000000001,0.0008252745148172085
r103,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2A1 A1A0 A0_0,straight straight left straight left straight straight,2,7,0.0037815749999999997,0.003851281069146972
r104,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2_0,straight straight left straight right,2,5,0.0077175,0.007859757283973413
r105,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2B1 B1A1 A1_1,straight straight left left right straight,3,6,0.0011576250000000002,0.001178963592596012
r106,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2B1 B1B0 B0A0 A0_1,straight straight left left straight right straight,3,7,0.0008103375000000001,0.0008252745148172085
r107,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2B1 B1B0 B0_0,straight straight left left straight straight,2,6,0.00540225,0.0055018300987813885
r108,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2_0,straight straight left right,2,4,0.011025000000000002,0.01122822469139059
r109,-C0_0,-C0_0 C0C1 C1C2 C2_1,straight straight right,1,3,0.0735,0.07485483127593726
r110,-C0_0,-C0_0 C0C1 C1C2 C2_0,straight straight straight,0,3,0.3429999999999999,0.3493225459543738
r111,-A0_1,-A0_1 A0B0 B0C0 C0_1,straight straight straight,0,3,0.3429999999999999,0.3493225459543738
r112,-A0_1,-A0_1 A0B0 B0C0 C0_0,straight straight right,1,3,0.0735,0.07485483127593726
r113,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1B1 B1A1 A1_1,straight straight left left straight straight,2,6,0.00540225,0.0055018300987813885
r114,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1B1 B1A1 A1A2 A2_0,straight straight left left straight right straight,3,7,0.0008103375000000001,0.0008252745148172085
r115,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1B1 B1B2 B2_0,straight straight left left right straight,3,6,0.0011576250000000002,0.001178963592596012
r116,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1_1,straight straight left right,2,4,0.011025000000000002,0.01122822469139059
r117,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2B2 B2A2 A2_1,straight straight left straight left straight straight,2,7,0.0037815749999999997,0.003851281069146972
r118,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2B2 B2A2 A2_0,straight straight left straight left straight right,3,7,0.0008103375000000001,0.0008252745148172085
r119,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2B2 B2_0,straight straight left straight left right,3,6,0.0011576250000000002,0.001178963592596012
r120,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2_1,straight straight left straight right,2,5,0.0077175,0.007859757283973413
r121,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2_0,straight straight left straight straight,1,5,0.03601499999999999,0.03667886732520925
r122,-A0_1,-A0_1 A0B0 B0_0,straight right,1,2,0.10500000000000001,0.10693547325133895
r123,-A0_1,-A0_1 A0B0 B0B1 B1A1 A1_1,straight left left straight,2,4,0.011025000000000002,0.01122822469139059
r124,-A0_1,-A0_1 A0B0 B0B1 B1A1 A1A2 A2_0,straight left left right straight,3,5,0.0016537500000000005,0.0016842337037085888
r125,-A0_1,-A0_1 A0B0 B0B1 B1C1 C1_1,straight left right straight,2,4,0.011025000000000002,0.01122822469139059
r126,-A0_1,-A0_1 A0B0 B0B1 B1C1 C1C0 C0_0,straight left right right straight,3,5,0.0016537500000000005,0.0016842337037085888
r127,-A0_1,-A0_1 A0B0 B0B1 B1C1 C1C2 C2_0,straight left right left straight,3,5,0.0016537500000000005,0.0016842337037085888
r128,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2A2 A2_1,straight left straight left straight,2,5,0.0077175,0.007859757283973413
r129,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2A2 A2_0,straight left straight left right,3,5,0.0016537500000000005,0.0016842337037085888
r130,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2C2 C2_1,straight left straight right straight,2,5,0.0077175,0.007859757283973413
r131,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2C2 C2C1 C1C0 C0_0,straight left straight right right straight straight,3,7,0.0008103375000000001,0.0008252745148172085
r132,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2C2 C2_0,straight left straight right left,3,5,0.0016537500000000005,0.0016842337037085888
r133,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2_0,straight left straight straight,1,4,0.051449999999999996,0.05239838189315608
r134,-A0_1,-A0_1 A0_0,right,1,1,0.15000000000000002,0.15276496178762708
r135,-A0_1,-A0_1 A0A1 A1_1,left left,2,2,0.022500000000000006,0.022914744268144067
r136,-A0_1,-A0_1 A0A1 A1B1 B1C1 C1_1,left right straight straight,2,4,0.011025000000000002,0.01122822469139059
r137,-A0_1,-A0_1 A0A1 A1B1 B1C1 C1C0 C0_0,left right straight right straight,3,5,0.0016537500000000005,0.0016842337037085888
r138,-A0_1,-A0_1 A0A1 A1B1 B1C1 C1C2 C2_0,left right straight left straight,3,5,0.0016537500000000005,0.0016842337037085888
r139,-A0_1,-A0_1 A0A1 A1B1 B1B0 B0_0,left right right straight,3,4,0.002362500000000001,0.002406048148155127
r140,-A0_1,-A0_1 A0A1 A1B1 B1B2 B2_0,left right left straight,3,4,0.002362500000000001,0.002406048148155127
r141,-A0_1,-A0_1 A0A1 A1A2 A2_1,left straight left,2,3,0.015750000000000004,0.016040320987700845
r142,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2C2 C2_1,left straight right straight straight,2,5,0.0077175,0.007859757283973413
r143,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2C2 C2C1 C1C0 C0_0,left straight right straight right straight straight,3,7,0.0008103375000000001,0.0008252745148172085
r144,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2C2 C2_0,left straight right straight left,3,5,0.0016537500000000005,0.0016842337037085888
r145,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2B1 B1B0 B0_0,left straight right right straight straight,3,6,0.0011576250000000002,0.001178963592596012
r146,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2_0,left straight right left,3,4,0.002362500000000001,0.002406048148155127
r147,-A0_1,-A0_1 A0A1 A1A2 A2_0,left straight straight,1,3,0.0735,0.07485483127593726
r148,-A1_1,-A1_1 A1B1 B1C1 C1_1,straight straight straight,0,3,0.3429999999999999,0.34950418551641393
r149,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0B0 B0A0 A0_1,straight straight right right straight straight,2,6,0.00540225,0.005504690921883521
r150,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0B0 B0A0 A0_0,straight straight right right straight left,3,6,0.0011576250000000002,0.0011795766261178977
r151,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0B0 B0_0,straight straight right right left,3,5,0.0016537500000000005,0.001685109465882711
r152,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0_1,straight straight right left,2,4,0.011025000000000002,0.01123406310588474
r153,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0_0,straight straight right straight,1,4,0.051449999999999996,0.0524256278274621
r154,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2B2 B2A2 A2_1,straight straight left left straight straight,2,6,0.00540225,0.005504690921883521
r155,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2B2 B2A2 A2_0,straight straight left left straight right,3,6,0.0011576250000000002,0.0011795766261178977
r156,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2B2 B2_0,straight straight left left right,3,5,0.0016537500000000005,0.001685109465882711
r157,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2_1,straight straight left right,2,4,0.011025000000000002,0.01123406310588474
r158,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2_0,straight straight left straight,1,4,0.051449999999999996,0.0524256278274621
r159,-A1_1,-A1_1 A1B1 B1B0 B0A0 A0_1,straight right right straight,2,4,0.011025000000000002,0.01123406310588474
r160,-A1_1,-A1_1 A1B1 B1B0 B0A0 A0_0,straight right right left,3,4,0.002362500000000001,0.0024072992369753017
r161,-A1_1,-A1_1 A1B1 B1B0 B0C0 C0_1,straight right left straight,2,4,0.011025000000000002,0.01123406310588474
r162,-A1_1,-A1_1 A1B1 B1B0 B0C0 C0_0,straight right left right,3,4,0.002362500000000001,0.0024072992369753017
r163,-A1_1,-A1_1 A1B1 B1B0 B0C0 C0C1 C1C2 C2_0,straight right left left straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r164,-A1_1,-A1_1 A1B1 B1B0 B0_0,straight right straight,1,3,0.0735,0.07489375403923157
r165,-A1_1,-A1_1 A1B1 B1B2 B2A2 A2_1,straight left left straight,2,4,0.011025000000000002,0.01123406310588474
r166,-A1_1,-A1_1 A1B1 B1B2 B2A2 A2_0,straight left left right,3,4,0.002362500000000001,0.0024072992369753017
r167,-A1_1,-A1_1 A1B1 B1B2 B2C2 C2_1,straight left right straight,2,4,0.011025000000000002,0.01123406310588474
r168,-A1_1,-A1_1 A1B1 B1B2 B2C2 C2C1 C1C0 C0_0,straight left right right straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r169,-A1_1,-A1_1 A1B1 B1B2 B2C2 C2_0,straight left right left,3,4,0.002362500000000001,0.0024072992369753017
r170,-A1_1,-A1_1 A1B1 B1B2 B2_0,straight left straight,1,3,0.0735,0.07489375403923157
r171,-A1_1,-A1_1 A1A0 A0_1,right right,2,2,0.022500000000000006,0.022926659399764775
r172,-A1_1,-A1_1 A1A0 A0B0 B0C0 C0_1,right left straight straight,2,4,0.011025000000000002,0.01123406310588474
r173,-A1_1,-A1_1 A1A0 A0B0 B0C0 C0_0,right left straight right,3,4,0.002362500000000001,0.0024072992369753017
r174,-A1_1,-A1_1 A1A0 A0B0 B0C0 C0C1 C1C2 C2_0,right left straight left straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r175,-A1_1,-A1_1 A1A0 A0B0 B0_0,right left right,3,3,0.0033750000000000013,0.003438998909964717
r176,-A1_1,-A1_1 A1A0 A0B0 B0B1 B1B2 B2_0,right left left straight straight,3,5,0.0016537500000000005,0.001685109465882711
r177,-A1_1,-A1_1 A1A0 A0_0,right straight,1,2,0.10500000000000001,0.10699107719890227
r178,-A1_1,-A1_1 A1A2 A2_1,left left,2,2,0.022500000000000006,0.022926659399764775
r179,-A1_1,-A1_1 A1A2 A2B2 B2C2 C2_1,left right straight straight,2,4,0.011025000000000002,0.01123406310588474
r180,-A1_1,-A1_1 A1A2 A2B2 B2C2 C2C1 C1C0 C0_0,left right straight right straight straight,3,6,0.0011576250000000002,0.0011795766261178977
r181,-A1_1,-A1_1 A1A2 A2B2 B2C2 C2_0,left right straight left,3,4,0.002362500000000001,0.0024072992369753017
r182,-A1_1,-A1_1 A1A2 A2B2 B2B1 B1B0 B0_0,left right right straight straight,3,5,0.0016537500000000005,0.001685109465882711
r183,-A1_1,-A1_1 A1A2 A2B2 B2_0,left right left,3,3,0.0033750000000000013,0.003438998909964717
r184,-A1_1,-A1_1 A1A2 A2_0,left straight,1,2,0.10500000000000001,0.10699107719890227
r185,-A2_1,-A2_1 A2B2 B2C2 C2_1,straight straight straight,0,3,0.3429999999999999,0.3493225459543738
r186,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1B1 B1A1 A1_1,straight straight right right straight straight,2,6,0.00540225,0.0055018300987813885
r187,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1B1 B1A1 A1A0 A0_0,straight straight right right straight left straight,3,7,0.0008103375000000001,0.0008252745148172085
r188,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1B1 B1B0 B0_0,straight straight right right left straight,3,6,0.0011576250000000002,0.001178963592596012
r189,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1_1,straight straight right left,2,4,0.011025000000000002,0.01122822469139059
r190,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0B0 B0A0 A0_1,straight straight right straight right straight straight,2,7,0.0037815749999999997,0.003851281069146972
r191,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0B0 B0A0 A0_0,straight straight right straight right straight left,3,7,0.0008103375000000001,0.0008252745148172085
r192,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0B0 B0_0,straight straight right straight right left,3,6,0.0011576250000000002,0.001178963592596012
r193,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0_1,straight straight right straight left,2,5,0.0077175,0.007859757283973413
r194,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0_0,straight straight right straight straight,1,5,0.03601499999999999,0.03667886732520925
r195,-A2_1,-A2_1 A2B2 B2C2 C2_0,straight straight left,1,3,0.0735,0.07485483127593726
r196,-A2_1,-A2_1 A2B2 B2B1 B1A1 A1_1,straight right right straight,2,4,0.011025000000000002,0.01122822469139059
r197,-A2_1,-A2_1 A2B2 B2B1 B1A1 A1A0 A0_0,straight right right left straight,3,5,0.0016537500000000005,0.0016842337037085888
r198,-A2_1,-A2_1 A2B2 B2B1 B1C1 C1_1,straight right left straight,2,4,0.011025000000000002,0.01122822469139059
r199,-A2_1,-A2_1 A2B2 B2B1 B1C1 C1C0 C0_0,straight right left right straight,3,5,0.0016537500000000005,0.0016842337037085888
r200,-A2_1,-A2_1 A2B2 B2B1 B1C1 C1C2 C2_0,straight right left left straight,3,5,0.0016537500000000005,0.0016842337037085888
r201,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0A0 A0_1,straight right straight right straight,2,5,0.0077175,0.007859757283973413
r202,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0A0 A0_0,straight right straight right left,3,5,0.0016537500000000005,0.0016842337037085888
r203,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0C0 C0_1,straight right straight left straight,2,5,0.0077175,0.007859757283973413
r204,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0C0 C0_0,straight right straight left right,3,5,0.0016537500000000005,0.0016842337037085888
