route_id,start_edge,route_edges,movement_sequence,turns,intersections,raw_probability,normalized_probability
r0,-A0_0,-A0_0 A0_1,left,1,1,0.04999999999999999,0.050037007370651324
r1,-A0_0,-A0_0 A0B0 B0C0 C0_1,right straight straight,1,3,0.040499999999999994,0.040529975970227575
r2,-A0_0,-A0_0 A0B0 B0C0 C0_0,right straight right,2,3,0.002249999999999999,0.002251665331679309
r3,-A0_0,-A0_0 A0B0 B0C0 C0C1 C1B1 B1A1 A1_1,right straight left left straight straight,3,6,9.112499999999995e-05,9.1192445933012e-05
r4,-A0_0,-A0_0 A0B0 B0C0 C0C1 C1_1,right straight left right,3,4,0.00011249999999999993,0.00011258326658396542
r5,-A0_0,-A0_0 A0B0 B0C0 C0C1 C1C2 C2B2 B2A2 A2_1,right straight left straight left straight straight,3,7,8.201249999999994e-05,8.207320133971078e-05
r6,-A0_0,-A0_0 A0B0 B0C0 C0C1 C1C2 C2_1,right straight left straight right,3,5,0.00010124999999999993,0.00010132493992556888
r7,-A0_0,-A0_0 A0B0 B0C0 C0C1 C1C2 C2_0,right straight left straight straight,2,5,0.0018224999999999993,0.0018238489186602402
r8,-A0_0,-A0_0 A0B0 B0_0,right right,2,2,0.0024999999999999988,0.0025018503685325655
r9,-A0_0,-A0_0 A0B0 B0B1 B1A1 A1_1,right left left straight,3,4,0.00011249999999999993,0.00011258326658396542
r10,-A0_0,-A0_0 A0B0 B0B1 B1C1 C1_1,right left right straight,3,4,0.00011249999999999993,0.00011258326658396542
r11,-A0_0,-A0_0 A0B0 B0B1 B1B2 B2A2 A2_1,right left straight left straight,3,5,0.00010124999999999994,0.00010132493992556889
r12,-A0_0,-A0_0 A0B0 B0B1 B1B2 B2C2 C2_1,right left straight right straight,3,5,0.00010124999999999994,0.00010132493992556889
r13,-A0_0,-A0_0 A0B0 B0B1 B1B2 B2_0,right left straight straight,2,4,0.002024999999999999,0.002026498798511378
r14,-A0_0,-A0_0 A0A1 A1_1,straight left,1,2,0.04499999999999999,0.04503330663358619
r15,-A0_0,-A0_0 A0A1 A1B1 B1C1 C1_1,straight right straight straight,1,4,0.036449999999999996,0.036476978373204814
r16,-A0_0,-A0_0 A0A1 A1B1 B1C1 C1C0 C0_1,straight right straight right left,3,5,0.00010124999999999995,0.0001013249399255689
r17,-A0_0,-A0_0 A0A1 A1B1 B1C1 C1C0 C0_0,straight right straight right straight,2,5,0.0018224999999999995,0.0018238489186602404
r18,-A0_0,-A0_0 A0A1 A1B1 B1C1 C1C2 C2B2 B2A2 A2_1,straight right straight left left straight straight,3,7,8.201249999999997e-05,8.207320133971081e-05
r19,-A0_0,-A0_0 A0A1 A1B1 B1C1 C1C2 C2_1,straight right straight left right,3,5,0.00010124999999999995,0.0001013249399255689
