route_id,start_edge,route_edges,movement_sequence,turns,intersections,raw_probability,normalized_probability
r112,-A0_1,-A0_1 A0B0 B0C0 C0_0,straight straight right,1,3,0.0625,0.06722689075630252
r113,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1B1 B1A1 A1_1,straight straight left left straight straight,2,6,0.00390625,0.004201680672268907
r114,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1B1 B1A1 A1A2 A2_0,straight straight left left straight right straight,3,7,0.0009765625,0.0010504201680672268
r115,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1B1 B1B2 B2_0,straight straight left left right straight,3,6,0.001953125,0.0021008403361344537
r116,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1_1,straight straight left right,2,4,0.015625,0.01680672268907563
r117,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2B2 B2A2 A2_1,straight straight left straight left straight straight,2,7,0.001953125,0.0021008403361344537
r118,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2B2 B2A2 A2_0,straight straight left straight left straight right,3,7,0.0009765625,0.0010504201680672268
r119,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2B2 B2_0,straight straight left straight left right,3,6,0.001953125,0.0021008403361344537
r120,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2_1,straight straight left straight right,2,5,0.0078125,0.008403361344537815
r121,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2_0,straight straight left straight straight,1,5,0.015625,0.01680672268907563
r122,-A0_1,-A0_1 A0B0 B0_0,straight right,1,2,0.125,0.13445378151260504
r123,-A0_1,-A0_1 A0B0 B0B1 B1A1 A1_1,straight left left straight,2,4,0.015625,0.01680672268907563
r124,-A0_1,-A0_1 A0B0 B0B1 B1A1 A1A2 A2_0,straight left left right straight,3,5,0.00390625,0.004201680672268907
r125,-A0_1,-A0_1 A0B0 B0B1 B1C1 C1_1,straight left right straight,2,4,0.015625,0.01680672268907563
r126,-A0_1,-A0_1 A0B0 B0B1 B1C1 C1C0 C0_0,straight left right right straight,3,5,0.00390625,0.004201680672268907
r127,-A0_1,-A0_1 A0B0 B0B1 B1C1 C1C2 C2_0,straight left right left straight,3,5,0.00390625,0.004201680672268907
r128,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2A2 A2_1,straight left straight left straight,2,5,0.0078125,0.008403361344537815
r129,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2A2 A2_0,straight left straight left right,3,5,0.00390625,0.004201680672268907
r130,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2C2 C2_1,straight left straight right straight,2,5,0.0078125,0.008403361344537815
r131,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2C2 C2C1 C1C0 C0_0,straight left straight right right straight straight,3,7,0.0009765625,0.0010504201680672268
r132,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2C2 C2_0,straight left straight right left,3,5,0.00390625,0.004201680672268907
r133,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2_0,straight left straight straight,1,4,0.03125,0.03361344537815126
r134,-A0_1,-A0_1 A0_0,right,1,1,0.25,0.2689075630252101
r135,-A0_1,-A0_1 A0A1 A1_1,left left,2,2,0.0625,0.06722689075630252
r136,-A0_1,-A0_1 A0A1 A1B1 B1C1 C1_1,left right straight straight,2,4,0.015625,0.01680672268907563
r137,-A0_1,-A0_1 A0A1 A1B1 B1C1 C1C0 C0_0,left right straight right straight,3,5,0.00390625,0.004201680672268907
r138,-A0_1,-A0_1 A0A1 A1B1 B1C1 C1C2 C2_0,left right straight left straight,3,5,0.00390625,0.004201680672268907
r139,-A0_1,-A0_1 A0A1 A1B1 B1B0 B0_0,left right right straight,3,4,0.0078125,0.008403361344537815
r140,-A0_1,-A0_1 A0A1 A1B1 B1B2 B2_0,left right left straight,3,4,0.0078125,0.008403361344537815
r141,-A0_1,-A0_1 A0A1 A1A2 A2_1,left straight left,2,3,0.03125,0.03361344537815126
r142,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2C2 C2_1,left straight right straight straight,2,5,0.0078125,0.008403361344537815
r143,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2C2 C2C1 C1C0 C0_0,left straight right straight right straight straight,3,7,0.0009765625,0.0010504201680672268
r144,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2C2 C2_0,left straight right straight left,3,5,0.00390625,0.004201680672268907
r145,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2B1 B1B0 B0_0,left straight right right straight straight,3,6,0.001953125,0.0021008403361344537
r146,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2_0,left straight right left,3,4,0.0078125,0.008403361344537815
r147,-A0_1,-A0_1 A0A1 A1A2 A2_0,left straight straight,1,3,0.0625,0.06722689075630252
r148,-A1_1,-A1_1 A1B1 B1C1 C1_1,straight straight straight,0,3,0.125,0.1350210970464135
r149,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0B0 B0A0 A0_1,straight straight right right straight straight,2,6,0.00390625,0.004219409282700422
r150,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0B0 B0A0 A0_0,straight straight right right straight left,3,6,0.001953125,0.002109704641350211
r151,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0B0 B0_0,straight straight right right left,3,5,0.00390625,0.004219409282700422
r152,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0_1,straight straight right left,2,4,0.015625,0.016877637130801686
r153,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0_0,straight straight right straight,1,4,0.03125,0.03375527426160337
r154,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2B2 B2A2 A2_1,straight straight left left straight straight,2,6,0.00390625,0.004219409282700422
r155,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2B2 B2A2 A2_0,straight straight left left straight right,3,6,0.001953125,0.002109704641350211
r156,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2B2 B2_0,straight straight left left right,3,5,0.00390625,0.004219409282700422
r157,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2_1,straight straight left right,2,4,0.015625,0.016877637130801686
r158,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2_0,straight straight left straight,1,4,0.03125,0.03375527426160337
r159,-A1_1,-A1_1 A1B1 B1B0 B0A0 A0_1,straight right right straight,2,4,0.015625,0.016877637130801686
r160,-A1_1,-A1_1 A1B1 B1B0 B0A0 A0_0,straight right right left,3,4,0.0078125,0.008438818565400843
r161,-A1_1,-A1_1 A1B1 B1B0 B0C0 C0_1,straight right left straight,2,4,0.015625,0.016877637130801686
r162,-A1_1,-A1_1 A1B1 B1B0 B0C0 C0_0,straight right left right,3,4,0.0078125,0.008438818565400843
r163,-A1_1,-A1_1 A1B1 B1B0 B0C0 C0C1 C1C2 C2_0,straight right left left straight straight,3,6,0.001953125,0.002109704641350211
r164,-A1_1,-A1_1 A1B1 B1B0 B0_0,straight right straight,1,3,0.0625,0.06751054852320675
r165,-A1_1,-A1_1 A1B1 B1B2 B2A2 A2_1,straight left left straight,2,4,0.015625,0.016877637130801686
r166,-A1_1,-A1_1 A1B1 B1B2 B2A2 A2_0,straight left left right,3,4,0.0078125,0.008438818565400843
r167,-A1_1,-A1_1 A1B1 B1B2 B2C2 C2_1,straight left right straight,2,4,0.015625,0.016877637130801686
r168,-A1_1,-A1_1 A1B1 B1B2 B2C2 C2C1 C1C0 C0_0,straight left right right straight straight,3,6,0.001953125,0.002109704641350211
r169,-A1_1,-A1_1 A1B1 B1B2 B2C2 C2_0,straight left right left,3,4,0.0078125,0.008438818565400843
r170,-A1_1,-A1_1 A1B1 B1B2 B2_0,straight left straight,1,3,0.0625,0.06751054852320675
r171,-A1_1,-A1_1 A1A0 A0_1,right right,2,2,0.0625,0.06751054852320675
r172,-A1_1,-A1_1 A1A0 A0B0 B0C0 C0_1,right left straight straight,2,4,0.015625,0.016877637130801686
r173,-A1_1,-A1_1 A1A0 A0B0 B0C0 C0_0,right left straight right,3,4,0.0078125,0.008438818565400843
r174,-A1_1,-A1_1 A1A0 A0B0 B0C0 C0C1 C1C2 C2_0,right left straight left straight straight,3,6,0.001953125,0.002109704641350211
r175,-A1_1,-A1_1 A1A0 A0B0 B0_0,right left right,3,3,0.015625,0.016877637130801686
r176,-A1_1,-A1_1 A1A0 A0B0 B0B1 B1B2 B2_0,right left left straight straight,3,5,0.00390625,0.004219409282700422
r177,-A1_1,-A1_1 A1A0 A0_0,right straight,1,2,0.125,0.1350210970464135
r178,-A1_1,-A1_1 A1A2 A2_1,left left,2,2,0.0625,0.06751054852320675
r179,-A1_1,-A1_1 A1A2 A2B2 B2C2 C2_1,left right straight straight,2,4,0.015625,0.016877637130801686
r180,-A1_1,-A1_1 A1A2 A2B2 B2C2 C2C1 C1C0 C0_0,left right straight right straight straight,3,6,0.001953125,0.002109704641350211
r181,-A1_1,-A1_1 A1A2 A2B2 B2C2 C2_0,left right straight left,3,4,0.0078125,0.008438818565400843
r182,-A1_1,-A1_1 A1A2 A2B2 B2B1 B1B0 B0_0,left right right straight straight,3,5,0.00390625,0.004219409282700422
r183,-A1_1,-A1_1 A1A2 A2B2 B2_0,left right left,3,3,0.015625,0.016877637130801686
r184,-A1_1,-A1_1 A1A2 A2_0,left straight,1,2,0.125,0.1350210970464135
r185,-A2_1,-A2_1 A2B2 B2C2 C2_1,straight straight straight,0,3,0.125,0.13445378151260504
r186,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1B1 B1A1 A1_1,straight straight right right straight straight,2,6,0.00390625,0.004201680672268907
r187,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1B1 B1A1 A1A0 A0_0,straight straight right right straight left straight,3,7,0.0009765625,0.0010504201680672268
r188,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1B1 B1B0 B0_0,straight straight right right left straight,3,6,0.001953125,0.0021008403361344537
r189,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1_1,straight straight right left,2,4,0.015625,0.01680672268907563
r190,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0B0 B0A0 A0_1,straight straight right straight right straight straight,2,7,0.001953125,0.0021008403361344537
r191,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0B0 B0A0 A0_0,straight straight right straight right straight left,3,7,0.0009765625,0.0010504201680672268
r192,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0B0 B0_0,straight straight right straight right left,3,6,0.001953125,0.0021008403361344537
r193,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0_1,straight straight right straight left,2,5,0.0078125,0.008403361344537815
r194,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0_0,straight straight right straight straight,1,5,0.015625,0.01680672268907563
r195,-A2_1,-A2_1 A2B2 B2C2 C2_0,straight straight left,1,3,0.0625,0.06722689075630252
r196,-A2_1,-A2_1 A2B2 B2B1 B1A1 A1_1,straight right right straight,2,4,0.015625,0.01680672268907563
r197,-A2_1,-A2_1 A2B2 B2B1 B1A1 A1A0 A0_0,straight right right left straight,3,5,0.00390625,0.004201680672268907
r198,-A2_1,-A2_1 A2B2 B2B1 B1C1 C1_1,straight right left straight,2,4,0.015625,0.01680672268907563
r199,-A2_1,-A2_1 A2B2 B2B1 B1C1 C1C0 C0_0,straight right left right straight,3,5,0.00390625,0.004201680672268907
r200,-A2_1,-A2_1 A2B2 B2B1 B1C1 C1C2 C2_0,straight right left left straight,3,5,0.00390625,0.004201680672268907
r201,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0A0 A0_1,straight right straight right straight,2,5,0.0078125,0.008403361344537815
r202,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0A0 A0_0,straight right straight right left,3,5,0.00390625,0.004201680672268907
r203,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0C0 C0_1,straight right straight left straight,2,5,0.0078125,0.008403361344537815
r204,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0C0 C0_0,straight right straight left right,3,5,0.00390625,0.004201680672268907
r205,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0C0 C0C1 C1C2 C2_0,straight right straight left left straight straight,3,7,0.0009765625,0.0010504201680672268
r206,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0_0,straight right straight straight,1,4,0.03125,0.03361344537815126
r207,-A2_1,-A2_1 A2B2 B2_0,straight left,1,2,0.125,0.13445378151260504
r208,-A2_1,-A2_1 A2A1 A1_1,right right,2,2,0.0625,0.06722689075630252
r209,-A2_1,-A2_1 A2A1 A1B1 B1C1 C1_1,right left straight straight,2,4,0.015625,0.01680672268907563
r210,-A2_1,-A2_1 A2A1 A1B1 B1C1 C1C0 C0_0,right left straight right straight,3,5,0.00390625,0.004201680672268907
r211,-A2_1,-A2_1 A2A1 A1B1 B1C1 C1C2 C2_0,right left straight left straight,3,5,0.00390625,0.004201680672268907
r212,-A2_1,-A2_1 A2A1 A1B1 B1B0 B0_0,right left right straight,3,4,0.0078125,0.008403361344537815
r213,-A2_1,-A2_1 A2A1 A1B1 B1B2 B2_0,right left left straight,3,4,0.0078125,0.008403361344537815
r214,-A2_1,-A2_1 A2A1 A1A0 A0_1,right straight right,2,3,0.03125,0.03361344537815126
r215,-A2_1,-A2_1 A2A1 A1A0 A0B0 B0C0 C0_1,right straight left straight straight,2,5,0.0078125,0.008403361344537815
r216,-A2_1,-A2_1 A2A1 A1A0 A0B0 B0C0 C0_0,right straight left straight right,3,5,0.00390625,0.004201680672268907
