network,alpha,condition,run,shots,num_decisions,optimal_hits,optimum_recovery_rate,average_selected_energy,average_exact_min_energy,average_optimality_gap,average_travel_time,average_waiting_time,throughput
2x2,1.0,a10,16,512,600,600,1.0,-66.04691666666668,-66.04691666666668,0.0,90.92,37.82,721.0
2x2,1.0,a10,17,512,600,598,0.9966666666666667,-66.19378333333333,-66.26261666666666,0.06883333333333333,90.92,37.82,721.0
2x2,1.0,a10,18,512,600,599,0.9983333333333333,-66.26105,-66.26408333333333,0.0030333333333333458,90.92,37.82,721.0
2x2,1.0,a10,19,512,600,600,1.0,-66.04691666666668,-66.04691666666668,0.0,90.92,37.82,721.0
2x2,1.0,a10,20,512,600,598,0.9966666666666667,-66.38761666666666,-66.39085,0.0032333333333333415,90.92,37.82,721.0
3x3,0.0,a0,1,512,600,201,0.335,-155.93996666666666,-177.30913333333334,21.36916666666667,84.1,32.92,1712.0
3x3,0.0,a0,2,512,600,437,0.7283333333333334,-168.29838333333333,-172.16975000000002,3.8713666666666677,87.79,34.39,1719.0
3x3,0.0,a0,3,512,600,206,0.3433333333333333,-148.40875,-170.55285,22.1441,86.18,34.04,1704.0
3x3,0.0,a0,4,512,600,214,0.3566666666666667,-152.38496666666666,-172.7836,20.398633333333333,85.58,33.83,1706.0
3x3,0.0,a0,5,512,600,270,0.45,-160.59476666666666,-175.30203333333333,14.707266666666667,86.35,33.48,1721.0
3x3,0.0,a0,6,512,600,261,0.435,-153.83011666666667,-170.54471666666666,16.7146,83.08,32.43,1711.0
3x3,0.0,a0,7,512,600,217,0.3616666666666667,-153.07201666666668,-173.88745,20.815433333333335,87.72,34.66,1692.0
3x3,0.0,a0,8,512,600,202,0.33666666666666667,-153.96401666666668,-174.24745000000001,20.28343333333333,85.48,33.31,1706.0
3x3,0.0,a0,9,512,600,225,0.375,-151.97129999999999,-172.99403333333333,21.022733333333335,84.52,33.03,1685.0
3x3,0.0,a0,10,512,600,218,0.36333333333333334,-149.35338333333334,-169.89428333333333,20.5409,83.9,32.35,1691.0
3x3,0.0,a0,11,512,600,212,0.35333333333333333,-149.18471666666667,-170.81825,21.633533333333332,83.68,33.17,1691.0
3x3,0.0,a0,12,512,600,443,0.7383333333333333,-166.7304,-170.30166666666668,3.5712666666666677,86.17,33.13,1745.0
3x3,0.0,a0,13,512,600,252,0.42,-157.4846,-175.98876666666666,18.504166666666666,85.06,33.33,1692.0
3x3,0.0,a0,14,512,600,241,0.40166666666666667,-148.91035000000002,-169.04485,20.134500000000003,85.93,34.03,1702.0
3x3,0.0,a0,15,512,600,452,0.7533333333333333,-169.99360000000001,-172.77146666666667,2.777866666666668,88.07,34.42,1719.0
3x3,0.0,a0,16,512,600,229,0.38166666666666665,-148.02911666666668,-169.11051666666665,21.0814,83.43,32.55,1692.0
3x3,0.0,a0,17,512,600,211,0.3516666666666667,-148.69725,-169.39355,20.6963,81.84,31.82,1702.0
3x3,0.0,a0,18,512,600,229,0.38166666666666665,-152.34416666666667,-171.44256666666666,19.0984,86.05,33.81,1697.0
3x3,0.0,a0,19,512,600,230,0.38333333333333336,-153.32240000000002,-171.05013333333335,17.727733333333337,86.52,34.65,1673.0
3x3,0.0,a0,20,512,600,260,0.43333333333333335,-151.7559,-167.2851,15.529200000000001,84.21,33.43,1694.0
3x3,0.1,a1,1,512,600,239,0.3983333333333333,-206.65716666666668,-232.87893333333332,26.221766666666667,160.37,43.89,1441.0
3x3,0.1,a1,2,512,600,262,0.43666666666666665,-199.23094999999998,-223.84235,24.6114,158.78,43.17,1442.0
3x3,0.1,a1,3,512,600,244,0.4066666666666667,-208.37906666666666,-234.0898,25.71073333333333,160.57,43.15,1428.0
3x3,0.1,a1,4,512,600,259,0.43166666666666664,-200.66208333333333,-222.52551666666668,21.863433333333333,155.62,43.28,1411.0
3x3,0.1,a1,5,512,600,269,0.4483333333333333,-200.8638,-223.07683333333335,22.213033333333332,157.32,42.82,1403.0
3x3,0.1,a1,6,512,600,239,0.3983333333333333,-192.61173333333332,-216.87296666666666,24.261233333333333,154.16,43.33,1409.0
3x3,0.1,a1,7,512,600,268,0.44666666666666666,-201.52271666666664,-225.76431666666667,24.2416,160.96,43.64,1418.0
3x3,0.1,a1,8,512,600,275,0.4583333333333333,-207.63253333333333,-230.88466666666665,23.252133333333333,159.12,44.4,1424.0
3x3,0.1,a1,9,512,600,234,0.39,-196.44656666666668,-222.9131,26.466533333333334,155.45,42.61,1438.0
3x3,0.1,a1,10,512,600,270,0.45,-204.1707,-224.50929999999997,20.3386,150.49,41.84,1475.0
3x3,0.1,a1,11,512,600,270,0.45,-209.68359999999998,-230.76433333333335,21.080733333333335,156.77,44.2,1423.0
3x3,0.1,a1,12,512,600,274,0.45666666666666667,-206.6597,-228.29693333333333,21.637233333333334,154.22,43.72,1422.0
3x3,0.1,a1,13,512,600,258,0.43,-202.04073333333335,-224.40816666666666,22.36743333333333,161.63,43.96,1394.0
3x3,0.1,a1,14,512,600,279,0.465,-200.11453333333333,-221.44833333333332,21.3338,154.5,43.44,1426.0
3x3,0.1,a1,15,512,600,273,0.455,-201.73008333333334,-222.70575000000002,20.975666666666665,155.18,43.87,1446.0
3x3,0.1,a1,16,512,600,241,0.40166666666666667,-202.11278333333334,-228.3437166666667,26.230933333333333,157.13,42.6,1453.0
3x3,0.1,a1,17,512,600,268,0.44666666666666666,-193.70469999999997,-216.0423,22.337600000000002,152.33,42.86,1458.0
3x3,0.1,a1,18,512,600,261,0.435,-204.04305,-227.48588333333333,23.442833333333336,153.99,44.2,1420.0
3x3,0.1,a1,19,512,600,267,0.445,-201.82469999999998,-224.31566666666666,22.490966666666665,154.46,42.17,1452.0
3x3,0.1,a1,20,512,600,255,0.425,-201.88465,-224.32838333333333,22.443733333333334,159.48,43.19,1405.0
3x3,0.2,a2,1,512,600,254,0.42333333333333334,-206.83784999999997,-230.41418333333334,23.57633333333333,159.22,43.93,1365.0
3x3,0.2,a2,2,512,600,250,0.4166666666666667,-199.62593333333334,-223.74713333333332,24.121199999999998,158.69,44.18,1409.0
3x3,0.2,a2,3,512,600,266,0.44333333333333336,-207.80333333333334,-230.25603333333333,22.452699999999997,161.61,42.93,1416.0
3x3,0.2,a2,4,512,600,249,0.415,-197.81216666666668,-221.40666666666667,23.5945,156.09,42.14,1412.0
3x3,0.2,a2,5,512,600,258,0.43,-206.86271666666664,-232.80738333333332,25.944666666666667,150.63,42.0,1344.0
3x3,0.2,a2,6,512,600,248,0.41333333333333333,-206.97878333333333,-233.61371666666665,26.634933333333333,162.32,45.19,1405.0
3x3,0.2,a2,7,512,600,236,0.3933333333333333,-210.26871666666665,-238.59358333333333,28.32486666666667,145.3,41.71,1365.0
3x3,0.2,a2,8,512,600,265,0.44166666666666665,-217.73958333333334,-240.28978333333333,22.550199999999997,161.65,44.26,1351.0
3x3,0.2,a2,9,512,600,282,0.47,-204.10881666666666,-226.64391666666668,22.5351,157.23,43.76,1356.0
3x3,0.2,a2,10,512,600,242,0.4033333333333333,-200.49741666666665,-225.96054999999998,25.463133333333335,155.0,43.77,1375.0
3x3,0.2,a2,11,512,600,277,0.46166666666666667,-211.07205,-231.10564999999997,20.0336,154.24,42.69,1407.0
3x3,0.2,a2,12,512,600,256,0.4266666666666667,-200.12213333333332,-223.2952333333333,23.1731,158.23,43.17,1429.0
3x3,0.2,a2,13,512,600,229,0.38166666666666665,-195.18338333333332,-221.73691666666664,26.55353333333333,156.77,42.8,1434.0
3x3,0.2,a2,14,512,600,247,0.4116666666666667,-203.88493333333332,-229.21353333333332,25.328599999999998,157.27,43.66,1405.0
3x3,0.2,a2,15,512,600,234,0.39,-213.33145,-239.46005,26.128600000000002,141.95,41.63,1289.0
3x3,0.2,a2,16,512,600,290,0.48333333333333334,-209.89586666666668,-233.56743333333333,23.671566666666667,162.51,45.07,1414.0
3x3,0.2,a2,17,512,600,268,0.44666666666666666,-209.1492333333333,-231.4573,22.30806666666667,150.48,43.63,1310.0
3x3,0.2,a2,18,512,600,280,0.4666666666666667,-200.75928333333331,-222.14531666666667,21.386033333333334,157.67,42.6,1373.0
3x3,0.2,a2,19,512,600,269,0.4483333333333333,-207.44338333333334,-230.99405,23.550666666666665,155.04,42.42,1411.0
3x3,0.2,a2,20,512,600,257,0.42833333333333334,-214.05505,-237.85951666666665,23.804466666666666,159.24,44.44,1376.0
3x3,0.3,a3,1,512,600,266,0.44333333333333336,-215.39886666666666,-240.9478333333333,25.548966666666665,166.44,42.39,1363.0
3x3,0.3,a3,2,512,600,233,0.3883333333333333,-210.79745,-240.46804999999998,29.6706,139.33,41.43,1174.0
3x3,0.3,a3,3,512,600,290,0.48333333333333334,-215.96023333333332,-238.28453333333334,22.3243,160.26,42.54,1315.0
3x3,0.3,a3,4,512,600,250,0.4166666666666667,-212.7078833333333,-240.06451666666666,27.35663333333333,156.52,43.59,1258.0
3x3,0.3,a3,5,512,600,254,0.42333333333333334,-219.96621666666664,-245.50215,25.535933333333332,151.27,43.35,1225.0
3x3,0.3,a3,6,512,600,243,0.405,-211.5961,-240.3349333333333,28.738833333333332,157.31,42.69,1210.0
3x3,0.3,a3,7,512,600,281,0.4683333333333333,-205.97841666666665,-229.33238333333333,23.353966666666665,152.14,41.42,1262.0
3x3,0.3,a3,8,512,600,270,0.45,-213.31703333333334,-237.98183333333336,24.664800000000003,145.88,41.46,1119.0
3x3,0.3,a3,9,512,600,281,0.4683333333333333,-207.45039999999997,-233.77673333333334,26.32633333333333,165.08,44.1,1312.0
3x3,0.3,a3,10,512,600,250,0.4166666666666667,-219.13313333333335,-246.40696666666665,27.273833333333332,138.51,41.9,1150.0
3x3,0.3,a3,11,512,600,277,0.46166666666666667,-207.24561666666665,-229.51255,22.266933333333334,133.94,40.38,1135.0
3x3,0.3,a3,12,512,600,235,0.39166666666666666,-209.24338333333333,-235.94961666666666,26.706233333333333,155.9,42.31,1300.0
3x3,0.3,a3,13,512,600,271,0.45166666666666666,-216.50531666666666,-242.46188333333333,25.956566666666667,159.69,44.31,1224.0
3x3,0.3,a3,14,512,600,306,0.51,-207.6005,-227.08819999999997,19.487699999999997,158.28,41.58,1095.0
3x3,0.3,a3,15,512,600,221,0.36833333333333335,-208.91303333333332,-239.7776,30.86456666666667,160.17,42.67,1287.0
3x3,0.3,a3,16,512,600,259,0.43166666666666664,-204.98625,-232.94448333333332,27.958233333333332,162.87,44.37,1348.0
3x3,0.3,a3,17,512,600,251,0.41833333333333333,-213.12626666666665,-239.24823333333333,26.121966666666665,155.23,43.01,1162.0
3x3,0.3,a3,18,512,600,284,0.47333333333333333,-215.40258333333333,-238.7172833333333,23.3147,158.96,41.77,1376.0
3x3,0.3,a3,19,512,600,278,0.4633333333333333,-207.56601666666666,-231.90328333333335,24.337266666666668,159.76,43.1,1206.0
3x3,0.3,a3,20,512,600,240,0.4,-209.27951666666667,-235.39924999999997,26.119733333333333,155.49,42.33,1257.0
3x3,0.4,a4,1,512,600,202,0.33666666666666667,-197.92515,-233.04655,35.1214,147.6,41.2,1046.0
3x3,0.4,a4,2,512,600,226,0.37666666666666665,-204.27815,-235.63958333333332,31.361433333333334,163.9,41.76,1157.0
3x3,0.4,a4,3,512,600,257,0.42833333333333334,-207.97983333333332,-234.00633333333332,26.0265,166.42,43.42,1282.0
3x3,0.4,a4,4,512,600,249,0.415,-204.13271666666665,-232.8276833333333,28.694966666666666,173.94,44.16,1183.0
3x3,0.4,a4,5,512,600,240,0.4,-205.04343333333333,-233.67453333333333,28.6311,173.48,44.12,1155.0
3x3,0.4,a4,6,512,600,218,0.36333333333333334,-195.16816666666665,-225.32199999999997,30.15383333333333,160.82,42.43,1174.0
3x3,0.4,a4,7,512,600,246,0.41,-205.80229999999997,-231.6599666666667,25.857666666666667,148.7,41.93,1210.0
3x3,0.4,a4,8,512,600,253,0.4216666666666667,-210.26155,-235.96405,25.7025,162.64,43.17,1135.0
3x3,0.4,a4,9,512,600,252,0.42,-205.05926666666667,-231.86683333333335,26.80756666666667,150.73,41.09,1073.0
3x3,0.4,a4,10,512,600,279,0.465,-195.53523333333334,-217.56333333333333,22.028100000000002,160.49,40.9,1316.0
3x3,0.4,a4,11,512,600,242,0.4033333333333333,-204.29193333333333,-232.34476666666663,28.052833333333336,167.7,43.6,1253.0
3x3,0.4,a4,12,512,600,251,0.41833333333333333,-205.50463333333335,-233.98093333333333,28.4763,168.85,44.03,1246.0
3x3,0.4,a4,13,512,600,260,0.43333333333333335,-202.14835,-228.31025,26.1619,174.15,43.26,1243.0
3x3,0.4,a4,14,512,600,250,0.4166666666666667,-209.16448333333335,-239.11064999999996,29.946166666666667,144.99,41.16,1000.0
3x3,0.4,a4,15,512,600,195,0.325,-197.20181666666667,-231.01638333333332,33.814566666666664,152.52,41.69,1111.0
3x3,0.4,a4,16,512,600,232,0.38666666666666666,-199.34376666666665,-227.44203333333334,28.098266666666664,176.27,43.73,1216.0
3x3,0.4,a4,17,512,600,286,0.4766666666666667,-206.79723333333334,-230.36163333333334,23.5644,150.99,40.9,1165.0
3x3,0.4,a4,18,512,600,218,0.36333333333333334,-204.1727,-235.12673333333333,30.95403333333333,173.95,43.91,1222.0
3x3,0.4,a4,19,512,600,229,0.38166666666666665,-206.74903333333333,-237.0889333333333,30.339899999999997,148.54,41.3,1048.0
3x3,0.4,a4,20,512,600,262,0.43666666666666665,-201.26368333333332,-227.3549833333333,26.091299999999997,167.56,42.59,1223.0
3x3,0.5,a5,1,512,600,261,0.435,-196.97385,-222.21668333333335,25.242833333333333,170.1,43.17,1165.0
3x3,0.5,a5,2,512,600,243,0.405,-187.19191666666666,-212.74101666666667,25.549100000000003,179.45,41.33,1141.0
3x3,0.5,a5,3,512,600,212,0.35333333333333333,-191.07483333333332,-220.91753333333332,29.842699999999997,171.37,41.92,1159.0
3x3,0.5,a5,4,512,600,249,0.415,-189.82649999999998,-212.84599999999998,23.0195,168.18,42.15,1118.0
3x3,0.5,a5,5,512,600,233,0.3883333333333333,-186.4117,-215.98136666666664,29.569666666666667,174.97,42.48,1199.0
3x3,0.5,a5,6,512,600,209,0.34833333333333333,-191.30605,-223.32054999999997,32.0145,156.87,39.76,1147.0
3x3,0.5,a5,7,512,600,284,0.47333333333333333,-198.25611666666666,-218.92085,20.664733333333334,162.37,41.69,1184.0
3x3,0.5,a5,8,512,600,235,0.39166666666666666,-195.69863333333333,-221.9076333333333,26.209,169.59,41.92,1126.0
3x3,0.5,a5,9,512,600,268,0.44666666666666666,-199.28,-223.79653333333331,24.516533333333335,175.57,42.0,1162.0
3x3,0.5,a5,10,512,600,255,0.425,-197.17598333333333,-223.12595000000002,25.94996666666667,174.78,42.38,1160.0
3x3,0.5,a5,11,512,600,214,0.3566666666666667,-188.32240000000002,-219.01139999999998,30.689000000000004,162.87,42.26,1160.0
3x3,0.5,a5,12,512,600,247,0.4116666666666667,-191.1961,-215.87300000000002,24.6769,161.29,41.71,1103.0
3x3,0.5,a5,13,512,600,285,0.475,-199.94566666666665,-221.67049999999998,21.724833333333333,161.06,42.21,1088.0
3x3,0.5,a5,14,512,600,253,0.4216666666666667,-201.49445,-226.62865,25.1342,186.06,43.29,1210.0
3x3,0.5,a5,15,512,600,223,0.37166666666666665,-186.5549,-215.62116666666665,29.06626666666667,165.28,42.44,1084.0
3x3,0.5,a5,16,512,600,199,0.33166666666666667,-189.47723333333332,-221.55460000000002,32.07736666666667,165.56,42.91,1067.0
3x3,0.5,a5,17,512,600,264,0.44,-198.96608333333333,-222.55024999999998,23.58416666666667,175.49,44.22,1097.0
3x3,0.5,a5,18,512,600,246,0.41,-194.3611,-224.39423333333335,30.033133333333335,168.59,42.14,1121.0
3x3,0.5,a5,19,512,600,263,0.43833333333333335,-204.24001666666666,-226.22181666666665,21.9818,188.12,44.59,1134.0
3x3,0.5,a5,20,512,600,247,0.4116666666666667,-192.35931666666667,-219.83034999999998,27.471033333333338,172.59,42.73,1152.0
3x3,0.6,a6,1,512,600,284,0.47333333333333333,-189.4855,-213.06563333333332,23.580133333333333,174.93,41.8,1114.0
3x3,0.6,a6,2,512,600,256,0.4266666666666667,-187.69931666666665,-209.80311666666665,22.1038,173.66,42.03,1076.0
3x3,0.6,a6,3,512,600,270,0.45,-192.4022,-214.42513333333335,22.022933333333334,180.5,42.31,1146.0
3x3,0.6,a6,4,512,600,260,0.43333333333333335,-187.66635,-212.42151666666666,24.755166666666668,180.83,42.65,1136.0
3x3,0.6,a6,5,512,600,254,0.42333333333333334,-187.88785,-211.69875,23.8109,185.49,42.07,1091.0
3x3,0.6,a6,6,512,600,264,0.44,-192.50181666666666,-213.05901666666668,20.557199999999998,181.44,42.61,1081.0
3x3,0.6,a6,7,512,600,278,0.4633333333333333,-189.22533333333334,-209.15426666666667,19.928933333333333,186.49,42.98,1089.0
3x3,0.6,a6,8,512,600,203,0.3383333333333333,-179.20876666666666,-210.09396666666666,30.885199999999998,185.32,43.02,1064.0
3x3,0.6,a6,9,512,600,239,0.3983333333333333,-186.60483333333332,-211.3682,24.763366666666666,185.69,43.29,1115.0
3x3,0.6,a6,10,512,600,247,0.4116666666666667,-184.42631666666665,-208.26731666666666,23.841,186.17,43.49,1001.0
3x3,0.6,a6,11,512,600,248,0.41333333333333333,-186.59198333333333,-210.11288333333331,23.5209,189.05,44.68,1080.0
3x3,0.6,a6,12,512,600,240,0.4,-188.24951666666666,-212.50815,24.258633333333332,177.85,42.13,1092.0
3x3,0.6,a6,13,512,600,245,0.4083333333333333,-186.57391666666666,-211.67341666666667,25.099500000000003,189.19,43.62,1082.0
3x3,0.6,a6,14,512,600,236,0.3933333333333333,-185.91044999999997,-210.31285,24.4024,180.85,41.58,1105.0
3x3,0.6,a6,15,512,600,244,0.4066666666666667,-187.34618333333333,-210.89195,23.54576666666667,173.63,41.43,1093.0
3x3,0.6,a6,16,512,600,273,0.455,-190.42156666666668,-209.6593333333333,19.237766666666666,179.19,41.72,1095.0
3x3,0.6,a6,17,512,600,234,0.39,-188.31265,-213.40431666666666,25.091666666666665,186.43,43.08,1070.0
3x3,0.6,a6,18,512,600,206,0.3433333333333333,-182.50626666666665,-212.12263333333334,29.616366666666668,183.66,42.78,1022.0
3x3,0.6,a6,19,512,600,214,0.3566666666666667,-179.64978333333332,-207.98038333333332,28.3306,181.7,42.73,1037.0
3x3,0.6,a6,20,512,600,258,0.43,-193.8434,-219.03203333333335,25.188633333333335,200.86,44.87,1005.0
3x3,0.7,a7,1,512,600,233,0.3883333333333333,-182.56598333333332,-209.0442833333333,26.4783,191.86,43.78,1001.0
3x3,0.7,a7,2,512,600,284,0.47333333333333333,-194.75341666666668,-212.82588333333334,18.072466666666667,197.57,44.25,957.0
3x3,0.7,a7,3,512,600,239,0.3983333333333333,-173.32821666666666,-199.12531666666666,25.7971,196.78,43.69,997.0
3x3,0.7,a7,4,512,600,235,0.39166666666666666,-182.10908333333333,-205.58538333333334,23.476300000000002,202.67,44.48,950.0
3x3,0.7,a7,5,512,600,237,0.395,-181.46913333333333,-207.08329999999998,25.614166666666666,206.31,44.21,976.0
3x3,0.7,a7,6,512,600,240,0.4,-187.29986666666667,-211.25276666666667,23.9529,196.21,44.52,926.0
3x3,0.7,a7,7,512,600,222,0.37,-183.21343333333334,-207.27266666666665,24.05923333333333,194.26,44.06,964.0
3x3,0.7,a7,8,512,600,240,0.4,-175.85801666666666,-198.01928333333333,22.161266666666666,181.35,41.73,1060.0
3x3,0.7,a7,9,512,600,231,0.385,-180.12078333333332,-205.41518333333335,25.2944,199.5,44.05,946.0
3x3,0.7,a7,10,512,600,244,0.4066666666666667,-178.53301666666667,-203.26805000000002,24.735033333333334,201.82,44.51,968.0
3x3,0.7,a7,11,512,600,228,0.38,-183.6526,-208.93146666666667,25.278866666666666,202.9,43.93,945.0
3x3,0.7,a7,12,512,600,280,0.4666666666666667,-187.4577,-207.03893333333335,19.581233333333333,193.13,42.33,1026.0
3x3,0.7,a7,13,512,600,294,0.49,-192.27676666666667,-210.48456666666664,18.2078,199.2,43.46,977.0
3x3,0.7,a7,14,512,600,253,0.4216666666666667,-185.0359,-207.8852,22.8493,190.69,42.87,1005.0
3x3,0.7,a7,15,512,600,230,0.38333333333333336,-179.79173333333333,-204.76846666666668,24.976733333333335,201.47,44.24,969.0
3x3,0.7,a7,16,512,600,251,0.41833333333333333,-186.47404999999998,-210.57121666666666,24.09716666666667,201.7,44.26,971.0
3x3,0.7,a7,17,512,600,227,0.37833333333333335,-180.1233,-205.04413333333332,24.920833333333334,199.85,44.07,975.0
3x3,0.7,a7,18,512,600,289,0.4816666666666667,-185.67288333333332,-206.06991666666667,20.397033333333336,197.61,43.37,1018.0
3x3,0.7,a7,19,512,600,241,0.40166666666666667,-181.55663333333334,-206.71326666666664,25.156633333333332,203.59,44.17,990.0
3x3,0.7,a7,20,512,600,272,0.4533333333333333,-189.1170666666667,-210.47923333333333,21.362166666666667,191.45,42.94,977.0
3x3,0.8,a8,1,512,600,235,0.39166666666666666,-180.1522,-202.63256666666666,22.48036666666667,218.98,45.99,842.0
3x3,0.8,a8,2,512,600,268,0.44666666666666666,-181.73408333333333,-204.70948333333334,22.9754,210.69,45.4,915.0
3x3,0.8,a8,3,512,600,273,0.455,-178.72063333333332,-199.0144,20.293766666666667,216.67,44.98,924.0
3x3,0.8,a8,4,512,600,254,0.42333333333333334,-173.6887,-195.56986666666666,21.88116666666667,206.23,44.71,925.0
3x3,0.8,a8,5,512,600,260,0.43333333333333335,-181.3809,-201.2725,19.8916,216.46,45.39,909.0
3x3,0.8,a8,6,512,600,234,0.39,-174.55863333333332,-198.134,23.575366666666664,227.93,45.82,884.0
3x3,0.8,a8,7,512,600,234,0.39,-177.4012,-203.98946666666666,26.58826666666667,212.58,45.56,836.0
3x3,0.8,a8,8,512,600,234,0.39,-176.70236666666668,-202.74733333333333,26.044966666666667,206.82,44.76,929.0
3x3,0.8,a8,9,512,600,259,0.43166666666666664,-173.4825833333333,-196.45354999999998,22.970966666666666,207.74,44.77,942.0
3x3,0.8,a8,10,512,600,232,0.38666666666666666,-183.11445,-208.01755,24.903100000000002,216.57,45.54,852.0
3x3,0.8,a8,11,512,600,266,0.44333333333333336,-178.2713,-198.41876666666667,20.147466666666666,206.48,43.7,905.0
3x3,0.8,a8,12,512,600,242,0.4033333333333333,-178.61076666666665,-200.4218,21.811033333333334,205.54,44.31,925.0
3x3,0.8,a8,13,512,600,247,0.4116666666666667,-177.88211666666666,-203.26221666666666,25.380100000000002,218.52,45.77,912.0
3x3,0.8,a8,14,512,600,243,0.405,-177.20289999999997,-201.32076666666666,24.117866666666664,212.91,45.69,914.0
3x3,0.8,a8,15,512,600,222,0.37,-173.1189,-197.3678,24.2489,206.97,45.19,876.0
3x3,0.8,a8,16,512,600,226,0.37666666666666665,-175.52625,-202.80521666666664,27.278966666666665,210.82,45.29,842.0
3x3,0.8,a8,17,512,600,286,0.4766666666666667,-183.72968333333333,-204.70604999999998,20.976366666666667,213.18,44.5,897.0
3x3,0.8,a8,18,512,600,225,0.375,-177.4223333333333,-203.10923333333332,25.686899999999998,217.06,45.96,923.0
3x3,0.8,a8,19,512,600,213,0.355,-179.66578333333334,-206.29628333333335,26.630499999999998,214.48,45.58,910.0
3x3,0.8,a8,20,512,600,268,0.44666666666666666,-186.5968,-208.09823333333333,21.501433333333335,211.99,45.05,897.0
3x3,0.9,a9,1,512,600,245,0.4083333333333333,-180.80261666666667,-203.70335,22.900733333333335,224.47,46.38,831.0
3x3,0.9,a9,2,512,600,237,0.395,-185.16021666666668,-206.54158333333334,21.381366666666665,220.2,46.69,768.0
3x3,0.9,a9,3,512,600,217,0.3616666666666667,-180.53306666666666,-205.209,24.675933333333337,224.3,45.89,834.0
3x3,0.9,a9,4,512,600,199,0.33166666666666667,-171.46161666666666,-200.67454999999998,29.212933333333332,229.87,47.52,782.0
3x3,0.9,a9,5,512,600,229,0.38166666666666665,-173.76399999999998,-199.94646666666665,26.18246666666667,223.19,46.73,831.0
3x3,0.9,a9,6,512,600,282,0.47,-177.7648333333333,-197.61149999999998,19.846666666666668,213.84,44.31,884.0
3x3,0.9,a9,7,512,600,240,0.4,-176.15104999999997,-199.30501666666666,23.15396666666667,218.51,44.51,878.0
3x3,0.9,a9,8,512,600,239,0.3983333333333333,-178.69578333333334,-202.00495,23.309166666666666,225.76,46.65,792.0
3x3,0.9,a9,9,512,600,245,0.4083333333333333,-169.962,-193.26253333333332,23.300533333333334,217.37,44.75,890.0
3x3,0.9,a9,10,512,600,226,0.37666666666666665,-167.48416666666665,-193.84383333333335,26.35966666666667,216.8,45.77,900.0
3x3,0.9,a9,11,512,600,212,0.35333333333333333,-166.77251666666666,-195.00728333333333,28.23476666666667,224.84,45.73,869.0
3x3,0.9,a9,12,512,600,226,0.37666666666666665,-174.83001666666667,-199.67034999999998,24.840333333333334,229.36,46.66,826.0
3x3,0.9,a9,13,512,600,247,0.4116666666666667,-176.14288333333332,-199.32608333333332,23.1832,223.05,45.85,879.0
3x3,0.9,a9,14,512,600,231,0.385,-169.17036666666667,-193.13413333333332,23.963766666666668,212.86,45.16,912.0
3x3,0.9,a9,15,512,600,224,0.37333333333333335,-172.20378333333332,-197.1393833333333,24.9356,211.91,44.57,880.0
3x3,0.9,a9,16,512,600,244,0.4066666666666667,-182.04058333333333,-204.88524999999998,22.84466666666667,222.65,45.06,829.0
3x3,0.9,a9,17,512,600,258,0.43,-174.62096666666667,-196.87529999999998,22.254333333333335,215.16,45.13,893.0
3x3,0.9,a9,18,512,600,248,0.41333333333333333,-172.74206666666666,-197.2283666666667,24.4863,221.94,45.46,864.0
3x3,0.9,a9,19,512,600,239,0.3983333333333333,-177.04555,-200.14865,23.1031,225.59,46.09,786.0
3x3,0.9,a9,20,512,600,272,0.4533333333333333,-182.42968333333332,-205.28414999999998,22.854466666666667,218.63,45.74,825.0
3x3,1.0,a10,1,512,600,188,0.31333333333333335,-145.97245,-169.47491666666667,23.502466666666667,131.81,40.1,1020.0
3x3,1.0,a10,2,512,600,315,0.525,-147.64413333333331,-159.73206666666664,12.087933333333334,138.32,40.9,1013.0
3x3,1.0,a10,3,512,600,350,0.5833333333333334,-152.40538333333333,-163.11441666666667,10.709033333333334,137.87,40.92,1015.0
3x3,1.0,a10,4,512,600,308,0.5133333333333333,-142.22708333333333,-155.00711666666666,12.780033333333334,133.19,41.15,1032.0
3x3,1.0,a10,5,512,600,409,0.6816666666666666,-164.39948333333334,-170.63781666666668,6.2383333333333315,132.9,40.48,1016.0
3x3,1.0,a10,6,512,600,430,0.7166666666666667,-160.59351666666666,-165.30955,4.716033333333332,131.48,39.42,1023.0
3x3,1.0,a10,7,512,600,172,0.2866666666666667,-144.14079999999998,-168.41333333333333,24.27253333333333,131.25,39.49,1033.0
3x3,1.0,a10,8,512,600,178,0.2966666666666667,-137.94235,-160.28951666666666,22.347166666666666,130.53,39.87,1014.0
3x3,1.0,a10,9,512,600,309,0.515,-148.39094999999998,-160.53471666666667,12.143766666666666,132.74,39.85,1025.0
3x3,1.0,a10,10,512,600,329,0.5483333333333333,-152.97066666666666,-164.08706666666666,11.1164,136.09,40.68,1002.0
3x3,1.0,a10,11,512,600,319,0.5316666666666666,-149.47396666666666,-161.36446666666666,11.8905,136.44,40.62,1002.0
3x3,1.0,a10,12,512,600,324,0.54,-148.76194999999998,-160.32038333333333,11.558433333333333,137.3,41.73,1002.0
3x3,1.0,a10,13,512,600,179,0.29833333333333334,-147.87533333333332,-171.30863333333332,23.4333,131.42,38.95,1013.0
3x3,1.0,a10,14,512,600,444,0.74,-161.16151666666667,-164.96678333333332,3.8052666666666664,134.39,41.45,1002.0
3x3,1.0,a10,15,512,600,335,0.5583333333333333,-152.33211666666665,-164.32305,11.990933333333334,134.62,40.19,1016.0
