signal_id,signal_description,latitude,longitude,assigned_count_stations,u,total_N_flow,total_S_flow,total_E_flow,total_W_flow,total_NE_flow,total_NW_flow,total_SE_flow,total_SW_flow,max_station_distance,average_station_distance,nonzero_direction_buckets
82200,4TH E AVE AND 4TH AVE,47.6183847831619,-122.348893668887,6,29505.0,28911.0,0.0,0.0,594.0,0.0,0.0,0.0,0.0,34.64401928438927,34.64401928438928,2
13544,AURORA AVE N AND N 61ST ST,47.6731504730652,-122.347248329955,9,29472.0,29472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.98029939898413,72.98029939898413,1
39122,BOREN AVE AND VIRGINIA ST,47.6177136358993,-122.334017901215,5,29418.0,6775.0,0.0,0.0,0.0,8045.0,14598.0,0.0,0.0,43.32826428985544,39.954442468087926,3
219106,ASHWORTH AVE N AND N 145TH ST,47.7341325937302,-122.339686687682,4,29408.0,0.0,0.0,14349.0,15059.0,0.0,0.0,0.0,0.0,129.91398935237024,129.91398935237024,2
23117,UNIVERSITY WAY NE AND NE 43RD ST,47.6597951204649,-122.313168337187,16,29196.0,0.0,0.0,15041.0,14155.0,0.0,0.0,0.0,0.0,142.4684771736556,140.60017567581926,2
15706,21ST AVE NE AND NE 54TH ST,47.6679969121078,-122.30547817506,11,29176.0,0.0,0.0,13274.0,15902.0,0.0,0.0,0.0,0.0,127.08156417538099,126.08655935959182,2
44520,OCCIDENTAL AVE S AND YESLER WAY,47.6017207358523,-122.332873706937,11,29076.0,0.0,0.0,2869.0,6987.0,4700.0,0.0,0.0,14520.0,136.2150226156445,136.21502261564453,4
45140,26TH AVE S AND S JACKSON ST,47.5992519814622,-122.298668121441,6,29069.0,0.0,0.0,14197.0,14872.0,0.0,0.0,0.0,0.0,149.99492579816217,149.99492579816217,2
51712,1ST AVE S AND S LANDER ST,47.5798111383591,-122.334200815738,4,29051.0,0.0,0.0,0.0,29051.0,0.0,0.0,0.0,0.0,114.94854798363362,114.94854798363362,1
64723,4TH AVE S AND S MEAD ST,47.5510759669446,-122.329572014735,3,28805.0,9542.0,19263.0,0.0,0.0,0.0,0.0,0.0,0.0,145.79366051736181,123.26851691389454,2
21456,CREMONA ST AND QUEEN ANNE AVE N,47.6495415359815,-122.357678307918,3,28798.0,0.0,0.0,0.0,0.0,0.0,11790.0,17008.0,0.0,75.6784998267776,75.6784998267776,2
82196,WEST MARGINAL WAY SW AND SW SPOKANE ST,47.5713088731036,-122.356587212968,4,28670.0,0.0,0.0,13784.0,0.0,0.0,7699.0,7187.0,0.0,27.476643440090992,27.476643440090992,3
78664,CLOVERDALE ST ON RP AND S CLOVERDALE E ST,47.5264680704241,-122.3237748231,6,28652.0,0.0,0.0,21084.0,7568.0,0.0,0.0,0.0,0.0,105.64264744051478,105.64264744051478,2
45117,26TH AVE AND E YESLER WAY,47.6016606256908,-122.298917342836,6,28509.0,0.0,0.0,13550.0,14959.0,0.0,0.0,0.0,0.0,129.97032234158206,129.97032234158203,2
11337,SHILSHOLE AVE NW AND NW 46TH ST,47.6622071015016,-122.378302420639,4,28480.0,0.0,0.0,0.0,0.0,0.0,14273.0,14207.0,0.0,79.65754710925933,79.65754710925933,2
52329,26TH AVE S AND S MCCLELLAN ST,47.5783503346726,-122.299274097283,6,28385.0,0.0,0.0,21318.0,7067.0,0.0,0.0,0.0,0.0,138.1370307691937,129.02666484353344,2
70724,15TH AVE SW AND SW HOLDEN ST,47.5336859781152,-122.353914922083,4,28320.0,0.0,0.0,6298.0,22022.0,0.0,0.0,0.0,0.0,137.53677739613707,137.53677739613707,2
56664,WEST SEATTLE BRIDGE TRL AND SW SPOKANE NR ST,47.571558652934,-122.3480069883,6,28225.0,0.0,0.0,0.0,28225.0,0.0,0.0,0.0,0.0,112.12014452127549,112.12014452127549,1
21252,7TH AVE NW AND NW 43RD ST,47.6589433346561,-122.36504637173,2,28154.0,0.0,0.0,0.0,0.0,0.0,14631.0,13523.0,0.0,75.58814455605005,75.58814455605005,2
3106,3RD AVE NW AND NW 83RD ST,47.68911150171,-122.36064854136,8,28082.0,14156.0,13926.0,0.0,0.0,0.0,0.0,0.0,0.0,131.99978390971862,131.99978390971862,2
14132,12TH AVE NE AND NE RAVENNA EB BV,47.6715065240671,-122.315189742387,7,28054.0,0.0,0.0,4187.0,14280.0,0.0,3845.0,5742.0,0.0,93.34264011528076,89.43963818012284,4
82012,1ST AV S OFF RP AND WEST SEATTLE BR WB,47.5715774097183,-122.333137394869,7,28030.0,0.0,0.0,0.0,28030.0,0.0,0.0,0.0,0.0,149.6367350202581,149.6367350202581,1
39108,9TH AVE AND DENNY WAY,47.6185381915878,-122.339375751361,2,27939.0,0.0,0.0,15088.0,12851.0,0.0,0.0,0.0,0.0,56.3065349421628,56.3065349421628,2
5123,ROOSEVELT WAY NE AND NE 81ST ST,47.6874741611727,-122.317565559773,4,27885.0,5294.0,22591.0,0.0,0.0,0.0,0.0,0.0,0.0,135.34351960608737,135.34351960608737,2
14120,12TH AVE NE AND NE 62ND ST,47.6733342467695,-122.315657741031,6,27766.0,27766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.54870713676195,149.54870713676198,1
70110,HIGHLAND PARK WAY SW AND WEST MARGINAL WAY SW,47.5403529773294,-122.342181392889,6,27662.0,0.0,0.0,0.0,0.0,0.0,23302.0,4360.0,0.0,113.2328300038053,113.23283000380529,2
7715,35TH AVE NE AND NE 75TH ST,47.6830482351033,-122.290478894277,5,27609.0,0.0,0.0,5135.0,22474.0,0.0,0.0,0.0,0.0,129.50565904149497,129.50565904149497,2
7756,35TH AVE NE AND NE 65TH ST,47.6757834921911,-122.290273358062,8,27595.0,0.0,0.0,10299.0,17296.0,0.0,0.0,0.0,0.0,136.82669350716714,136.82669350716714,2
55335,23RD AVE SW AND SW OREGON ST,47.5628954383839,-122.362846267136,9,27582.0,0.0,0.0,11816.0,15766.0,0.0,0.0,0.0,0.0,63.063851781652986,63.06385178165298,2
23150,UNIVERSITY WAY NE AND NE 40TH ST,47.6553537099377,-122.313284842052,16,27574.0,6124.0,7394.0,6707.0,7349.0,0.0,0.0,0.0,0.0,139.51513372981768,127.32886075574383,4
39561,ALASKAN WAY AND WALL ST,47.6128137517485,-122.351186004918,16,27555.0,0.0,0.0,2286.0,1621.0,13714.0,0.0,0.0,9934.0,134.44119278513458,134.44119278513458,4
39140,6TH AVE AND VIRGINIA ST,47.6143914036129,-122.338314343807,5,27517.0,0.0,0.0,7598.0,0.0,19919.0,0.0,0.0,0.0,106.22824319456609,106.22824319456609,2
52327,M L KING JR WAY S AND S MCCLELLAN ST,47.5783471461261,-122.296188093807,5,27497.0,0.0,0.0,10350.0,17147.0,0.0,0.0,0.0,0.0,123.99065089739997,123.99065089739997,2
14411,5TH AVE NE AND 50TH ST ON RP,47.6643451937172,-122.322869134541,3,27478.0,0.0,27478.0,0.0,0.0,0.0,0.0,0.0,0.0,114.93528480644409,114.93528480644409,1
15739,15TH AVE NE AND NE 47TH ST,47.6630836470735,-122.311965694812,15,27282.0,0.0,0.0,12234.0,15048.0,0.0,0.0,0.0,0.0,139.97996520823784,139.977654502011,2
43135,1ST AVE S AND S KING ST,47.5982917153666,-122.334191162368,11,27264.0,0.0,0.0,10728.0,16536.0,0.0,0.0,0.0,0.0,114.19450744491347,114.19450744491346,2
41363,23RD AVE AND E SPRUCE ST,47.6035072388876,-122.302433799552,3,27259.0,18694.0,8565.0,0.0,0.0,0.0,0.0,0.0,0.0,149.00685570049149,149.00685570049149,2
22109,STONE WAY N AND N 45TH ST,47.6613852968458,-122.342145360965,4,27227.0,6058.0,21169.0,0.0,0.0,0.0,0.0,0.0,0.0,134.518767751499,134.518767751499,2
5722,WOODLAWN AVE NE AND NE 71ST ST,47.6797989381237,-122.324539754157,7,27115.0,0.0,0.0,10286.0,16829.0,0.0,0.0,0.0,0.0,126.45029877115896,126.45029877115896,2
31510,22ND AVE E AND EAST MONTLAKE PL E,47.6436996615981,-122.303819964188,2,27070.0,0.0,0.0,0.0,0.0,0.0,27070.0,0.0,0.0,58.248197582577426,58.248197582577426,1
57338,15TH AVE S AND S OREGON ST,47.5635038792028,-122.313511318889,3,27004.0,19134.0,7870.0,0.0,0.0,0.0,0.0,0.0,0.0,144.92808171056328,144.92808171056328,2
23152,BROOKLYN AVE NE AND NE 40TH ST,47.6553676426496,-122.314441134181,15,26995.0,14668.0,4880.0,4633.0,2814.0,0.0,0.0,0.0,0.0,142.01039397016368,129.5676740489639,4
11453,15TH SB AVE NW AND NW LEARY WAY,47.6636639275706,-122.376320379331,5,26868.0,0.0,11071.0,6380.0,9417.0,0.0,0.0,0.0,0.0,132.51438868993915,89.21685681912268,3
23704,2ND AVE NE AND NE NORTHLAKE WAY,47.6536071484798,-122.326847997479,8,26821.0,0.0,0.0,3500.0,2872.0,12524.0,0.0,0.0,7925.0,148.18998520895022,146.35518092436223,4
22717,BRIDGE WAY N AND N 38TH ST,47.6527450011915,-122.345963707209,5,26738.0,0.0,0.0,11012.0,15726.0,0.0,0.0,0.0,0.0,47.99721551493973,47.99721551493973,2
56103,EAST MARGINAL WAY S AND S HANFORD ST,47.5755797718142,-122.339990403467,11,26681.0,0.0,0.0,12214.0,14467.0,0.0,0.0,0.0,0.0,54.08972576742293,54.08972576742293,2
57214,COLUMBIAN WY - I5 SB RP AND S COLUMBIAN WB WAY,47.5726885023801,-122.319577092623,4,26542.0,0.0,0.0,5404.0,0.0,0.0,0.0,21138.0,0.0,51.73925490564902,51.73925490564902,2
5713,LATONA AVE NE AND EAST GREEN LAKE DR N,47.681658080758,-122.327488553405,13,26499.0,0.0,0.0,1972.0,0.0,3040.0,16577.0,0.0,4910.0,142.17223948238575,141.45059896097365,4
35307,8TH AVE N AND MERCER SR ST,47.6245449756792,-122.341232140051,2,26485.0,0.0,0.0,25550.0,935.0,0.0,0.0,0.0,0.0,117.7430731591862,117.7430731591862,2
32737,MCGILVRA BLVD E AND E MADISON S ST,47.6333718127972,-122.281578494916,5,26444.0,0.0,0.0,0.0,0.0,10436.0,0.0,0.0,16008.0,90.83389303419472,90.83389303419472,2
14326,5TH AVE NE AND NE 50TH ST,47.6649753648497,-122.322862561489,3,26440.0,0.0,26440.0,0.0,0.0,0.0,0.0,0.0,0.0,131.42567461064914,131.42567461064914,1
996,BEACON AVE S AND BEACON WR S AVE S,47.5619408841333,-122.305130602861,4,26436.0,13737.0,12699.0,0.0,0.0,0.0,0.0,0.0,0.0,136.33554818079782,136.0528591735574,2
12320,3RD AVE NW AND NW 54TH ST,47.6679084530777,-122.360804484671,11,26384.0,13339.0,13045.0,0.0,0.0,0.0,0.0,0.0,0.0,142.65865778953884,142.65865778953886,2
230778,26TH AVE NW AND NW 85TH W ST,47.6905737832015,-122.390328475198,10,26363.0,497.0,708.0,13814.0,11344.0,0.0,0.0,0.0,0.0,133.85063784008221,86.52653282996513,4
23264,BROOKLYN AVE NE AND NE CAMPUS WB PY,47.6562254454941,-122.314418591187,12,26332.0,2844.0,9173.0,0.0,14315.0,0.0,0.0,0.0,0.0,142.00433605851768,125.14156466616902,3
64328,13TH AVE S AND AIRPORT WAY S,47.5485879939319,-122.315975085781,8,26205.0,15650.0,10555.0,0.0,0.0,0.0,0.0,0.0,0.0,112.15771215877206,112.15771215877206,2
31515,22ND AVE E AND E ROANOKE ST,47.6431609162226,-122.30377618045,4,26128.0,0.0,0.0,3160.0,1465.0,0.0,0.0,21503.0,0.0,128.4729284233969,108.67091012923996,3
5375,OSWEGO PL NE AND NE 65TH ST,47.6758626446965,-122.321300978908,3,26051.0,0.0,0.0,0.0,26051.0,0.0,0.0,0.0,0.0,67.90641945174524,67.90641945174524,1
40532,MELROSE AVE AND PIKE ST,47.6139302296681,-122.327804576986,5,26026.0,0.0,0.0,0.0,5050.0,16331.0,0.0,0.0,4645.0,127.34048038352277,127.34048038352277,3
227501,24TH E AVE NE AND NE 125TH ST,47.7193254740349,-122.30288859715,3,26004.0,0.0,0.0,8458.0,17546.0,0.0,0.0,0.0,0.0,125.51652385496698,125.51652385496698,2
44540,3RD AVE S AND S JACKSON ST,47.5991986917223,-122.330275808389,4,26003.0,0.0,0.0,11905.0,14098.0,0.0,0.0,0.0,0.0,73.18074739510406,73.18074739510406,2
221852,15TH ER AVE NE AND NE 130TH PL,47.7252422434863,-122.312406976125,3,25980.0,16539.0,9441.0,0.0,0.0,0.0,0.0,0.0,0.0,147.49405986269156,147.49405986269156,2
5126,15TH AVE NE AND NE 80TH ST,47.6866765303849,-122.312154899374,8,25826.0,0.0,0.0,11692.0,14134.0,0.0,0.0,0.0,0.0,132.04283441372684,132.04283441372684,2
35457,FAIRVIEW AVE N AND MERCER S SR ST,47.6242653491425,-122.334285138604,3,25715.0,18774.0,6941.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6409093389865,77.6409093389865,2
12744,14TH AVE NW AND NW 46TH ST,47.6622023430162,-122.373595432925,12,25693.0,8132.0,17561.0,0.0,0.0,0.0,0.0,0.0,0.0,132.98922789280468,132.98922789280465,2
44334,AIRPORT NB WAY S AND S ADDITION ST,47.5907584458395,-122.322479941946,3,25665.0,25665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.4005071816198,134.4005071816198,1
15753,20TH AVE NE AND NE 45TH ST,47.6612571303016,-122.306528214373,2,25607.0,0.0,0.0,0.0,25607.0,0.0,0.0,0.0,0.0,129.50493416707323,129.50493416707323,1
40453,BROADWAY AND MINOR AVE,47.6064689893291,-122.320750329114,4,25605.0,13113.0,12492.0,0.0,0.0,0.0,0.0,0.0,0.0,136.18435268431085,91.47693607959602,2
35310,BROAD ST AND DEXTER AVE N,47.6248384221079,-122.342337429658,3,25598.0,18916.0,6682.0,0.0,0.0,0.0,0.0,0.0,0.0,102.52875150936151,102.5287515093615,2
51707,6TH PL S AND S LANDER ST,47.5798087359083,-122.325206878852,8,25508.0,0.0,0.0,6927.0,18581.0,0.0,0.0,0.0,0.0,94.99741291238317,85.68171299642782,2
57651,1ST AVE S AND S SPOKANE NR ST,47.5717066082018,-122.334196976081,1,25503.0,0.0,0.0,0.0,25503.0,0.0,0.0,0.0,0.0,46.90218404804581,46.90218404804581,1
49710,SW ADMIRAL WAY AND SW HANFORD E ST,47.5755552198858,-122.37471762938,2,25483.0,12280.0,13203.0,0.0,0.0,0.0,0.0,0.0,0.0,107.62086552449243,107.62086552449243,2
22811,FREMONT TURN RD AND N 38TH ST,47.6526321966516,-122.347561485941,7,25423.0,0.0,17173.0,7.0,189.0,3241.0,0.0,0.0,4813.0,106.22731967605829,88.89158454519698,5
40504,OLIVE WAY AND OLIVE WY ON RP,47.616378586716,-122.328509419917,2,25367.0,0.0,0.0,12570.0,0.0,12797.0,0.0,0.0,0.0,90.6872477887887,90.6872477887887,2
23501,4TH AVE NE AND NE 45TH ST,47.6613387041751,-122.32403639473,2,25299.0,0.0,0.0,25299.0,0.0,0.0,0.0,0.0,0.0,132.58352286063067,132.58352286063067,1
36869,MERCER ST I5 NB ON RP AND MERCER ST ON RP,47.6246550760088,-122.333319430785,1,25121.0,0.0,0.0,0.0,25121.0,0.0,0.0,0.0,0.0,123.08635207312045,123.08635207312045,1
52344,M L KING JR WAY S AND S WINTHROP ST,47.5759344959831,-122.296733173601,2,25064.0,25064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.45956013892744,78.45956013892744,1
5452,HILLMAN PL NE AND NE 65TH ST,47.675875411068,-122.322837895519,4,24999.0,0.0,0.0,18125.0,6874.0,0.0,0.0,0.0,0.0,62.465834923706275,62.465834923706275,2
11139,RUSSELL AVE NW AND NW MARKET ST,47.6686767755949,-122.383111706113,4,24986.0,0.0,0.0,19348.0,5638.0,0.0,0.0,0.0,0.0,120.94176481226775,120.94176481226775,2
11110,20TH AVE NW AND NW 62ND ST,47.6738272936524,-122.382127311969,8,24985.0,11939.0,13046.0,0.0,0.0,0.0,0.0,0.0,0.0,131.73723393596063,131.73723393596063,2
40534,TERRY AVE AND DEAD END,47.6136914803918,-122.330656385083,20,24880.0,13352.0,11528.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99535369158248,40.99535369158249,2
15726,18TH AVE NE AND NE 50TH ST,47.6648672996228,-122.308327246543,6,24800.0,0.0,0.0,13351.0,11449.0,0.0,0.0,0.0,0.0,141.49602675254795,141.49602675254798,2
56253,1ST AV S ON RP AND WEST SEATTLE BR WB,47.5715796008256,-122.335237893967,13,24796.0,0.0,0.0,3801.0,20995.0,0.0,0.0,0.0,0.0,105.12476679329657,83.8709295590326,2
57613,I5 NB - W SEATTLE BR RP AND WEST SEATTLE BR WB,47.5716423298579,-122.325776652419,3,24764.0,0.0,0.0,0.0,24764.0,0.0,0.0,0.0,0.0,36.34753742306519,36.34753742306519,1
5136,ROOSEVELT WAY NE AND NE 78TH ST,47.6852923437839,-122.317527446,5,24527.0,10970.0,13557.0,0.0,0.0,0.0,0.0,0.0,0.0,132.99244150296678,132.99244150296678,2
22104,DENSMORE AVE N AND N 45TH W ST,47.6613870273953,-122.337687753432,3,24433.0,0.0,0.0,17030.0,7403.0,0.0,0.0,0.0,0.0,107.90019712876838,107.9001971287684,2
14253,8TH AVE NE AND NE RAVENNA WB BV,47.6739303447928,-122.320057470628,6,24337.0,0.0,1015.0,0.0,0.0,0.0,11757.0,11565.0,0.0,116.35569419290401,88.89426612865613,3
30314,FEDERAL AVE E AND E BOSTON ST,47.6383997208415,-122.319016715541,8,24312.0,0.0,0.0,11259.0,13053.0,0.0,0.0,0.0,0.0,129.5331176582676,129.5331176582676,2
52730,23RD AVE S AND S LANDER ST,47.5791733279093,-122.303320715971,6,24309.0,8765.0,15544.0,0.0,0.0,0.0,0.0,0.0,0.0,149.96468889121857,149.96468889121857,2
66656,M L KING JR WR WAY S AND S HUDSON ST,47.557059461365,-122.291120513402,3,24185.0,0.0,0.0,0.0,0.0,0.0,24185.0,0.0,0.0,147.54931846297075,147.54931846297075,1
40764,5TH AVE AND CHERRY ST,47.6044129086325,-122.329841606394,18,24182.0,0.0,0.0,0.0,0.0,11871.0,0.0,0.0,12311.0,112.7544782193689,112.75447821936889,2
12745,11TH AVE NW AND NW BALLARD WAY,47.6629285662726,-122.370767454235,11,24148.0,12247.0,11901.0,0.0,0.0,0.0,0.0,0.0,0.0,132.98917826250224,132.77286291894745,2
51717,6TH AVE S AND S FOREST ST,47.5777250874206,-122.325977925544,6,24031.0,0.0,0.0,6823.0,17208.0,0.0,0.0,0.0,0.0,94.5115563548564,94.5115563548564,2
22164,STONE WAY N AND N LUCAS PL,47.655927149141,-122.342412514181,3,23876.0,7871.0,16005.0,0.0,0.0,0.0,0.0,0.0,0.0,130.21180505157508,109.61766577477727,2
48322,WALNUT AVE SW AND SW ADMIRAL WAY,47.5811699324363,-122.383264185096,2,23838.0,0.0,0.0,0.0,23838.0,0.0,0.0,0.0,0.0,76.58203008903352,76.58203008903352,1
39114,BOREALIS AVE AND DENNY WAY,47.6185566036003,-122.343650130385,4,23814.0,0.0,0.0,0.0,5873.0,0.0,0.0,0.0,17941.0,138.76265421950504,138.76265421950504,2
13312,GREEN LAKE WAY N AND N CLOGSTON WAY,47.6684490508155,-122.340072909356,2,23704.0,11835.0,11869.0,0.0,0.0,0.0,0.0,0.0,0.0,61.09852683480901,61.09852683480901,2
36502,EASTLAKE AVE E AND FAIRVIEW AVE N,47.6323030050853,-122.326052911155,4,23646.0,0.0,0.0,0.0,0.0,12479.0,0.0,0.0,11167.0,61.56737395912046,61.56737395912046,2
31318,24TH AVE E AND BOYER AVE E,47.635244177344,-122.301565375858,6,23563.0,0.0,0.0,0.0,0.0,0.0,10652.0,12911.0,0.0,106.62654516083487,106.62654516083488,2
35301,FAIRVIEW AVE N AND MERCER ST,47.6246937770087,-122.334287970015,4,23498.0,0.0,3405.0,20093.0,0.0,0.0,0.0,0.0,0.0,119.1302537033635,87.9736294791747,2
12751,8TH AVE NW AND NW 47TH ST,47.6629221522631,-122.366193358991,6,23459.0,11660.0,11799.0,0.0,0.0,0.0,0.0,0.0,0.0,132.96971283195234,132.96971283195236,2
20302,W EMERSON PL AND W EMERSON ST,47.653996696656,-122.380605391914,2,23313.0,0.0,0.0,0.0,0.0,0.0,23313.0,0.0,0.0,83.76158995733174,83.76158995733174,1
22714,FREMONT WAY N AND N 38TH ST,47.6527275038245,-122.348588985672,3,23313.0,0.0,0.0,0.0,0.0,0.0,0.0,23313.0,0.0,37.48501579135604,37.48501579135604,1
44132,14TH AVE S AND S MAIN ST,47.6000109142862,-122.314133003993,5,23172.0,15880.0,7292.0,0.0,0.0,0.0,0.0,0.0,0.0,145.56217165724735,145.56217165724735,2
235461,BURKE GILMAN TRL AND INVERNESS DR NE,47.6928160231417,-122.271850141657,4,23112.0,0.0,0.0,0.0,0.0,0.0,12333.0,10779.0,0.0,104.62672932442305,104.62672932442305,2
7311,47TH AVE NE AND NE 75TH ST,47.6830341235104,-122.277467638395,8,23043.0,0.0,0.0,12249.0,10794.0,0.0,0.0,0.0,0.0,111.11024233041093,111.11024233041093,2
77736,12TH AVE SW AND SW ROXBURY ST,47.5173342871295,-122.350652792671,2,23031.0,0.0,0.0,12940.0,10091.0,0.0,0.0,0.0,0.0,133.0111360609759,133.0111360609759,2
52109,26TH AVE S AND S MASSACHUSETTS ST,47.5883169629614,-122.299104711146,7,22992.0,0.0,0.0,11958.0,11034.0,0.0,0.0,0.0,0.0,129.5605569942193,129.5605569942193,2
73665,M L KING JR WR WAY S AND S HOLLY ST,47.5424579658362,-122.28391543413,2,22958.0,11171.0,11787.0,0.0,0.0,0.0,0.0,0.0,0.0,133.80415867354682,133.80415867354682,2
21745,15TH AV W SB OFF RP AND W DRAVUS ST,47.6484728172,-122.376759432501,2,22823.0,0.0,0.0,22823.0,0.0,0.0,0.0,0.0,0.0,90.59045869897886,90.59045869897886,1
6653,LAKE CITY WAY NE AND NE 82ND ST,47.6885031999864,-122.310759730664,2,22745.0,0.0,0.0,0.0,0.0,12504.0,0.0,0.0,10241.0,62.39626905812704,62.39626905812704,2
12853,BALLARD BR OFF RP AND NW BALLARD WAY,47.6629322629715,-122.376119139286,3,22641.0,22641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.02336802642057,133.02336802642057,1
4536,AURORA AVE N AND N 77TH ST,47.6847677031349,-122.344492005634,1,22628.0,0.0,22628.0,0.0,0.0,0.0,0.0,0.0,0.0,132.9861796090951,132.9861796090951,1
4752,PHINNEY AVE N AND N 65TH ST,47.6760225701386,-122.354353220322,5,22614.0,0.0,0.0,10016.0,12598.0,0.0,0.0,0.0,0.0,122.32398085339575,120.83950004565008,2
57851,4TH AVE S AND S INDUSTRIAL EB WAY,47.5676675676252,-122.329234984405,2,22609.0,11639.0,10970.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23128740314438,69.23128740314438,2
36767,HOWELL ST AND YALE AVE,47.6175046180862,-122.329698790946,5,22454.0,0.0,0.0,0.0,0.0,12372.0,0.0,0.0,10082.0,79.5427139630722,79.5427139630722,2
57119,S COLUMBIAN WAY AND S SPOKANE ST,47.5716241785417,-122.314529837802,4,22447.0,0.0,0.0,3146.0,19301.0,0.0,0.0,0.0,0.0,58.182032934799686,45.727952452862304,2
37740,21ST AVE E AND E JOHN ST,47.6202187712668,-122.304739486431,6,22445.0,0.0,0.0,15375.0,7070.0,0.0,0.0,0.0,0.0,137.59706654288195,137.59706654288195,2
44851,7TH AVE S AND AIRPORT NB WAY S,47.5929604411947,-122.323236344334,9,22435.0,0.0,0.0,2798.0,4993.0,4015.0,6863.0,0.0,3766.0,142.9941942058046,133.34060311841307,5
81740,51ST AVE S AND S ROXBURY ST,47.5168511370522,-122.270024767185,4,22407.0,10529.0,11878.0,0.0,0.0,0.0,0.0,0.0,0.0,54.76571422809414,54.76571422809414,2
30127,BROADWAY E AND E ROANOKE ST,47.6431929320543,-122.32085341242,2,22370.0,0.0,0.0,22370.0,0.0,0.0,0.0,0.0,0.0,97.7343332728478,97.7343332728478,1
12110,6TH AVE NW AND NW 65TH E ST,47.6759915833997,-122.363527527503,4,22362.0,0.0,0.0,11377.0,10985.0,0.0,0.0,0.0,0.0,58.73873557885356,58.73873557885356,2
222853,35TH AVE NE AND NE 130TH S ST,47.7226393998691,-122.290831268307,3,22304.0,11031.0,11273.0,0.0,0.0,0.0,0.0,0.0,0.0,61.45145268179776,61.451452681797754,2
226456,PINEHURST WAY NE AND ROOSEVELT N WAY NE,47.7102785037022,-122.317672777763,5,22087.0,0.0,2775.0,0.0,0.0,4933.0,0.0,2742.0,11637.0,65.88146617446395,64.6897815608724,4
36305,BROADWAY E AND E ROY E ST,47.6250492032493,-122.320892989552,3,22077.0,7159.0,14918.0,0.0,0.0,0.0,0.0,0.0,0.0,142.25801239172839,142.25801239172839,2
23470,BROOKLYN AVE NE AND BURKE GILMAN TRL,47.654209093677,-122.31447179759,10,22018.0,6858.0,15160.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5159819031328,99.5159819031328,2
56104,EAST MARGINAL WAY S AND S HORTON ST,47.574388439978,-122.339933959524,6,21965.0,11767.0,10198.0,0.0,0.0,0.0,0.0,0.0,0.0,127.12503223433959,127.1250322343396,2
30124,11TH AVE E AND E ROANOKE ST,47.6431965619384,-122.318337751662,6,21959.0,0.0,0.0,0.0,0.0,0.0,10737.0,11222.0,0.0,119.71762001149328,119.71762001149328,2
21610,15TH AVE W AND 15TH EMERSON RP,47.6530562823906,-122.376211224113,2,21938.0,13938.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,21.976815554340718,21.976815554340718,2
5106,5TH AVE NE AND NE 82ND ST,47.6882322369053,-122.322972529572,4,21919.0,10270.0,11649.0,0.0,0.0,0.0,0.0,0.0,0.0,132.3300136043039,132.3300136043039,2
68138,CALIFORNIA AVE SW AND SW FRONTENAC ST,47.5407309601225,-122.387260411653,5,21755.0,12344.0,9411.0,0.0,0.0,0.0,0.0,0.0,0.0,147.04829101711306,147.04829101711306,2
4703,WINONA AVE N AND N 74TH ST,47.6825659540835,-122.344958439635,5,21609.0,0.0,0.0,0.0,0.0,12109.0,0.0,0.0,9500.0,69.46750502034278,69.46750502034278,2
75106,CALIFORNIA AVE SW AND SW ELMGROVE ST,47.5307832057934,-122.387368835042,7,21562.0,6715.0,14847.0,0.0,0.0,0.0,0.0,0.0,0.0,136.40993215031315,136.40993215031315,2
45115,M L KING JR WAY AND E YESLER WAY,47.6016561525327,-122.296767842984,4,21558.0,14877.0,0.0,0.0,6681.0,0.0,0.0,0.0,0.0,146.2897245325447,121.29032384692033,2
68109,CALIFORNIA AVE SW AND SW BEVERIDGE PL,47.5453254698291,-122.387210104687,3,21550.0,0.0,21550.0,0.0,0.0,0.0,0.0,0.0,0.0,82.20730106076728,82.20730106076728,1
5303,BROOKLYN AVE NE AND NE 75TH ST,47.68307195326,-122.314222538376,2,21543.0,0.0,0.0,11211.0,10332.0,0.0,0.0,0.0,0.0,129.48041753934092,129.48041753934092,2
37341,26TH AVE E AND E THOMAS ST,47.6213574250084,-122.298567862574,3,21471.0,0.0,0.0,6767.0,7103.0,0.0,0.0,0.0,7601.0,144.1979368040261,144.1979368040261,3
65348,SHAFFER AVE S AND S GRAHAM ST,47.5462236792022,-122.294751671941,4,21438.0,0.0,0.0,12084.0,9354.0,0.0,0.0,0.0,0.0,137.7495920923999,137.7495920923999,2
64333,12TH AVE S AND S BAILEY ST,47.5478160869872,-122.317322705507,4,21405.0,0.0,0.0,9563.0,11842.0,0.0,0.0,0.0,0.0,46.325352782102165,46.325352782102165,2
41143,31ST AVE AND E UNION ST,47.612931318174,-122.292577955456,9,21404.0,0.0,0.0,10035.0,11369.0,0.0,0.0,0.0,0.0,143.04776088705486,129.6966864712029,2
