candidate_signal_count,mean_alpha_left,mean_alpha_straight,mean_alpha_right,median_alpha_left,median_alpha_straight,median_alpha_right,mean_continuation_ratio,median_continuation_ratio,mean_departure_ratio,median_departure_ratio
59,0.14685848850380762,0.7062830229923848,0.14685848850380762,0.14305013509456618,0.7138997298108676,0.14305013509456618,0.7062830229923848,0.7138997298108676,0.29371697700761523,0.28610027018913237
